,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
ram,Cmp-Att-Yd-TD-INT,26-31-297-3-2,17-26-196-2-2,18-25-249-0-0,32-48-254-0-1,10-16-102-0-0,13-21-119-0-1,22-26-269-3-0,13-27-165-1-0,26-37-238-1-0,16-28-223-2-0,14-24-106-1-2,28-39-367-3-1,11-20-137-0-2,12-21-111-1-1,19-35-259-1-4,11-19-132-0-0,13-26-147-0-1
ram,First Downs,23,17,15,21,10,8,22,9,18,17,13,25,17,13,18,12,14
ram,Fourth Down Conv.,0-0,1-2,0-0,2-2,0-0,0-0,0-0,0-0,3-3,1-2,3-3,0-0,1-1,0-0,1-3,0-0,1-1
ram,Fumbles-Lost,2-2,2-1,1-1,1-1,2-0,0-0,1-0,3-0,2-0,0-0,0-0,1-1,0-0,1-0,0-0,1-1,0-0
ram,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ram,Net Pass Yards,292,171,239,200,76,110,257,138,220,188,82,348,137,84,219,111,123
ram,Opp Score,10,31,12,24,10,24,14,16,17,27,26,23,17,24,51,31,19
ram,Opp_Cmp-Att-Yd-TD-INT,29-41-240-1-3,27-36-272-3-2,37-58-314-0-0,16-27-239-1-0,29-44-320-1-1,26-33-253-1-1,22-33-187-1-0,36-58-280-1-0,25-37-209-1-1,22-28-274-3-0,27-42-320-1-1,14-26-178-0-2,22-35-230-1-0,22-30-229-1-1,24-28-230-2-0,24-31-239-2-0,19-31-213-1-2
ram,Opp_First Downs,19,24,23,13,14,22,16,18,18,19,29,20,20,27,26,22,22
ram,Opp_Fourth Down Conv.,2-3,0-1,4-5,0-1,1-1,0-0,0-0,0-2,2-2,0-0,0-0,1-2,1-1,2-2,1-1,0-0,1-1
ram,Opp_Fumbles-Lost,1-0,1-1,1-0,1-0,2-2,0-0,0-0,0-0,2-1,0-0,1-1,1-0,1-1,2-1,1-0,0-0,0-0
ram,Opp_Net Pass Yards,191,272,295,239,285,249,167,272,190,235,320,148,211,207,230,239,205
ram,Opp_Penalties-Yards,4-30,3-61,6-50,4-25,3-25,7-49,4-50,7-55,5-29,2-15,3-25,4-39,7-60,4-80,3-6,2-19,4-20
ram,Opp_Rush-Yds-TDs,18-52-0,26-65-1,21-70-0,22-88-1,15-38-0,29-111-2,21-56-1,20-51-0,20-66-1,24-88-0,30-117-1,33-171-2,22-71-1,35-138-2,36-158-3,31-192-2,36-197-0
ram,Opp_Sacked-Yards,7-49,1-0,2-19,0-0,5-35,1-4,2-20,1-8,3-19,4-39,0-0,4-30,4-19,3-22,0-0,0-0,3-8
ram,Opp_Third Down Conv.,6-13,6-10,6-18,5-12,6-17,6-12,8-13,9-21,3-11,4-11,5-11,4-12,4-12,4-9,6-10,8-13,1-11
ram,Opp_Time of Possession,28:46,30:24,33:56,25:26,30:30,37:05,30:04,31:16,27:59,31:07,32:26,29:07,29:39,37:19,36:35,31:52,35:31
ram,Opp_Total Yards,243,337,365,327,323,360,223,323,256,323,437,319,282,345,388,431,402
ram,Opp_Turnovers,3,3,0,0,3,1,0,0,2,0,2,2,1,2,0,0,2
ram,Penalties-Yards,5-35,5-29,6-35,1-5,5-42,3-30,3-8,4-53,10-67,6-55,5-25,6-42,7-94,8-76,6-55,3-22,3-35
ram,Rush-Yds-TDs,25-121-1,27-90-0,20-100-2,18-57-0,34-163-1,21-93-0,23-111-1,24-68-0,26-78-2,30-148-0,28-116-0,22-90-0,38-165-1,17-72-0,20-104-0,26-166-1,28-146-1
ram,Sacked-Yards,2-5,3-25,1-10,7-54,3-26,2-9,3-12,4-27,2-18,4-35,3-24,4-19,0-0,5-27,6-40,3-21,5-24
ram,Third Down Conv.,9-10,3-10,3-8,5-15,5-15,2-10,5-9,4-15,5-15,5-14,5-13,5-10,5-13,4-11,3-10,4-11,4-14
ram,Time of Possession,31:14,29:36,26:04,34:34,29:30,22:55,29:56,28:44,32:01,28:53,27:34,30:53,30:21,22:41,23:25,28:08,29:55
ram,Total Yards,413,261,339,257,239,203,368,206,298,336,198,438,302,156,323,277,269
ram,Turnovers,4,3,1,2,0,1,0,0,0,0,2,2,2,1,4,1,1
ram,ram Score,31,27,20,9,22,10,31,13,27,20,10,27,16,12,14,10,16
