,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
ram,Cmp-Att-Yd-TD-INT,24-38-334-0-0,17-25-206-0-0,18-33-269-1-2,27-40-319-1-1,25-38-303-1-1,21-41-235-0-1,17-25-230-0-0,18-32-204-1-1,13-28-130-0-1,24-40-236-1-1,25-33-229-4-1,23-44-254-2-1,23-41-294-3-0,19-36-226-3-1,27-40-319-3-1,24-34-317-1-2,17-24-163-2-1,25-36-367-2-0
ram,First Downs,27,21,15,27,28,20,17,15,10,16,25,20,24,14,18,22,19,22
ram,Fourth Down Conv.,1-1,0-0,1-1,1-1,0-1,2-4,1-1,1-2,0-2,2-2,2-2,0-2,0-0,3-5,0-3,0-1,3-4,1-1
ram,Fumbles-Lost,0-0,2-0,0-0,1-0,0-0,1-1,1-0,0-0,2-1,0-0,0-0,0-0,2-0,1-0,0-0,2-1,0-0,1-0
ram,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ram,Net Pass Yards,334,206,221,303,295,215,214,188,119,223,229,240,282,218,304,286,149,357
ram,Opp Score,13,23,19,23,14,26,17,43,20,17,14,36,37,28,30,25,20,24
ram,Opp_Cmp-Att-Yd-TD-INT,16-26-112-1-0,34-55-307-1-2,26-49-259-0-1,11-25-200-2-0,21-37-222-2-0,15-24-226-1-0,14-29-231-1-1,27-34-307-4-1,20-26-228-1-0,17-31-190-1-1,27-45-256-1-0,22-37-279-3-0,24-43-316-3-1,25-33-258-2-0,24-34-328-2-0,27-41-319-1-1,16-26-189-1-0,22-27-277-1-0
ram,Opp_First Downs,13,28,19,19,17,17,19,24,21,20,19,20,23,23,23,17,20,23
ram,Opp_Fourth Down Conv.,0-0,1-2,1-1,1-2,2-3,0-0,0-0,1-1,1-1,0-1,2-3,0-0,0-0,0-0,1-1,1-3,1-1,1-1
ram,Opp_Fumbles-Lost,0-0,0-0,0-0,2-1,1-0,1-1,0-0,0-0,3-2,0-0,0-0,0-0,1-0,2-2,0-0,1-0,2-1,1-0
ram,Opp_Net Pass Yards,95,297,242,196,195,203,219,285,207,185,219,279,310,249,325,284,175,255
ram,Opp_Penalties-Yards,7-55,6-55,7-49,8-80,5-48,6-59,5-40,4-21,8-57,9-92,5-34,7-45,7-79,5-36,3-25,7-65,5-78,5-34
ram,Opp_Rush-Yds-TDs,18-85-0,22-89-1,23-67-1,31-133-1,14-54-0,28-179-1,31-135-1,26-102-0,38-184-1,27-82-1,15-73-1,25-120-1,26-139-0,37-196-1,32-133-1,20-105-1,29-125-2,25-79-2
ram,Opp_Sacked-Yards,2-17,1-10,2-17,2-4,4-27,3-23,2-12,3-22,4-21,1-5,4-37,0-0,2-6,3-9,1-3,6-35,3-14,3-22
ram,Opp_Third Down Conv.,2-9,7-14,5-17,3-10,6-14,4-12,9-16,6-12,7-14,2-9,6-17,4-12,4-12,9-16,4-12,5-16,5-10,3-9
ram,Opp_Time of Possession,20:37,33:11,36:00,24:25,22:05,29:30,31:46,35:28,35:16,27:54,25:08,25:57,27:43,35:53,34:18,29:49,29:00,29:55
ram,Opp_Total Yards,180,386,309,329,249,382,354,387,391,267,292,399,449,445,458,389,300,334
ram,Opp_Turnovers,0,2,1,1,0,1,1,1,2,1,0,0,1,2,0,1,1,0
ram,Penalties-Yards,7-53,6-57,4-28,8-85,3-35,5-36,8-76,4-25,5-36,12-130,5-23,7-86,5-34,3-28,3-20,3-28,2-8,4-36
ram,Rush-Yds-TDs,40-92-3,28-159-3,13-71-0,36-164-2,39-159-1,30-130-0,29-86-3,24-92-1,26-68-0,21-68-0,33-228-1,23-87-0,30-128-0,21-79-0,16-35-0,23-105-3,36-109-1,17-68-0
ram,Sacked-Yards,0-0,1-0,6-48,2-16,1-8,2-20,2-16,2-16,1-11,2-13,0-0,2-14,2-12,1-8,2-15,4-31,2-14,2-10
ram,Third Down Conv.,11-17,2-9,1-11,6-15,13-18,6-16,4-12,4-13,5-14,5-15,6-12,7-16,6-16,3-14,5-11,2-8,9-15,3-9
ram,Time of Possession,39:23,26:49,24:00,39:46,37:55,30:30,28:14,24:32,24:44,32:06,34:52,34:03,34:35,24:07,25:42,30:11,31:00,30:05
ram,Total Yards,426,365,292,467,454,345,300,280,187,291,457,327,410,297,339,391,258,425
ram,Turnovers,0,0,2,1,1,2,0,1,2,1,1,1,0,1,1,3,1,0
ram,ram Score,30,30,16,29,23,9,24,20,3,16,37,19,31,20,22,26,21,23
