,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
oti,Cmp-Att-Yd-TD-INT,17-21-188-2-1,12-24-123-0-2,27-45-307-2-1,17-21-137-2-0,15-25-181-1-0,33-44-243-1-2,6-10-55-0-1,5-16-80-0-0,21-42-286-1-1,24-29-337-3-1,22-37-270-1-0,16-26-157-1-0,30-42-368-3-0,18-26-185-0-1,20-32-218-1-1,29-41-282-2-2,20-29-179-1-1
oti,First Downs,19,12,24,19,15,17,16,9,18,21,21,11,22,17,15,26,19
oti,Fourth Down Conv.,1-1,1-1,3-3,0-0,1-1,1-1,1-1,0-1,2-3,1-2,0-0,1-2,0-1,0-0,0-1,0-0,2-3
oti,Fumbles-Lost,2-1,3-2,1-0,0-0,0-0,1-1,1-1,0-0,3-0,0-0,0-0,0-0,0-0,2-0,2-0,1-1,2-1
oti,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
oti,Net Pass Yards,156,107,300,116,136,227,40,57,248,320,266,122,368,157,215,274,165
oti,Opp Score,20,41,24,17,17,19,10,20,17,17,16,35,22,17,14,13,20
oti,Opp_Cmp-Att-Yd-TD-INT,20-33-266-2-0,26-40-317-4-0,19-27-264-1-1,27-37-356-2-1,25-38-359-2-1,13-20-132-0-0,17-30-152-1-1,43-68-446-1-1,19-36-255-2-0,24-39-227-2-0,22-34-291-0-0,30-41-391-3-0,25-38-254-2-1,28-42-313-0-2,14-23-99-0-2,20-39-232-1-1,20-32-212-1-0
oti,Opp_First Downs,19,23,19,21,17,16,10,29,14,15,15,26,22,23,16,17,13
oti,Opp_Fourth Down Conv.,0-0,2-3,0-1,0-0,1-2,0-0,2-2,2-2,0-0,0-2,0-0,3-3,0-1,2-2,1-2,1-2,0-0
oti,Opp_Fumbles-Lost,2-1,0-0,1-0,3-2,3-0,1-1,0-0,0-0,2-1,1-0,1-0,1-0,4-3,0-0,2-1,2-1,1-1
oti,Opp_Net Pass Yards,266,313,252,327,342,116,118,422,244,215,281,386,227,291,88,220,203
oti,Opp_Penalties-Yards,7-50,8-49,7-85,7-50,9-71,2-15,6-45,10-69,9-60,5-40,8-57,12-80,5-50,3-20,5-30,10-124,4-25
oti,Opp_Rush-Yds-TDs,26-93-0,24-101-0,27-109-2,23-38-0,17-43-0,35-138-0,18-43-0,19-77-1,23-63-0,19-56-0,21-63-0,24-67-2,20-137-1,24-74-2,31-184-2,24-97-0,14-19-0
oti,Opp_Sacked-Yards,1-0,1-4,1-12,3-29,3-17,2-16,3-34,4-24,1-11,1-12,1-10,2-5,4-27,3-22,4-11,2-12,1-9
oti,Opp_Third Down Conv.,3-11,5-13,5-10,7-13,1-11,5-12,2-14,8-19,6-16,7-14,7-16,3-11,5-10,4-13,4-12,7-16,5-11
oti,Opp_Time of Possession,31:06,31:34,29:15,33:57,27:20,31:33,25:12,41:28,26:03,27:32,28:14,32:33,27:08,29:48,26:57,26:34,23:48
oti,Opp_Total Yards,359,414,361,365,385,254,161,499,307,271,344,453,364,365,272,317,222
oti,Opp_Turnovers,1,0,1,3,1,1,1,1,1,0,0,0,4,2,3,2,1
oti,Penalties-Yards,8-45,9-87,6-44,6-40,8-69,4-28,6-35,8-51,8-50,2-19,9-80,7-82,9-70,6-62,4-35,3-35,6-40
oti,Rush-Yds-TDs,32-238-1,27-80-1,19-96-0,28-127-1,32-105-2,17-65-0,45-314-2,29-172-2,25-65-0,32-88-1,28-108-1,21-87-0,25-60-1,27-127-2,30-70-0,32-87-1,39-147-0
oti,Sacked-Yards,5-32,2-16,1-7,3-21,5-45,3-16,3-15,3-23,6-38,3-17,1-4,6-35,0-0,4-28,1-3,1-8,4-14
oti,Third Down Conv.,2-10,4-12,1-12,5-12,4-14,4-13,4-12,1-11,4-17,7-13,5-14,4-14,6-13,3-11,5-14,8-13,6-17
oti,Time of Possession,28:54,28:26,30:45,26:03,32:40,28:27,34:48,26:23,33:57,32:28,31:46,27:27,32:52,30:12,33:03,33:26,36:12
oti,Total Yards,394,187,396,243,241,292,354,229,313,408,374,209,428,284,285,361,312
oti,Turnovers,2,4,1,0,0,3,2,0,1,1,0,0,0,1,1,3,2
oti,oti Score,21,7,22,24,21,10,17,17,10,27,20,10,36,14,19,27,16
