,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"70,024","67,438","67,919","68,951","65,287","61,011","68,008","65,969","62,725","67,175","62,493","62,641","66,068","66,219","60,181","71,517","63,744"
0,Duration,3:17,3:02,2:48,2:47,2:51,3:09,3:12,3:12,2:55,2:47,3:01,3:34,3:28,3:23,2:59,2:39,2:56
0,Over/Under,41.5 (under),45.5 (over),38.0 (under),41.5 (under),43.5 (under),42.5 (under),35.5 (over),36.5 (under),38.5 (under),40.0 (over),36.5 (under),42.0 (over),46.5 (over),37.0 (under),41.5 (under),44.0 (under),41.5 (over)
0,Roof,dome,outdoors,outdoors,outdoors,retractable roof (open),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),outdoors
0,Surface,sportturf,grass,grass,grass,fieldturf,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,astroturf,grass
0,Vegas Line,New Orleans Saints -3.0,Los Angeles Chargers -2.5,Cleveland Browns -3.5,Cincinnati Bengals -2.5,Tennessee Titans -2.5,Baltimore Ravens -5.0,Atlanta Falcons -2.5,Pittsburgh Steelers -3.0,Tampa Bay Buccaneers -2.5,Jacksonville Jaguars -6.5,Tennessee Titans -3.5,Indianapolis Colts -1.0,Miami Dolphins -13.5,Tennessee Titans -3.0,Seattle Seahawks -3.5,Houston Texans -4.0,Jacksonville Jaguars -4.0
0,Weather,,"64 degrees, relative humidity 85%, wind 11 mph","68 degrees, relative humidity 69%, wind 5 mph","82 degrees, relative humidity 50%, wind 4 mph",,"52 degrees, relative humidity 44%, wind 8 mph","77 degrees, relative humidity 52%, wind 7 mph","40 degrees, relative humidity 58%, wind 5 mph","85 degrees, relative humidity 66%, wind 6 mph","75 degrees, relative humidity 62%, wind 3 mph","51 degrees, relative humidity 82%, wind 13 mph","53 degrees, relative humidity 77%, wind 13 mph","64 degrees, relative humidity 73%, wind 9 mph","48 degrees, relative humidity 77%, wind 9 mph","61 degrees, relative humidity 64%, wind 4 mph",,"41 degrees, relative humidity 77%, wind 11 mph"
0,Won OT Toss,,Chargers,,,,,,,,,,Titans,,Titans,,,
0,Won Toss,Titans (deferred),Titans (deferred),Titans (deferred),Bengals,Colts,Titans (deferred),Falcons (deferred),Steelers,Buccaneers (deferred),Jaguars (deferred),Panthers (deferred),Colts (deferred),Dolphins (deferred),Titans (deferred),Seahawks (deferred),Texans (deferred),Titans (deferred)
