,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
oti,Cmp-Att-Yd-TD-INT,21-32-289-4-1,27-40-347-0-0,19-37-194-0-0,30-49-298-1-0,14-22-197-1-0,35-47-353-3-1,31-51-288-0-1,23-34-265-3-2,19-27-143-1-1,21-36-309-2-0,14-24-107-0-0,11-21-93-1-1,24-40-221-0-4,23-32-153-0-1,26-35-322-1-2,18-39-205-0-1,23-32-287-4-0,28-37-348-0-1
oti,First Downs,22,33,19,30,23,28,22,18,16,22,15,18,9,22,22,16,23,17
oti,Fourth Down Conv.,0-0,0-1,2-2,2-3,1-1,0-1,2-3,2-2,2-2,0-0,1-1,1-3,1-2,1-2,1-2,1-3,0-0,0-0
oti,Fumbles-Lost,1-0,1-1,1-0,1-0,0-0,1-0,3-2,1-0,0-0,1-1,1-0,5-3,0-0,5-3,3-0,4-1,2-0,0-0
oti,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
oti,Net Pass Yards,280,320,178,253,184,335,257,247,125,287,107,85,184,117,306,182,281,280
oti,Opp Score,13,30,25,27,19,34,27,31,16,23,13,36,20,19,20,34,25,16
oti,Opp_Cmp-Att-Yd-TD-INT,22-36-218-1-1,22-31-343-2-0,18-27-197-3-2,21-34-297-2-1,23-33-273-1-1,18-29-216-0-1,22-28-275-2-1,27-51-231-3-2,31-48-294-1-2,19-27-213-1-0,35-52-323-1-4,23-32-310-2-0,20-31-191-0-0,16-25-148-0-0,22-30-209-1-0,13-18-120-2-0,23-33-301-3-0,15-24-220-1-3
oti,Opp_First Downs,17,17,24,16,24,16,24,24,22,17,26,23,22,12,16,17,18,16
oti,Opp_Fourth Down Conv.,1-3,0-0,1-1,0-0,1-3,1-1,0-0,2-3,2-3,0-0,2-4,0-0,0-0,0-0,0-0,1-1,1-1,0-1
oti,Opp_Fumbles-Lost,2-2,0-0,1-1,3-0,1-1,0-0,0-0,2-1,0-0,1-0,4-1,0-0,1-0,0-0,0-0,1-0,0-0,0-0
oti,Opp_Net Pass Yards,162,320,188,289,256,216,266,224,253,198,317,289,161,133,188,110,289,213
oti,Opp_Penalties-Yards,7-57,10-100,4-24,6-65,4-33,7-91,6-31,9-75,12-115,8-49,5-52,4-35,2-15,5-30,6-57,6-70,4-65,2-15
oti,Opp_Rush-Yds-TDs,22-86-1,18-77-2,37-180-0,25-66-1,31-198-2,22-146-4,35-103-1,20-83-1,21-94-0,29-66-1,25-103-0,24-105-1,34-102-2,17-35-1,24-90-1,40-198-2,21-64-0,27-140-1
oti,Opp_Sacked-Yards,6-56,3-23,1-9,1-8,2-17,0-0,1-9,1-7,5-41,2-15,2-6,2-21,4-30,3-15,4-21,1-10,2-12,1-7
oti,Opp_Third Down Conv.,5-14,4-12,6-12,6-14,3-10,4-10,8-12,7-16,4-15,3-12,6-15,4-10,6-15,2-11,9-16,7-15,4-11,1-8
oti,Opp_Time of Possession,26:39,22:42,34:06,29:03,28:30,27:10,36:21,30:58,32:21,31:34,30:22,28:58,36:57,20:52,29:29,33:12,26:26,26:35
oti,Opp_Total Yards,248,397,368,355,454,362,369,307,347,264,420,394,263,168,278,308,353,353
oti,Opp_Turnovers,3,0,3,1,2,1,1,3,2,0,5,0,0,0,0,0,0,3
oti,Penalties-Yards,8-59,5-45,4-66,8-98,7-44,8-60,9-77,11-161,4-19,9-65,7-50,5-50,9-79,7-68,5-41,5-55,5-42,6-46
oti,Rush-Yds-TDs,33-136-1,40-212-3,18-87-1,37-177-1,36-184-3,23-82-0,13-77-0,31-93-0,26-69-2,21-86-1,38-83-2,39-270-1,8-8-0,42-201-1,21-83-1,16-74-0,32-124-0,18-65-1
oti,Sacked-Yards,2-9,3-27,2-16,7-45,3-13,3-18,4-31,3-18,3-18,4-22,0-0,2-8,3-37,4-36,2-16,4-23,1-6,9-68
oti,Third Down Conv.,7-13,6-14,3-12,5-19,5-11,7-13,4-11,8-17,4-12,5-12,6-17,5-11,5-13,8-18,3-8,3-12,8-13,7-15
oti,Time of Possession,33:21,42:33,25:54,40:42,31:30,32:50,23:39,34:59,27:39,28:26,29:38,31:02,23:03,39:08,30:31,26:48,33:34,33:25
oti,Total Yards,416,532,265,430,368,417,334,340,194,373,190,355,192,318,389,256,405,345
oti,Turnovers,1,1,0,0,0,1,3,2,1,1,0,4,4,4,2,2,0,1
oti,oti Score,38,33,16,24,37,31,3,34,28,21,22,13,0,13,17,3,28,19
