,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
oti,Cmp-Att-Yd-TD-INT,19-32-127-1-2,18-30-176-2-0,13-19-202-1-0,12-21-110-0-1,22-38-189-2-1,25-40-215-1-1,22-38-266-1-2,29-41-206-1-2,18-23-175-2-0,20-32-246-2-0,18-25-278-2-1,18-37-212-2-0,23-31-220-0-2,26-37-271-3-2,23-34-252-2-3,19-31-193-1-1,18-28-178-1-0
oti,First Downs,16,16,16,16,20,18,23,20,19,24,19,12,16,24,18,23,18
oti,Fourth Down Conv.,1-2,0-0,0-0,1-1,1-1,1-2,1-2,1-1,0-0,0-0,1-1,0-1,1-1,0-0,0-0,1-2,1-2
oti,Fumbles-Lost,1-1,0-0,0-0,0-0,0-0,4-1,3-2,2-1,1-0,2-1,3-2,3-2,0-0,2-2,0-0,2-0,2-1
oti,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
oti,Net Pass Yards,104,164,190,102,189,200,258,185,157,236,237,210,220,269,242,178,167
oti,Opp Score,24,17,14,12,17,34,52,20,27,13,27,42,6,27,38,20,14
oti,Opp_Cmp-Att-Yd-TD-INT,14-29-93-0-0,19-28-192-1-1,26-34-260-2-2,14-22-96-0-0,16-27-95-1-1,21-33-323-2-0,15-19-94-4-0,20-33-240-2-1,14-18-164-1-0,17-31-295-1-1,20-33-247-2-2,25-30-206-3-1,19-32-168-0-0,29-38-298-2-4,7-11-131-1-1,15-22-174-2-0,16-26-245-1-0
oti,Opp_First Downs,11,20,18,13,16,18,17,24,23,11,12,29,17,25,19,18,14
oti,Opp_Fourth Down Conv.,2-2,0-1,0-1,1-3,1-1,0-0,0-0,0-1,1-1,0-2,0-0,1-1,0-3,0-0,1-1,0-0,2-3
oti,Opp_Fumbles-Lost,3-1,1-1,1-1,1-1,1-0,1-0,2-0,3-0,0-0,0-0,0-0,1-0,1-0,2-2,0-0,0-0,2-1
oti,Opp_Net Pass Yards,64,170,204,78,95,315,61,233,164,261,220,196,146,291,123,173,229
oti,Opp_Penalties-Yards,7-55,5-45,2-15,10-98,11-113,5-40,3-29,10-67,5-30,13-91,11-81,7-65,4-25,12-110,7-62,7-50,7-68
oti,Opp_Rush-Yds-TDs,22-84-0,28-130-1,11-33-0,30-106-1,28-146-1,20-74-2,24-164-2,39-167-0,39-145-2,19-33-0,17-40-0,45-267-3,28-126-0,26-83-2,50-335-4,33-122-0,32-85-0
oti,Opp_Sacked-Yards,2-29,4-22,8-56,2-18,0-0,1-8,4-33,1-7,0-0,5-34,4-27,2-10,2-22,1-7,1-8,2-1,2-16
oti,Opp_Third Down Conv.,2-13,5-12,3-9,2-12,4-11,3-10,3-9,7-16,4-10,6-15,3-13,9-14,8-16,5-8,8-15,8-13,5-15
oti,Opp_Time of Possession,25:06,29:57,27:32,25:08,30:32,27:14,24:23,38:44,30:59,27:29,25:31,40:13,31:44,31:29,33:01,29:20,29:59
oti,Opp_Total Yards,148,300,237,184,241,389,225,400,309,294,260,463,272,374,458,295,314
oti,Opp_Turnovers,1,2,3,1,1,0,0,1,0,1,2,1,0,6,1,0,1
oti,Penalties-Yards,8-50,7-70,10-75,8-69,5-40,8-52,8-60,8-58,9-68,3-35,6-35,12-93,5-39,14-113,4-35,5-34,6-48
oti,Rush-Yds-TDs,26-140-1,24-101-1,37-188-1,40-142-2,28-80-0,24-89-0,32-158-1,20-110-1,21-132-0,33-82-1,33-132-1,11-35-0,26-71-1,26-101-1,22-65-2,30-159-0,29-207-1
oti,Sacked-Yards,3-23,2-12,3-12,1-8,0-0,3-15,1-8,4-21,7-18,2-10,8-41,2-2,1-0,1-2,1-10,3-15,1-11
oti,Third Down Conv.,3-14,5-12,5-14,2-12,7-15,6-16,3-11,3-11,3-9,5-14,4-14,5-12,6-13,10-13,5-11,7-14,5-12
oti,Time of Possession,34:54,30:03,32:28,34:52,29:28,32:46,35:37,29:09,29:01,32:31,34:29,19:47,28:16,28:31,26:59,30:40,30:01
oti,Total Yards,244,265,378,244,269,289,416,295,289,318,369,245,291,370,307,337,374
oti,Turnovers,3,0,0,1,1,2,4,3,0,1,3,2,2,4,3,1,1
oti,oti Score,17,24,30,31,20,10,14,17,17,23,32,19,10,37,30,13,23
