,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
NYG,Cmp-Att-Yd-TD-INT,23-37-224-0-1,33-44-279-1-0,25-29-297-2-0,31-41-255-1-0,23-37-383-3-2,24-43-281-0-1,27-38-399-1-0,30-47-316-1-2,19-31-188-3-0,17-18-231-2-0,26-37-297-1-1,20-36-219-2-1,14-27-197-3-1,21-44-229-0-1,25-33-309-1-1,24-41-301-2-1
NYG,First Downs,15,17,21,22,18,17,21,18,17,19,18,18,19,15,22,20
NYG,Fourth Down Conv.,0-2,2-2,0-0,0-0,1-2,0-1,0-1,3-4,0-0,0-0,0-0,2-2,0-0,2-3,0-0,2-3
NYG,Fumbles-Lost,1-1,1-1,2-0,2-2,2-1,2-0,1-0,0-0,0-0,2-0,1-0,0-0,0-0,1-1,0-0,1-1
NYG,HomeTeam,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
NYG,NYG Score,15,13,27,18,31,13,20,13,27,38,22,30,40,0,27,35
NYG,Net Pass Yards,210,220,265,234,382,254,372,266,180,196,276,197,175,213,309,298
NYG,Opp Score,20,20,22,33,33,34,23,20,23,35,25,27,16,17,28,36
NYG,Opp_Cmp-Att-Yd-TD-INT,18-33-176-1-1,16-25-160-1-0,24-40-385-2-1,19-34-227-0-0,21-35-237-2-2,26-36-278-3-0,31-39-379-1-0,20-32-178-1-0,27-39-250-1-2,25-37-366-2-4,20-28-236-1-0,27-40-286-2-2,17-30-233-1-3,13-21-94-0-0,31-47-357-2-1,27-44-387-4-0
NYG,Opp_First Downs,17,16,21,25,21,23,22,20,24,31,19,23,12,22,27,23
NYG,Opp_Fourth Down Conv.,0-0,1-1,2-2,1-1,1-1,0-0,0-0,0-0,0-0,1-2,1-1,4-5,0-1,1-1,0-0,2-2
NYG,Opp_Fumbles-Lost,0-0,1-0,1-1,1-0,1-0,3-0,1-1,1-1,0-0,1-0,1-0,6-1,1-0,0-0,0-0,1-1
NYG,Opp_Net Pass Yards,168,160,368,219,232,271,356,178,250,359,214,258,204,86,353,368
NYG,Opp_Penalties-Yards,11-119,6-47,7-50,5-51,4-22,4-25,5-29,8-90,10-97,4-40,7-46,8-58,15-135,4-35,6-29,6-46
NYG,Opp_Rush-Yds-TDs,28-137-0,25-138-1,19-59-0,32-170-3,31-118-0,31-108-1,20-67-1,33-182-1,29-124-1,30-151-2,29-127-1,32-118-1,22-84-1,45-215-2,16-49-2,22-51-1
NYG,Opp_Sacked-Yards,1-8,0-0,3-17,1-8,1-5,1-7,3-23,0-0,0-0,1-7,3-22,5-28,5-29,1-8,1-4,4-19
NYG,Opp_Third Down Conv.,4-13,3-10,5-12,5-13,4-13,9-16,7-13,6-15,8-13,6-9,3-11,2-15,2-11,5-14,7-11,11-17
NYG,Opp_Time of Possession,29:31,27:48,24:30,31:00,35:27,32:30,32:17,33:38,34:14,32:07,32:38,33:58,29:51,35:21,28:19,30:52
NYG,Opp_Total Yards,305,298,427,389,350,379,423,360,374,510,341,376,288,301,402,419
NYG,Opp_Turnovers,1,0,2,0,2,0,1,1,2,4,0,3,3,0,1,1
NYG,Penalties-Yards,6-43,3-24,3-20,6-67,8-62,5-61,4-58,11-102,8-78,8-60,11-91,12-107,2-18,10-58,6-24,11-78
NYG,Rush-Yds-TDs,23-114-1,17-35-0,27-114-1,15-65-1,16-50-0,17-147-1,20-61-1,14-37-0,23-97-0,31-163-2,18-126-1,29-141-0,34-227-1,16-47-0,29-83-2,25-143-2
NYG,Sacked-Yards,2-14,6-59,4-32,3-21,1-1,4-27,4-27,7-50,1-8,4-35,2-21,3-22,2-22,3-16,0-0,1-3
NYG,Third Down Conv.,4-13,8-17,7-13,5-10,0-7,4-14,5-12,2-14,5-12,4-9,5-12,6-17,4-13,3-16,7-12,7-15
NYG,Time of Possession,30:29,32:12,35:30,29:00,24:33,27:30,27:43,26:22,25:46,27:53,27:22,33:13,30:09,24:39,31:41,29:08
NYG,Total Yards,324,255,379,299,432,401,433,303,277,359,402,338,402,260,392,441
NYG,Turnovers,2,1,0,2,3,1,0,2,0,0,1,1,1,2,1,2
