,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
0,Attendance,"90,353","74,569","55,070","74,149","75,041","65,878","73,577","58,509","76,107","78,523","61,581","75,950","69,796","72,894","66,083","75,029"
0,Duration,3:03,3:11,3:20,2:52,3:03,3:02,3:03,3:02,3:14,3:11,3:02,2:56,3:20,3:11,3:36,3:14
0,Over/Under,44.0 (over),44.5 (under),48.0 (over),48.0 (under),44.0 (under),43.0 (over),49.5 (under),49.0 (over),48.5 (over),43.0 (over),41.0 (under),43.5 (over),45.5 (under),47.0 (over),42.0 (over),44.0 (over)
0,Roof,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,fieldturf,fieldturf,grass,fieldturf,fieldturf,fieldturf,fieldturf,fieldturf,fieldturf,fieldturf,grass,fieldturf,grass,fieldturf,grass,fieldturf
0,Vegas Line,Dallas Cowboys -7.0,Buffalo Bills -1.0,Tampa Bay Buccaneers -5.0,New York Giants -3.0,Minnesota Vikings -5.5,New England Patriots -16.5,New York Giants -3.5,Detroit Lions -6.5,Dallas Cowboys -6.5,New York Giants -3.0,Chicago Bears -6.0,Green Bay Packers -6.5,Philadelphia Eagles -9.5,New York Giants -3.5,New York Giants -1.0,Philadelphia Eagles -4.0
0,Weather,,"79 degrees, relative humidity 48%, wind 5 mph","88 degrees, relative humidity 46%, wind 11 mph","77 degrees, relative humidity 42%, wind 11 mph","66 degrees, relative humidity 73%, wind 10 mph","54 degrees, relative humidity 61%, wind 13 mph","56 degrees, relative humidity 78%, wind 3 mph",,"51 degrees, relative humidity 58%, wind 10 mph","48 degrees, relative humidity 50%, wind 8 mph","48 degrees, relative humidity 59%, wind 12 mph","32 degrees, relative humidity 86%, wind 10 mph","53 degrees, relative humidity 87%, wind 11 mph","48 degrees, relative humidity 42%, wind 19 mph","44 degrees, relative humidity 52%, wind 6 mph","42 degrees, relative humidity 69%, wind 5 mph"
0,Won OT Toss,,,,,,,,,,,,,Eagles,,Giants,
0,Won Toss,Giants (deferred),Bills (deferred),Giants (deferred),Giants (deferred),Giants (deferred),Giants (deferred),Giants (deferred),Lions (deferred),Giants (deferred),Jets,Bears (deferred),Packers (deferred),Giants (deferred),Giants (deferred),Redskins (deferred),Giants (deferred)
