,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
NYG,Cmp-Att-Yd-TD-INT,22-37-267-1-0,22-32-249-1-0,24-35-266-0-0,28-40-402-2-1,21-39-294-1-2,29-51-242-0-3,24-34-219-1-0,23-33-241-2-1,15-20-110-1-0,23-39-167-1-2,19-30-202-1-0,23-44-187-0-1,17-37-191-2-1,19-36-181-0-3,23-44-118-1-2,4-11-24-0-2,15-31-103-1-2
NYG,First Downs,19,21,21,21,20,21,21,18,16,15,17,16,20,15,15,13,10
NYG,Fourth Down Conv.,1-3,0-0,0-0,0-0,2-3,2-4,0-1,1-2,0-0,1-3,1-1,1-1,0-2,1-3,1-2,0-1,2-4
NYG,Fumbles-Lost,1-1,0-0,3-1,2-0,1-0,2-1,1-0,2-0,1-1,1-1,1-0,0-0,1-1,1-1,1-0,4-2,1-1
NYG,HomeTeam,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True
NYG,NYG Score,13,29,14,27,20,11,25,17,23,10,13,9,21,6,10,3,7
NYG,Net Pass Yards,254,228,246,402,294,201,199,228,98,149,194,159,181,178,108,-6,83
NYG,Opp Score,27,30,17,21,44,38,3,20,16,30,7,20,37,21,34,29,22
NYG,Opp_Cmp-Att-Yd-TD-INT,28-36-264-2-0,34-46-336-2-1,27-36-243-2-0,19-26-235-1-1,23-33-324-3-1,22-30-251-4-2,19-39-145-0-1,29-48-275-1-1,30-46-296-1-2,32-48-318-2-1,14-31-129-0-3,30-41-244-2-0,23-31-275-3-0,28-37-217-1-0,17-29-199-2-0,18-36-173-1-2,9-18-120-0-0
NYG,Opp_First Downs,24,25,18,21,26,22,11,29,24,28,19,19,26,23,17,17,16
NYG,Opp_Fourth Down Conv.,3-3,2-2,0-0,0-1,1-2,2-2,2-4,0-0,1-1,1-1,0-2,0-0,0-0,0-0,0-1,2-3,1-1
NYG,Opp_Fumbles-Lost,1-1,0-0,1-1,0-0,2-1,1-0,0-0,2-1,2-1,0-0,1-1,0-0,0-0,3-1,2-0,0-0,2-0
NYG,Opp_Net Pass Yards,255,320,227,235,314,234,117,261,286,308,124,229,271,203,194,162,99
NYG,Opp_Penalties-Yards,5-51,9-80,4-28,5-35,8-58,7-50,7-37,12-103,6-65,6-39,4-26,3-15,6-39,6-45,11-79,5-35,3-29
NYG,Opp_Rush-Yds-TDs,28-165-1,22-87-1,20-69-0,39-170-2,39-201-1,34-131-1,17-56-0,27-107-1,20-117-0,27-94-1,33-208-1,25-68-0,37-152-1,30-125-1,30-130-1,27-87-2,37-226-1
NYG,Opp_Sacked-Yards,2-9,1-16,3-16,0-0,2-10,2-17,6-28,2-14,1-10,1-10,1-5,2-15,2-4,3-14,1-5,2-11,3-21
NYG,Opp_Third Down Conv.,7-15,4-13,5-13,8-13,8-14,2-11,2-15,5-12,4-12,6-13,4-11,6-15,7-13,8-14,5-13,6-16,3-13
NYG,Opp_Time of Possession,35:08,28:16,28:09,37:31,32:12,32:22,25:25,34:38,29:49,35:39,27:58,30:40,34:20,33:23,29:08,30:08,32:17
NYG,Opp_Total Yards,420,407,296,405,515,365,173,368,403,402,332,297,423,328,324,249,325
NYG,Opp_Turnovers,1,1,1,1,2,2,1,2,3,1,4,0,0,1,0,2,0
NYG,Penalties-Yards,4-48,11-81,8-53,3-25,5-48,5-27,8-60,10-88,4-35,4-30,2-15,3-23,3-20,6-34,6-40,3-26,3-21
NYG,Rush-Yds-TDs,20-60-1,28-163-1,27-100-1,20-83-1,25-73-1,18-60-1,31-103-1,20-72-0,31-149-0,13-66-0,27-70-0,17-91-0,26-135-1,24-124-0,27-84-0,40-161-0,25-94-0
NYG,Sacked-Yards,2-13,4-21,2-20,0-0,0-0,4-41,2-20,3-13,3-12,2-18,1-8,3-28,2-10,1-3,2-10,4-30,3-20
NYG,Third Down Conv.,6-12,4-12,7-14,4-11,4-13,4-15,7-16,4-12,6-12,1-9,3-12,6-16,7-14,6-14,8-20,1-11,6-17
NYG,Time of Possession,24:52,31:44,31:51,27:35,27:48,27:38,34:35,25:22,30:11,24:21,32:02,29:20,25:40,26:37,30:52,29:52,27:43
NYG,Total Yards,314,391,346,485,367,261,302,300,247,215,264,250,316,302,192,155,177
NYG,Turnovers,1,0,1,1,2,4,0,1,1,3,0,1,2,4,2,4,3
