,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
NYG,Cmp-Att-Yd-TD-INT,33-48-323-1-0,26-45-250-1-2,23-36-336-2-0,23-31-225-1-2,21-38-182-1-1,15-31-161-1-3,22-35-223-1-1,28-41-322-4-0,26-41-210-1-1,26-40-308-4-0,21-36-150-2-0,20-37-240-1-3,15-30-203-2-0,21-29-284-2-3,28-42-352-5-0,28-47-301-1-1
NYG,First Downs,25,21,17,24,18,10,21,24,20,15,14,20,11,24,28,19
NYG,Fourth Down Conv.,1-3,1-2,1-1,1-1,0-3,0-1,1-3,0-2,1-1,1-2,2-4,3-4,0-0,0-0,0-0,2-4
NYG,Fumbles-Lost,3-2,1-0,3-2,4-2,0-0,1-1,3-2,2-1,2-2,4-2,1-1,1-0,2-0,0-0,1-0,3-1
NYG,HomeTeam,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
NYG,NYG Score,17,14,32,24,10,14,21,26,18,27,14,13,17,36,41,17
NYG,Net Pass Yards,319,241,312,225,147,161,156,290,171,258,134,240,182,274,346,275
NYG,Opp Score,35,28,31,3,28,35,27,31,37,34,19,31,23,20,35,34
NYG,Opp_Cmp-Att-Yd-TD-INT,25-32-405-4-0,19-30-253-1-0,23-37-380-3-1,15-28-144-0-4,22-27-306-2-0,31-41-334-0-1,14-21-104-0-0,25-32-342-3-1,22-35-257-3-1,19-30-230-1-0,25-41-278-1-2,21-33-243-4-0,33-50-325-2-0,23-41-279-2-0,29-38-302-3-0,23-40-289-1-0
NYG,Opp_First Downs,23,24,24,8,22,27,18,17,24,18,20,19,27,22,25,25
NYG,Opp_Fourth Down Conv.,0-0,0-0,1-1,0-0,1-1,0-2,1-1,0-0,0-0,1-1,0-0,1-1,1-2,1-3,0-0,1-2
NYG,Opp_Fumbles-Lost,0-0,0-0,0-0,0-0,3-1,2-1,0-0,1-1,2-1,0-0,0-0,2-0,2-1,1-1,0-0,1-0
NYG,Opp_Net Pass Yards,405,237,355,121,279,313,89,316,257,218,270,243,300,262,281,279
NYG,Opp_Penalties-Yards,6-47,9-65,4-30,12-58,12-112,3-20,10-85,7-75,10-104,7-54,6-40,7-54,4-30,7-42,6-51,7-55
NYG,Opp_Rush-Yds-TDs,30-89-1,34-151-3,32-144-0,17-55-0,34-211-0,34-114-3,38-156-3,25-59-0,30-172-0,29-76-2,26-65-1,26-79-0,32-118-1,25-122-0,26-80-2,31-121-3
NYG,Opp_Sacked-Yards,0-0,3-16,4-25,3-23,3-27,3-21,2-15,4-26,0-0,2-12,2-8,0-0,3-25,3-17,3-21,1-10
NYG,Opp_Third Down Conv.,6-10,5-13,4-14,2-11,5-11,6-13,7-15,8-14,4-11,4-13,4-15,7-13,9-21,3-13,8-14,4-15
NYG,Opp_Time of Possession,32:18,32:38,33:12,23:51,32:40,39:36,29:59,29:13,28:04,30:44,33:11,28:43,42:51,28:53,33:48,31:25
NYG,Opp_Total Yards,494,388,499,176,490,427,245,375,429,294,335,322,418,384,361,400
NYG,Opp_Turnovers,0,0,1,4,1,2,0,2,2,0,2,0,1,1,0,0
NYG,Penalties-Yards,8-70,7-40,6-59,5-45,5-45,5-40,6-75,5-44,8-71,6-62,6-35,4-31,7-54,4-32,4-33,4-48
NYG,Rush-Yds-TDs,17-151-1,20-129-1,19-72-2,37-164-1,20-64-0,16-52-0,22-107-1,24-80-0,22-100-0,17-23-0,21-109-0,27-95-0,20-73-0,33-138-3,26-206-1,21-122-1
NYG,Sacked-Yards,1-4,1-9,5-24,0-0,4-35,1-0,8-67,3-32,5-39,6-50,1-16,0-0,2-21,1-10,1-6,4-26
NYG,Third Down Conv.,2-11,3-12,6-13,8-13,8-16,2-10,4-12,7-12,5-16,8-18,1-12,5-14,2-12,5-11,8-14,5-16
NYG,Time of Possession,27:42,27:22,26:48,36:09,27:20,20:24,30:01,30:47,31:56,29:16,26:49,31:17,21:59,31:07,31:57,28:35
NYG,Total Yards,470,370,384,389,211,213,263,370,271,281,243,335,255,412,552,397
NYG,Turnovers,2,2,2,4,1,4,3,1,3,2,1,3,0,3,0,2
