,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
min,Cmp-Att-Yd-TD-INT,27-37-291-1-0,20-38-167-0-0,28-40-328-2-3,19-31-209-0-0,22-32-176-1-0,20-37-175-1-3,27-39-186-1-0,27-43-288-2-1,21-29-304-4-2,23-37-225-0-0,21-30-282-2-0,25-30-227-2-0,27-44-280-2-2,14-28-132-0-2,14-25-139-1-0,20-37-178-0-0,25-41-294-3-2,28-48-271-1-2
min,First Downs,19,14,20,19,17,14,16,26,21,15,28,22,21,8,15,12,23,22
min,Fourth Down Conv.,0-0,0-3,0-0,0-0,0-0,2-3,1-1,0-0,0-0,0-1,0-0,0-0,0-1,1-3,0-0,0-2,1-1,0-2
min,Fumbles-Lost,0-0,1-1,2-0,1-0,1-0,2-0,3-0,1-0,0-0,1-1,0-0,0-0,2-1,1-0,0-0,0-0,1-0,1-1
min,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
min,Net Pass Yards,284,146,316,154,141,155,144,287,304,209,272,207,256,115,124,171,278,263
min,Opp Score,29,26,34,7,17,23,24,16,30,24,23,9,31,34,0,23,29,38
min,Opp_Cmp-Att-Yd-TD-INT,27-32-346-3-0,23-35-243-2-0,25-33-369-3-0,16-30-219-0-0,13-26-166-2-1,24-38-239-1-1,20-31-188-0-1,18-34-179-0-0,26-45-327-1-1,27-38-280-1-0,20-35-250-2-1,16-29-173-0-0,13-25-137-1-1,20-25-236-2-1,17-40-130-0-2,21-29-189-1-0,25-40-318-1-1,26-33-352-3-0
min,Opp_First Downs,23,22,25,15,16,24,17,16,24,27,17,15,15,18,12,21,24,27
min,Opp_Fourth Down Conv.,0-0,0-0,0-0,0-1,1-1,0-1,0-0,0-1,3-5,1-1,0-1,1-1,0-0,0-0,0-4,0-0,0-0,0-0
min,Opp_Fumbles-Lost,1-0,0-0,0-0,3-3,1-1,2-1,0-0,2-2,1-0,0-0,2-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
min,Opp_Net Pass Yards,341,233,369,197,159,239,188,161,313,280,236,173,129,222,126,180,308,346
min,Opp_Penalties-Yards,5-50,10-72,5-53,2-10,8-55,7-65,4-47,5-74,2-15,7-65,8-54,7-55,6-48,11-93,6-79,12-103,4-30,4-55
min,Opp_Rush-Yds-TDs,30-129-0,32-102-0,37-125-1,22-87-1,29-115-0,32-112-1,33-169-1,22-115-2,27-81-2,35-171-2,15-53-0,22-102-0,36-216-3,34-124-1,24-113-0,36-147-2,29-95-2,30-110-1
min,Opp_Sacked-Yards,1-5,2-10,0-0,2-22,1-7,0-0,0-0,3-18,1-14,0-0,3-14,0-0,2-8,2-14,1-4,2-9,2-10,1-6
min,Opp_Third Down Conv.,9-14,3-13,7-13,3-10,3-12,4-12,7-15,4-13,5-14,7-14,3-11,1-10,5-15,4-12,4-15,5-13,10-17,10-14
min,Opp_Time of Possession,31:16,34:22,37:46,23:33,28:36,32:09,32:01,22:08,31:06,37:22,25:03,25:58,31:18,35:52,28:23,35:55,33:17,34:04
min,Opp_Total Yards,470,335,494,284,274,351,357,276,394,451,289,275,345,346,239,327,403,456
min,Opp_Turnovers,0,0,0,3,2,2,1,2,1,0,2,0,1,1,2,0,1,0
min,Penalties-Yards,6-52,11-131,7-37,6-60,9-69,8-92,3-15,5-58,3-40,8-60,9-74,6-51,2-30,5-44,2-10,10-116,7-97,2-19
min,Rush-Yds-TDs,21-60-0,20-91-1,9-26-0,31-97-1,31-159-1,24-72-0,20-64-0,34-88-1,31-102-1,17-45-1,41-136-2,31-105-0,21-100-0,20-46-1,33-112-0,15-30-0,24-80-0,18-70-0
min,Sacked-Yards,1-7,2-21,2-12,6-55,4-35,4-20,5-42,1-1,0-0,2-16,2-10,2-20,6-24,3-17,3-15,1-7,2-16,1-8
min,Third Down Conv.,4-11,5-15,1-6,3-13,6-15,4-17,6-16,6-16,8-12,3-11,6-13,6-12,7-15,1-13,4-15,1-12,2-9,6-13
min,Time of Possession,28:44,25:38,22:14,36:27,31:24,27:51,27:59,37:52,28:54,22:38,34:57,34:02,28:42,24:08,31:37,24:05,26:43,25:56
min,Total Yards,344,237,342,251,300,227,208,375,406,254,408,312,356,161,236,201,358,333
min,Turnovers,0,1,3,0,0,3,0,1,2,1,0,0,3,2,0,0,2,3
min,min Score,19,9,17,14,20,10,16,33,38,7,30,14,24,7,16,10,24,7
