,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
min,Cmp-Att-Yd-TD-INT,19-24-208-2-1,28-36-319-1-1,28-44-307-1-2,20-28-275-3-1,29-54-244-2-3,22-25-280-2-0,18-25-240-2-0,16-27-179-0-1,24-38-241-0-3,20-32-246-2-0,23-35-344-2-0,31-45-260-1-2,23-37-344-0-2,19-32-196-1-0,22-35-246-3-0,19-30-185-1-0,18-41-166-0-0,25-40-245-1-1
min,First Downs,17,24,17,22,17,19,17,13,28,24,22,25,25,16,19,17,14,20
min,Fourth Down Conv.,1-1,1-3,2-4,0-1,0-1,0-1,0-0,1-2,1-1,0-0,0-1,0-1,1-3,1-3,1-1,0-1,0-3,1-4
min,Fumbles-Lost,1-1,3-1,0-0,2-2,1-0,3-1,0-0,1-1,0-0,2-1,1-1,1-0,1-1,1-1,1-0,2-1,0-0,2-1
min,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
min,Net Pass Yards,201,294,258,254,218,247,212,159,233,236,328,252,338,171,217,167,142,163
min,Opp Score,6,23,34,29,23,29,30,21,7,13,27,23,42,30,24,27,31,27
min,Opp_Cmp-Att-Yd-TD-INT,22-42-186-0-2,17-26-268-2-1,17-28-181-4-0,32-54-389-4-3,15-32-203-0-1,22-27-259-1-1,25-34-279-4-1,29-35-312-3-2,14-22-111-0-2,17-31-295-1-1,32-48-340-2-0,21-31-235-2-0,22-28-347-5-0,24-40-231-1-1,31-43-314-3-2,33-43-377-3-1,27-33-231-1-2,19-27-209-2-0
min,Opp_First Downs,14,17,19,24,17,16,26,29,10,11,20,19,23,24,23,26,24,16
min,Opp_Fourth Down Conv.,1-3,0-0,1-1,0-2,0-1,0-0,1-1,1-1,0-0,0-2,2-3,1-1,0-0,0-1,1-1,0-0,2-4,0-0
min,Opp_Fumbles-Lost,1-0,3-1,1-0,1-1,2-1,0-0,0-0,1-1,1-1,0-0,2-1,2-1,0-0,0-0,0-0,1-0,0-0,0-0
min,Opp_Net Pass Yards,166,257,156,379,171,244,279,282,87,261,320,205,318,215,302,372,216,202
min,Opp_Penalties-Yards,9-95,7-53,5-30,8-68,11-80,8-59,6-40,3-41,3-25,13-91,7-80,3-56,6-35,10-56,11-77,7-47,8-49,10-95
min,Opp_Rush-Yds-TDs,21-74-0,24-146-0,28-118-0,19-86-0,30-82-1,21-139-1,32-107-0,32-133-0,18-56-1,19-33-0,22-78-1,15-68-0,24-115-1,29-114-2,15-59-0,26-69-0,31-178-3,22-90-0
min,Opp_Sacked-Yards,5-20,4-11,4-25,1-10,4-32,4-15,0-0,4-30,3-24,5-34,3-20,5-30,4-29,2-16,2-12,1-5,2-15,2-7
min,Opp_Third Down Conv.,7-18,7-12,6-13,4-12,4-13,4-10,4-10,6-12,5-11,6-15,6-17,1-8,8-12,7-14,2-10,6-12,5-12,2-10
min,Opp_Time of Possession,32:26,25:12,29:18,27:45,30:37,30:57,33:37,36:54,17:41,27:29,34:24,24:11,28:25,29:54,29:19,35:30,36:12,27:42
min,Opp_Total Yards,240,403,274,465,253,383,386,415,143,294,398,273,433,329,361,441,394,292
min,Opp_Turnovers,2,2,0,4,2,1,1,3,3,1,1,1,0,1,2,1,2,0
min,Penalties-Yards,7-63,4-30,11-88,7-55,8-76,8-49,9-50,7-50,6-40,3-35,5-45,10-96,12-127,9-93,7-70,7-51,6-30,2-20
min,Rush-Yds-TDs,26-111-1,25-102-1,14-38-0,34-120-1,14-36-0,27-144-2,22-64-0,19-68-0,43-169-0,33-82-1,27-124-1,31-154-0,32-158-2,29-113-0,24-81-0,24-104-2,19-120-0,22-106-0
min,Sacked-Yards,1-7,6-25,5-49,2-21,3-26,4-33,3-28,3-20,1-8,2-10,3-16,1-8,1-6,2-25,3-29,3-18,2-24,9-82
min,Third Down Conv.,3-10,2-10,4-14,4-11,5-17,4-10,2-7,3-11,5-14,5-14,6-13,5-13,7-13,1-12,3-12,8-14,3-13,6-17
min,Time of Possession,27:34,34:48,30:42,32:15,29:23,29:03,26:23,23:06,42:19,32:31,33:26,35:49,31:35,30:06,30:41,24:30,23:48,32:18
min,Total Yards,312,396,296,374,254,391,276,227,402,318,452,406,496,284,298,271,262,269
min,Turnovers,2,2,2,3,3,1,0,2,3,1,1,2,3,1,0,1,0,2
min,min Score,28,17,7,31,17,31,20,13,12,23,30,22,21,12,27,25,9,9
