,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
min,Cmp-Att-Yd-TD-INT,32-44-364-4-0,11-26-113-0-3,23-37-321-0-1,16-22-260-1-0,27-39-249-2-1,30-40-371-4-0,11-14-160-1-0,31-45-305-2-3,25-36-292-2-1,22-32-203-3-1,19-36-267-1-1,28-42-280-1-2,24-37-225-1-0,15-21-202-1-1,27-41-291-3-0,28-40-405-3-0
min,First Downs,31,12,23,24,31,24,20,30,19,24,21,20,27,23,25,31
min,Fourth Down Conv.,1-2,0-0,1-1,1-1,2-3,3-3,1-1,0-0,0-0,2-3,1-1,0-0,4-5,0-0,1-2,2-2
min,Fumbles-Lost,1-0,0-0,2-0,0-0,3-1,2-1,0-0,1-0,2-1,0-0,0-0,2-2,2-1,0-0,2-0,2-0
min,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
min,Net Pass Yards,364,95,310,248,248,363,151,292,286,196,267,266,173,198,274,383
min,Opp Score,34,28,30,23,27,23,22,34,13,28,28,27,26,27,52,35
min,Opp_Cmp-Att-Yd-TD-INT,19-25-259-2-1,19-25-214-1-1,16-27-251-3-2,20-33-300-2-0,20-32-217-3-1,24-36-343-3-3,27-41-291-3-0,13-20-220-3-0,16-31-124-0-1,22-30-314-3-0,34-45-307-3-0,28-43-305-3-1,15-23-196-2-0,24-35-271-2-1,21-28-319-0-2,20-31-293-3-1
min,Opp_First Downs,25,24,22,20,18,19,24,22,10,24,26,30,17,26,36,21
min,Opp_Fourth Down Conv.,0-1,1-1,0-1,1-2,2-2,1-2,3-5,0-1,0-2,0-1,1-1,0-0,0-0,0-2,1-1,1-1
min,Opp_Fumbles-Lost,0-0,1-0,2-1,3-1,0-0,0-0,1-1,0-0,3-1,3-2,3-3,2-1,0-0,1-0,0-0,1-1
min,Opp_Net Pass Yards,248,203,238,290,190,333,291,212,108,305,291,275,196,249,319,288
min,Opp_Penalties-Yards,5-20,9-93,3-20,2-15,3-25,3-30,9-85,9-69,1-5,8-80,8-52,6-41,5-34,1-5,4-38,7-51
min,Opp_Rush-Yds-TDs,22-134-2,40-151-1,33-226-1,26-96-0,16-124-1,13-32-0,24-109-0,34-275-2,17-41-0,29-125-1,24-96-0,38-145-0,26-107-1,28-158-1,45-264-7,22-129-2
min,Opp_Sacked-Yards,2-11,2-11,2-13,3-10,4-27,1-10,1-0,1-8,2-16,2-9,2-16,4-30,0-0,3-22,0-0,1-5
min,Opp_Third Down Conv.,3-6,3-11,4-10,3-12,0-7,3-10,5-11,4-10,2-11,6-10,6-13,7-16,5-11,4-11,5-9,5-10
min,Opp_Time of Possession,18:44,38:25,28:28,23:29,20:32,19:53,32:12,27:11,24:10,31:49,31:13,37:33,20:57,27:01,36:47,24:47
min,Opp_Total Yards,382,354,464,386,314,365,400,487,149,430,387,420,303,407,583,417
min,Opp_Turnovers,1,1,3,1,1,3,1,0,2,2,3,2,0,1,2,2
min,Penalties-Yards,6-63,6-45,4-45,4-36,6-55,5-25,7-36,3-37,4-35,4-30,7-58,10-83,5-71,4-36,3-20,4-35
min,Rush-Yds-TDs,32-158-1,18-80-1,34-134-2,40-162-3,41-201-1,37-99-0,34-173-3,27-129-0,33-99-0,31-180-1,28-107-0,25-124-1,33-162-1,42-199-2,17-90-2,31-125-2
min,Sacked-Yards,0-0,3-18,2-11,3-12,3-1,2-8,1-9,2-13,1-6,1-7,0-0,2-14,6-52,1-4,2-17,3-22
min,Third Down Conv.,6-11,2-9,3-13,5-12,6-14,9-17,4-8,6-12,8-15,5-11,6-14,4-13,5-15,6-12,3-9,4-13
min,Time of Possession,41:16,21:35,31:32,36:31,39:28,40:07,27:48,32:49,35:50,28:11,28:47,30:38,39:03,32:59,23:13,35:13
min,Total Yards,522,175,444,410,449,462,324,421,385,376,374,390,335,397,364,508
min,Turnovers,0,3,1,0,2,1,0,3,2,1,1,4,1,1,0,0
min,min Score,43,11,31,31,26,40,28,20,19,31,27,24,14,33,33,37
