,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
min,Cmp-Att-Yd-TD-INT,37-50-362-2-0,22-32-244-3-0,23-32-298-1-0,15-33-155-0-0,21-35-203-0-1,33-48-373-3-0,25-41-360-2-1,17-28-187-2-0,25-37-294-2-0,23-33-385-4-0,21-33-262-2-1,30-41-340-2-0,28-40-308-3-1,12-24-87-2-1,21-37-197-1-3,24-39-194-1-0,33-48-325-1-2
min,First Downs,24,22,21,20,22,26,23,13,24,21,17,26,22,13,22,11,24
min,Fourth Down Conv.,2-2,0-0,0-1,0-1,0-1,0-0,0-0,2-2,2-2,0-0,1-3,0-1,2-2,0-1,1-1,1-4,1-6
min,Fumbles-Lost,1-1,2-0,0-0,0-0,1-1,4-1,2-1,0-0,1-1,1-0,2-1,1-1,1-0,1-0,1-0,0-0,0-0
min,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
min,Net Pass Yards,336,242,283,143,180,373,341,187,278,372,256,326,269,61,197,179,266
min,Opp Score,27,34,30,7,19,28,16,34,20,34,34,29,36,9,23,37,31
min,Opp_Cmp-Att-Yd-TD-INT,20-27-261-2-0,29-36-400-3-2,30-38-323-3-0,20-38-203-1-1,25-34-275-1-1,17-41-207-1-1,23-36-184-1-0,27-41-266-3-2,20-34-195-1-1,24-35-341-3-0,17-26-230-1-1,25-41-296-3-1,14-31-216-2-2,26-39-285-1-0,27-38-315-1-1,31-42-307-2-0,14-22-250-3-0
min,Opp_First Downs,20,21,28,16,18,20,17,36,20,25,23,23,22,24,19,29,11
min,Opp_Fourth Down Conv.,2-3,1-1,0-0,1-3,0-0,2-2,1-2,3-3,0-0,0-0,0-0,1-3,1-1,2-5,1-1,0-1,0-0
min,Opp_Fumbles-Lost,0-0,1-0,1-0,0-0,1-1,2-2,1-0,0-0,0-0,2-0,0-0,2-1,0-0,4-3,3-0,0-0,1-0
min,Opp_Net Pass Yards,217,371,313,190,264,188,177,253,171,318,215,272,216,255,295,307,227
min,Opp_Penalties-Yards,3-15,5-40,4-40,7-42,7-74,6-28,7-57,8-61,7-52,3-25,5-57,3-11,11-102,9-91,2-20,1-5,4-47
min,Opp_Rush-Yds-TDs,36-149-1,21-103-1,34-140-0,23-65-0,28-120-0,23-118-1,24-101-0,45-247-1,19-82-1,29-90-1,39-208-3,27-100-0,36-242-2,28-115-0,22-66-1,32-174-2,22-104-0
min,Opp_Sacked-Yards,5-44,3-29,1-10,2-13,2-11,4-19,1-7,3-13,2-24,2-23,2-15,3-24,0-0,3-30,3-20,0-0,3-23
min,Opp_Third Down Conv.,3-14,3-9,9-14,5-16,5-13,2-12,1-13,6-15,5-12,9-13,5-12,2-11,5-14,2-12,2-12,7-13,7-13
min,Opp_Time of Possession,34:51,31:52,35:53,24:28,32:06,26:34,27:28,46:04,23:50,31:01,37:07,26:56,30:28,29:15,30:00,38:33,23:13
min,Opp_Total Yards,366,474,453,255,384,306,278,500,253,408,423,372,458,370,361,481,331
min,Opp_Turnovers,0,2,0,1,2,3,0,2,1,0,1,2,2,3,1,0,0
min,Penalties-Yards,12-116,3-16,4-35,7-73,3-30,11-98,11-96,8-107,10-118,8-92,5-38,7-66,10-85,7-54,1-5,3-23,2-10
min,Rush-Yds-TDs,22-67-1,27-177-0,18-106-1,38-184-1,24-108-1,36-198-1,24-78-0,24-131-1,33-103-1,19-95-0,18-67-1,27-100-1,24-106-1,33-132-0,33-159-1,11-27-0,25-90-0
min,Sacked-Yards,3-26,1-2,2-15,3-12,4-23,0-0,3-19,0-0,2-16,2-13,1-6,3-14,5-39,4-26,0-0,2-15,7-59
min,Third Down Conv.,6-16,2-10,3-8,7-18,3-11,7-16,7-14,5-14,5-14,7-11,2-8,6-13,4-13,5-17,7-14,2-12,5-15
min,Time of Possession,35:09,28:08,24:07,35:32,27:54,37:38,32:32,23:40,36:10,28:59,22:53,33:04,29:32,30:45,30:00,21:27,36:47
min,Total Yards,403,419,389,327,288,571,419,318,381,467,323,426,375,193,356,206,356
min,Turnovers,1,0,0,0,2,1,2,0,1,0,2,1,1,1,3,0,2
min,min Score,24,33,17,14,17,34,20,31,27,31,26,27,28,17,30,10,17
