,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
min,Cmp-Att-Yd-TD-INT,26-39-260-0-1,27-46-221-1-3,25-41-277-1-1,26-39-286-1-1,15-21-208-1-0,20-30-175-2-0,31-44-326-3-2,23-41-262-2-1,30-50-357-1-2,26-30-307-2-0,28-39-382-2-0,31-58-369-0-2,31-41-425-2-0,19-33-182-1-0,30-42-334-1-1,22-35-262-2-3,28-33-341-1-1,24-35-301-2-0
min,First Downs,21,20,23,23,14,11,25,17,24,23,17,23,23,20,23,18,28,28
min,Fourth Down Conv.,0-2,0-0,4-6,1-1,1-1,0-0,0-1,0-0,3-5,0-0,0-1,2-5,1-2,0-1,1-1,1-2,0-0,2-2
min,Fumbles-Lost,1-1,1-0,0-0,0-0,3-1,1-0,2-1,0-0,2-0,1-0,1-0,0-0,2-2,3-1,2-1,3-1,2-1,1-0
min,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
min,Net Pass Yards,227,202,277,263,193,156,297,245,334,307,364,366,394,170,319,244,341,289
min,Opp Score,23,24,28,25,29,16,34,17,30,3,33,27,34,39,27,41,13,24
min,Opp_Cmp-Att-Yd-TD-INT,23-32-277-2-0,26-31-333-1-1,24-41-260-2-0,20-28-236-1-0,33-42-319-1-1,30-47-418-2-2,24-36-232-2-0,15-28-149-2-1,29-43-330-1-2,17-30-159-0-0,31-38-310-3-1,21-35-173-1-0,27-39-330-3-0,34-55-460-4-2,34-48-299-3-0,17-27-168-1-0,13-27-147-1-2,32-40-271-2-0
min,Opp_First Downs,19,25,30,19,29,23,25,18,29,16,23,21,23,32,23,20,13,21
min,Opp_Fourth Down Conv.,1-1,0-0,1-2,1-1,0-0,1-2,0-1,0-1,0-1,0-0,0-0,1-1,1-2,0-3,0-1,0-1,0-3,1-2
min,Opp_Fumbles-Lost,0-0,1-0,2-1,2-2,1-0,2-1,1-1,0-0,2-2,2-1,0-0,0-0,0-0,1-1,0-0,0-0,0-0,1-0
min,Opp_Net Pass Yards,269,323,250,227,312,385,208,126,311,110,301,159,330,426,270,152,141,271
min,Opp_Penalties-Yards,3-20,8-60,3-15,10-102,7-70,10-97,10-86,3-26,7-64,7-59,3-20,3-44,7-51,9-74,2-14,3-30,2-20,3-12
min,Opp_Rush-Yds-TDs,28-126-0,34-163-2,25-123-2,27-111-2,31-117-3,20-73-0,29-173-3,30-137-0,27-175-2,17-73-0,27-57-0,29-128-2,30-134-1,24-92-1,19-83-0,33-163-2,22-118-1,16-61-1
min,Opp_Sacked-Yards,1-8,3-10,1-10,2-9,1-7,6-33,3-24,3-23,2-19,7-49,1-9,2-14,0-0,7-34,4-29,1-16,1-6,0-0
min,Opp_Third Down Conv.,4-13,7-13,2-9,4-10,12-15,4-14,6-13,3-10,7-13,1-11,8-15,9-18,7-15,5-15,6-13,7-12,2-9,4-10
min,Opp_Time of Possession,31:23,36:14,25:56,27:47,36:44,35:29,29:27,30:47,33:46,22:36,36:17,28:22,31:54,33:20,30:47,34:04,23:24,26:24
min,Opp_Total Yards,395,486,373,338,429,458,381,263,486,183,358,287,464,518,353,315,259,332
min,Opp_Turnovers,0,1,1,2,1,3,1,1,4,1,1,0,0,3,0,0,2,0
min,Penalties-Yards,2-10,5-25,7-59,5-35,6-40,2-20,10-67,5-42,7-64,6-39,6-55,6-40,3-25,11-103,7-63,6-35,8-36,5-45
min,Rush-Yds-TDs,18-111-1,11-62-0,35-139-2,25-81-1,24-78-1,17-78-1,22-78-0,22-56-0,25-147-2,40-151-2,13-45-0,24-120-1,17-22-1,43-171-0,21-126-1,20-102-0,38-141-2,30-142-2
min,Sacked-Yards,4-33,2-19,0-0,3-23,2-15,3-19,4-29,2-17,4-23,0-0,3-18,1-3,4-31,3-12,3-15,2-18,0-0,3-12
min,Third Down Conv.,3-9,4-12,3-16,5-14,4-10,2-12,4-11,7-16,7-17,12-17,3-10,3-16,4-10,6-19,3-11,5-12,6-11,7-13
min,Time of Possession,28:37,23:46,34:04,32:13,23:16,24:31,30:33,29:13,35:02,37:24,23:43,31:38,28:06,36:37,29:13,25:56,36:36,33:36
min,Total Yards,338,264,416,344,271,234,375,301,481,458,409,486,416,341,445,346,482,431
min,Turnovers,2,3,1,1,1,0,3,1,2,0,0,2,2,1,2,4,2,0
min,min Score,7,7,24,28,22,24,26,20,33,40,26,22,23,36,24,17,29,31
