,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"70,211","75,626","75,882","70,232","60,589","65,878","67,503","59,593","77,625","72,303","65,120","73,311","69,129","66,035","67,120","72,243","64,783"
0,Duration,3:14,2:58,2:54,3:48,2:56,3:10,3:18,3:12,3:20,3:05,2:57,3:06,3:01,3:09,3:08,2:59,3:11
0,Over/Under,45.0 (under),43.0 (under),41.5 (under),44.0 (over),45.0 (over),42.5 (over),43.0 (over),46.0 (over),47.5 (over),44.5 (under),44.5 (under),43.5 (over),43.0 (under),42.0 (over),41.0 (over),45.5 (over),40.5 (under)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),outdoors,outdoors,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,grass,fieldturf,grass,fieldturf,grass,fieldturf,fieldturf,fieldturf,fieldturf,fieldturf,astroturf,fieldturf,fieldturf,grass,fieldturf,fieldturf,a_turf
0,Vegas Line,Carolina Panthers -4.0,New England Patriots -6.0,Denver Broncos -10.0,Tennessee Titans -6.0,Atlanta Falcons -2.5,New England Patriots -7.0,Cincinnati Bengals -11.0,Indianapolis Colts -10.5,Buffalo Bills -13.0,Miami Dolphins -3.5,Houston Texans -2.5,Philadelphia Eagles -5.0,New Orleans Saints -5.5,Miami Dolphins -10.0,New York Jets -1.5,Tampa Bay Buccaneers -13.5,Buffalo Bills -16.5
0,Weather,"81 degrees, relative humidity 51%, no wind","72 degrees, relative humidity 49%, wind 13 mph","82 degrees, relative humidity 13%, wind 6 mph","78 degrees, relative humidity 50%, wind 9 mph","63 degrees, relative humidity 77%, wind 8 mph","52 degrees, relative humidity 44%, no wind","63 degrees, relative humidity 67%, wind 11 mph",,"47 degrees, relative humidity 56%, wind 4 mph","52 degrees, relative humidity 44%, wind 4 mph",,"45 degrees, relative humidity 33%, no wind","46 degrees, relative humidity 30%, wind 13 mph","82 degrees, relative humidity 70%, wind 9 mph","47 degrees, relative humidity 49%, no wind","57 degrees, relative humidity 82%, wind 9 mph","36 degrees, relative humidity 67%, wind 19 mph"
0,Won OT Toss,,,,Jets,,,,,,,,,,,,,
0,Won Toss,Panthers (deferred),Jets (deferred),Jets (deferred),Titans (deferred),Jets (deferred),Jets (deferred),Jets,Jets,Bills (deferred),Jets (deferred),Jets (deferred),Eagles (deferred),Saints (deferred),Jets (deferred),Jaguars,Jets,Jets (deferred)
