,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
NYJ,Cmp-Att-Yd-TD-INT,21-35-215-1-1,21-32-179-1-0,17-29-168-1-3,25-44-246-0-0,18-33-195-1-0,21-44-186-0-1,12-23-120-0-2,18-30-133-0-0,18-25-262-3-1,15-30-205-2-1,16-27-197-0-2,14-23-186-2-1,14-26-132-0-0,22-31-207-1-0,17-33-218-3-0,23-34-266-1-2
NYJ,First Downs,15,17,15,18,21,13,17,13,18,20,10,24,12,17,18,21
NYJ,Fourth Down Conv.,0-0,0-2,0-1,0-2,0-2,2-3,0-1,2-2,0-0,1-2,0-1,0-0,0-0,1-1,0-0,1-1
NYJ,Fumbles-Lost,1-1,0-0,0-0,0-0,0-0,1-0,1-0,1-1,0-0,0-0,0-0,2-2,1-1,1-0,0-0,0-0
NYJ,HomeTeam,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False
NYJ,NYJ Score,17,13,7,28,10,0,10,9,27,28,3,28,3,23,23,14
NYJ,Net Pass Yards,202,173,151,192,162,148,91,128,257,196,173,170,116,196,202,239
NYJ,Opp Score,27,31,36,37,30,24,18,35,30,34,20,31,40,20,16,28
NYJ,Opp_Cmp-Att-Yd-TD-INT,33-46-312-2-0,22-27-202-2-1,19-25-234-1-0,19-31-242-2-3,27-37-380-1-1,20-29-200-3-2,30-43-307-0-0,35-47-446-5-0,27-35-274-0-0,37-49-366-3-0,24-39-257-2-0,28-47-381-3-1,25-32-239-4-1,22-34-209-2-1,28-53-285-0-0,22-31-261-4-0
NYJ,Opp_First Downs,31,17,21,21,28,18,26,25,30,28,22,24,28,16,23,23
NYJ,Opp_Fourth Down Conv.,1-1,0-0,1-1,0-0,1-1,0-0,0-0,1-3,1-2,0-1,0-0,0-1,0-0,0-1,0-1,0-0
NYJ,Opp_Fumbles-Lost,2-2,2-0,0-0,0-0,1-0,0-0,1-1,2-0,1-0,1-1,4-2,2-1,1-0,0-0,3-2,2-0
NYJ,Opp_Net Pass Yards,306,177,234,242,369,192,296,446,274,347,241,368,236,189,254,238
NYJ,Opp_Penalties-Yards,7-79,5-59,4-40,8-94,10-59,5-25,11-106,7-61,6-81,9-78,3-20,3-21,4-35,5-43,6-51,6-47
NYJ,Opp_Rush-Yds-TDs,32-98-1,29-182-2,31-119-1,32-117-2,30-127-3,25-110-0,27-126-0,20-50-0,41-159-3,26-29-0,25-104-0,25-72-1,36-174-1,19-114-0,18-45-2,29-166-0
NYJ,Opp_Sacked-Yards,3-6,3-25,0-0,0-0,1-11,2-8,2-11,0-0,0-0,3-19,4-16,2-13,1-3,3-20,4-31,3-23
NYJ,Opp_Third Down Conv.,7-14,7-13,3-10,6-12,5-12,1-9,3-11,7-13,8-14,9-15,8-16,6-14,6-11,2-11,6-15,6-12
NYJ,Opp_Time of Possession,41:17,32:13,30:08,31:39,32:15,28:05,34:33,31:30,36:58,36:28,32:37,31:01,34:28,25:45,28:12,26:28
NYJ,Opp_Total Yards,404,359,353,359,496,302,422,496,433,376,345,440,410,303,299,404
NYJ,Opp_Turnovers,2,1,0,3,1,2,1,0,0,1,2,2,1,1,2,0
NYJ,Penalties-Yards,9-95,5-65,7-57,11-118,6-30,7-80,6-49,3-25,4-32,8-88,6-74,6-40,7-50,6-61,7-58,3-30
NYJ,Rush-Yds-TDs,15-52-1,29-104-0,29-109-0,24-129-1,28-123-0,22-115-0,22-100-1,25-93-0,18-65-0,24-96-2,23-87-0,34-206-2,23-69-0,31-93-1,34-131-0,25-111-1
NYJ,Sacked-Yards,3-13,1-6,2-17,6-54,3-33,3-38,6-29,1-5,1-5,1-9,3-24,3-16,3-16,2-11,2-16,3-27
NYJ,Third Down Conv.,4-11,5-14,3-12,8-19,4-13,2-17,2-8,2-12,6-10,5-11,3-13,5-9,4-12,7-17,7-18,3-10
NYJ,Time of Possession,18:43,27:47,29:52,28:21,27:45,31:55,25:27,28:30,23:02,23:32,27:23,28:59,25:32,34:15,31:48,33:32
NYJ,Total Yards,254,277,260,321,285,263,191,221,322,292,260,376,185,289,333,350
NYJ,Turnovers,2,0,3,0,0,1,2,1,1,1,2,3,1,0,0,2
