,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
NYJ,Cmp-Att-Yd-TD-INT,16-21-198-2-1,25-41-334-1-2,15-31-169-0-2,17-34-167-1-0,10-22-198-3-1,24-30-280-2-1,17-42-206-1-3,14-29-153-1-0,21-39-229-0-4,17-34-135-0-2,26-45-276-1-1,17-30-128-0-1,16-25-170-1-1,24-38-253-2-0,24-35-341-3-0,16-28-167-0-0
NYJ,First Downs,18,21,14,10,18,18,16,12,15,12,18,15,15,21,23,12
NYJ,Fourth Down Conv.,2-3,0-0,1-1,0-1,0-0,0-0,1-2,1-1,0-2,2-3,0-1,0-0,1-1,1-3,2-2,0-2
NYJ,Fumbles-Lost,1-1,4-1,2-1,0-0,1-1,3-1,5-1,1-0,0-0,0-0,0-0,0-0,2-1,1-1,1-0,3-3
NYJ,HomeTeam,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False
NYJ,NYJ Score,48,12,17,12,34,42,17,10,6,10,13,22,27,22,38,3
NYJ,Net Pass Yards,180,320,161,144,189,267,192,150,202,116,264,124,170,228,323,135
NYJ,Opp Score,17,20,21,31,16,34,37,24,13,41,27,26,23,29,44,38
NYJ,Opp_Cmp-Att-Yd-TD-INT,29-52-300-1-5,17-23-168-2-0,21-37-220-0-0,29-38-388-2-1,35-51-377-2-1,23-43-301-4-3,25-40-241-2-0,16-29-220-2-0,15-24-139-0-0,16-26-247-2-0,20-31-283-2-0,20-35-282-2-1,18-37-206-0-2,22-28-294-2-0,37-55-442-2-0,24-33-250-4-0
NYJ,Opp_First Downs,20,18,20,23,26,24,15,22,7,23,25,22,24,15,35,24
NYJ,Opp_Fourth Down Conv.,0-2,0-0,0-0,1-1,0-1,0-1,1-1,1-1,2-2,1-1,1-1,0-0,0-0,0-0,2-2,0-1
NYJ,Opp_Fumbles-Lost,0-0,3-2,2-0,4-2,2-0,1-1,1-0,1-0,0-0,1-0,0-0,2-0,1-1,0-0,2-1,0-0
NYJ,Opp_Net Pass Yards,300,122,190,377,344,301,228,216,104,239,283,273,192,239,413,244
NYJ,Opp_Penalties-Yards,3-15,2-10,5-41,9-89,6-45,8-66,6-55,2-25,5-55,4-30,11-105,8-75,7-47,5-43,10-86,4-30
NYJ,Opp_Rush-Yds-TDs,15-39-0,31-135-1,33-133-2,34-126-1,17-92-0,23-127-0,24-88-2,34-179-1,27-64-0,46-212-2,36-215-1,22-130-1,31-176-2,17-47-0,20-127-3,30-131-0
NYJ,Opp_Sacked-Yards,0-0,4-46,4-30,2-11,4-33,0-0,1-13,2-4,4-35,1-8,0-0,3-9,3-14,6-55,4-29,1-6
NYJ,Opp_Third Down Conv.,3-13,6-13,7-18,6-15,4-14,5-12,2-15,4-12,3-16,8-16,5-12,1-11,7-14,1-9,5-12,5-11
NYJ,Opp_Time of Possession,26:53,28:25,30:52,37:35,31:06,22:58,32:11,32:44,28:26,39:22,34:26,26:38,33:47,24:56,34:19,32:13
NYJ,Opp_Total Yards,339,257,323,503,436,428,316,395,168,451,498,403,368,286,540,375
NYJ,Opp_Turnovers,5,2,0,3,1,4,0,0,0,0,0,1,3,0,1,0
NYJ,Penalties-Yards,7-49,7-50,6-55,6-43,4-33,7-49,8-71,8-45,5-45,1-10,8-47,11-96,7-93,9-60,16-172,4-30
NYJ,Rush-Yds-TDs,36-169-2,19-42-0,30-107-2,14-34-0,38-323-1,36-107-0,24-71-1,24-57-0,21-80-0,18-83-1,15-74-0,33-156-0,28-78-2,31-90-1,20-47-1,23-104-0
NYJ,Sacked-Yards,2-18,3-14,2-8,3-23,1-9,2-13,3-14,1-3,4-27,3-19,2-12,2-4,0-0,3-25,2-18,4-32
NYJ,Third Down Conv.,6-14,3-10,6-15,3-13,6-13,6-15,2-13,3-14,2-13,1-12,6-14,3-14,6-13,9-17,3-11,4-13
NYJ,Time of Possession,33:07,31:35,29:08,22:25,28:54,37:02,27:49,27:16,31:34,20:38,25:34,33:22,26:13,35:04,29:18,27:47
NYJ,Total Yards,349,362,268,178,512,374,263,207,282,199,338,280,248,318,370,239
NYJ,Turnovers,2,3,3,0,2,2,4,0,4,2,1,1,2,1,0,3
