,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
NYJ,Cmp-Att-Yd-TD-INT,14-22-140-1-1,12-27-170-1-3,18-36-157-0-0,28-39-245-2-0,19-26-199-0-1,19-33-186-0-0,17-36-240-1-0,33-49-263-0-0,23-40-263-0-1,15-30-132-1-2,27-38-179-1-2,19-38-214-0-1,27-36-301-2-0,18-37-136-0-2,27-49-217-1-1,32-45-261-1-1,8-20-70-0-0
NYJ,First Downs,13,12,12,18,18,17,12,17,14,14,12,14,20,11,26,17,13
NYJ,Fourth Down Conv.,1-1,1-1,1-2,0-0,0-0,0-1,0-1,3-4,0-0,4-5,2-3,2-3,1-1,0-2,1-2,1-2,0-1
NYJ,Fumbles-Lost,1-0,1-1,1-0,2-1,4-1,0-0,2-2,4-3,1-0,2-2,2-0,4-2,1-1,2-2,1-1,1-1,3-1
NYJ,HomeTeam,True,False,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False
NYJ,NYJ Score,22,10,10,20,31,20,13,6,12,6,13,8,30,0,30,20,17
NYJ,Net Pass Yards,117,151,133,228,173,155,193,206,257,92,130,197,268,80,217,253,69
NYJ,Opp Score,16,30,15,23,21,14,10,27,16,32,34,13,6,30,28,37,3
NYJ,Opp_Cmp-Att-Yd-TD-INT,29-41-236-1-3,31-38-255-2-0,15-29-201-1-0,18-30-203-1-2,20-31-196-2-0,28-45-280-1-3,6-14-7-0-0,16-30-136-0-0,16-27-153-1-1,20-32-275-3-1,21-30-243-1-2,12-27-121-1-0,11-28-95-0-0,23-26-228-1-0,16-35-156-1-2,19-29-309-3-1,12-30-88-0-2
NYJ,Opp_First Downs,19,26,17,24,18,24,12,14,15,22,22,15,10,16,18,20,6
NYJ,Opp_Fourth Down Conv.,0-0,0-0,0-0,0-0,0-0,1-2,0-0,0-0,2-2,1-1,0-1,0-0,0-3,2-2,1-1,0-1,0-3
NYJ,Opp_Fumbles-Lost,2-1,1-0,0-0,1-0,4-3,1-1,2-0,3-0,3-1,1-0,2-1,3-0,2-0,0-0,1-1,4-2,1-0
NYJ,Opp_Net Pass Yards,217,248,201,197,169,268,-9,107,126,263,228,104,54,213,143,301,31
NYJ,Opp_Penalties-Yards,5-40,6-38,6-43,5-46,4-31,5-46,6-73,4-39,3-25,8-77,6-38,6-55,4-35,9-65,8-68,4-26,4-35
NYJ,Opp_Rush-Yds-TDs,22-97-0,44-134-0,40-157-0,35-204-1,22-139-0,22-80-1,52-203-1,21-84-2,32-148-0,38-130-0,37-167-2,34-90-0,19-81-1,28-77-2,22-102-3,28-127-1,21-88-0
NYJ,Opp_Sacked-Yards,5-19,1-7,0-0,1-6,4-27,2-12,4-16,5-29,3-27,1-12,2-15,3-17,5-41,3-15,1-13,1-8,7-57
NYJ,Opp_Third Down Conv.,5-13,9-18,8-19,7-12,4-10,7-14,2-19,7-16,5-15,5-13,11-16,4-14,1-12,6-15,3-12,5-10,1-14
NYJ,Opp_Time of Possession,33:08,42:15,31:52,32:09,25:24,30:44,38:13,25:33,30:18,36:51,35:41,29:34,22:55,36:21,23:44,28:09,26:18
NYJ,Opp_Total Yards,314,382,358,401,308,348,194,191,274,393,395,194,135,290,245,428,119
NYJ,Opp_Turnovers,4,0,0,2,3,4,0,0,2,1,3,0,0,0,3,3,2
NYJ,Penalties-Yards,2-10,5-29,3-15,7-42,9-71,9-68,9-85,8-40,8-83,5-35,6-60,11-71,8-52,7-55,14-150,12-74,1-5
NYJ,Rush-Yds-TDs,28-172-0,16-64-0,22-38-1,16-108-0,32-234-1,21-89-1,22-58-0,20-64-0,21-108-0,18-63-0,10-29-0,25-62-0,26-79-1,12-23-0,36-164-2,21-107-0,42-185-1
NYJ,Sacked-Yards,3-23,3-19,3-24,2-17,4-26,5-31,4-47,8-57,2-6,6-40,7-49,4-17,4-33,6-56,0-0,2-8,1-1
NYJ,Third Down Conv.,5-13,1-10,2-14,5-12,3-12,2-11,2-15,3-17,7-16,0-11,5-14,2-15,6-15,5-13,4-16,6-16,3-15
NYJ,Time of Possession,27:50,17:45,28:08,27:51,34:36,29:16,25:38,34:27,29:42,23:09,24:19,30:26,37:05,23:39,36:16,31:51,33:42
NYJ,Total Yards,289,215,171,336,407,244,251,270,365,155,159,259,347,103,381,360,254
NYJ,Turnovers,1,4,0,1,2,0,2,3,1,4,2,3,1,4,2,2,1
