,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"83,345","93,689","80,876","80,461","76,387","83,068","83,367","75,407","62,383","70,603","82,973","74,455","72,956","65,967","67,470","67,919","64,628"
0,Duration,2:58,2:54,3:08,2:55,3:03,3:11,3:28,3:00,3:03,3:23,3:00,3:20,2:57,2:56,3:30,3:05,3:05
0,Over/Under,45.5 (under),38.5 (over),35.5 (under),41.5 (over),42.5 (over),43.5 (under),34.5 (under),41.0 (under),35.5 (under),39.0 (under),40.5 (over),33.5 (under),33.0 (over),36.5 (under),37.5 (over),35.0 (over),29.5 (under)
0,Roof,outdoors,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,fieldturf,matrixturf,fieldturf,fieldturf,grass,fieldturf,fieldturf,fieldturf,grass,a_turf,fieldturf,fieldturf,fieldturf,grass,fieldturf,grass,fieldturf
0,Vegas Line,Buffalo Bills -2.5,Dallas Cowboys -8.5,New England Patriots -2.5,Kansas City Chiefs -9.5,Denver Broncos -2.5,Philadelphia Eagles -6.5,New York Jets -3.5,Los Angeles Chargers -3.0,New York Jets -1.5,Buffalo Bills -7.5,Miami Dolphins -9.5,Atlanta Falcons -2.0,Houston Texans -3.5,Miami Dolphins -9.0,New York Jets -3.0,Cleveland Browns -7.5,New England Patriots -1.5
0,Weather,"72 degrees, relative humidity 88%, wind 3 mph",,"64 degrees, relative humidity 90%, wind 14 mph","69 degrees, relative humidity 71%, wind 5 mph","73 degrees, relative humidity 17%, wind 9 mph","59 degrees, relative humidity 54%, wind 11 mph","52 degrees, relative humidity 89%, wind 6 mph","48 degrees, relative humidity 83%, wind 4 mph",,"40 degrees, relative humidity 60%, wind 9 mph","48 degrees, relative humidity 45%, wind 11 mph","50 degrees, relative humidity 90%, wind 8 mph","58 degrees, relative humidity 94%, wind 7 mph","76 degrees, relative humidity 69%, wind 15 mph","45 degrees, relative humidity 80%, wind 2 mph","47 degrees, relative humidity 76%, wind 6 mph","33 degrees, relative humidity 98%, wind 14 mph"
0,Won OT Toss,Bills,,,,,,Giants,,,,,,,,,,
0,Won Toss,Jets (deferred),Cowboys,Patriots (deferred),Jets (deferred),Broncos (deferred),Eagles (deferred),Giants (deferred),Jets (deferred),Jets (deferred),Bills (deferred),Dolphins (deferred),Jets (deferred),Jets (deferred),Jets (deferred),Jets (deferred),Jets (deferred),Jets (deferred)
