,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
NYJ,Cmp-Att-Yd-TD-INT,37-59-309-1-1,27-45-324-4-0,28-52-285-0-2,19-37-254-2-2,14-21-210-0-0,10-18-110-0-0,16-26-121-0-0,20-41-355-2-3,18-25-154-1-0,9-22-77-0-0,22-29-315-3-0,31-58-369-0-2,28-47-269-0-0,18-35-317-2-1,19-33-182-0-1,23-46-240-0-2,18-33-149-0-0
NYJ,First Downs,24,20,19,19,21,14,10,17,21,6,22,23,19,18,10,20,11
NYJ,Fourth Down Conv.,3-4,1-1,0-3,1-1,0-1,0-0,0-0,0-1,2-2,0-0,0-1,2-5,0-1,1-1,1-5,0-2,0-0
NYJ,Fumbles-Lost,2-1,2-1,3-2,1-0,0-0,0-0,0-0,0-0,2-1,1-0,2-0,0-0,3-2,0-0,2-1,1-1,2-0
NYJ,HomeTeam,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False
NYJ,NYJ Score,9,31,12,24,40,27,16,17,20,3,31,22,12,17,3,6,6
NYJ,Net Pass Yards,297,309,252,250,187,99,105,336,136,44,308,366,233,287,161,204,149
NYJ,Opp Score,24,30,27,20,17,10,9,22,17,10,10,27,20,20,19,23,11
NYJ,Opp_Cmp-Att-Yd-TD-INT,17-30-213-3-1,22-27-229-1-1,23-36-275-3-0,17-26-204-0-4,19-34-166-0-1,28-45-254-1-0,24-46-225-0-1,24-35-194-1-1,18-34-205-0-2,23-27-246-0-0,14-25-179-1-1,21-35-173-1-0,16-27-147-1-0,23-38-252-1-0,20-31-229-0-0,18-29-183-2-0,20-31-152-0-0
NYJ,Opp_First Downs,13,29,20,20,19,15,21,19,19,13,14,21,14,17,19,20,17
NYJ,Opp_Fourth Down Conv.,0-0,0-0,0-1,1-1,0-2,1-4,1-3,1-2,0-1,0-1,2-3,1-1,0-0,2-3,0-0,1-2,1-2
NYJ,Opp_Fumbles-Lost,1-0,0-0,2-1,2-0,1-1,2-1,1-0,1-0,2-0,1-0,2-0,0-0,0-0,0-0,1-1,2-0,1-0
NYJ,Opp_Net Pass Yards,211,221,261,178,158,218,219,161,183,198,165,159,130,252,218,148,140
NYJ,Opp_Penalties-Yards,5-29,5-38,5-30,8-55,11-102,7-42,4-34,6-54,3-30,8-55,1-10,3-44,5-35,6-52,3-25,5-25,5-47
NYJ,Opp_Rush-Yds-TDs,21-63-0,37-184-3,28-69-0,31-119-2,26-137-2,20-60-0,28-105-1,34-127-0,22-134-2,26-99-0,29-127-0,29-128-2,24-102-1,28-107-0,39-147-1,38-198-0,32-162-0
NYJ,Opp_Sacked-Yards,2-2,1-8,2-14,3-26,2-8,4-36,1-6,6-33,5-22,6-48,2-14,2-14,3-17,0-0,1-11,4-35,1-12
NYJ,Opp_Third Down Conv.,5-13,8-12,7-14,6-12,4-11,4-16,5-16,6-19,8-13,4-15,4-13,9-18,2-13,5-15,7-16,5-15,4-13
NYJ,Opp_Time of Possession,27:30,32:14,32:24,30:01,29:02,31:12,32:23,35:34,27:16,35:30,27:55,28:22,25:35,32:32,34:52,33:38,35:25
NYJ,Opp_Total Yards,274,405,330,297,295,278,324,288,317,297,292,287,232,359,365,346,302
NYJ,Opp_Turnovers,1,1,1,4,2,1,1,1,2,0,1,0,0,0,1,0,0
NYJ,Penalties-Yards,6-81,8-57,4-55,7-64,5-105,7-79,11-85,4-41,3-30,3-15,1-5,6-40,7-61,2-20,9-64,2-10,6-54
NYJ,Rush-Yds-TDs,17-83-0,20-93-0,20-76-0,29-98-1,33-135-5,33-179-2,24-155-1,15-51-0,34-174-1,23-59-0,32-158-1,24-120-1,22-76-1,22-50-0,20-66-0,17-75-0,20-38-0
NYJ,Sacked-Yards,3-12,2-15,4-33,1-4,2-23,2-11,3-16,2-19,2-18,4-33,1-7,1-3,4-36,4-30,3-21,4-36,0-0
NYJ,Third Down Conv.,2-14,8-15,7-18,6-15,5-11,1-11,3-14,5-14,5-13,3-14,7-12,3-16,8-17,7-14,2-13,4-13,7-16
NYJ,Time of Possession,32:30,27:46,27:36,29:59,30:58,28:48,27:37,24:26,32:44,24:30,32:05,31:38,34:25,27:28,25:08,26:22,24:35
NYJ,Total Yards,380,402,328,348,322,278,260,387,310,103,466,486,309,337,227,279,187
NYJ,Turnovers,2,1,4,2,0,0,0,3,1,0,0,2,2,1,2,3,0
