,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Car,Car Score,26,16,14,26,37,10,3,34,21,15,3,10,30,24,23,24,10
Car,Cmp-Att-Yd-TD-INT,18-34-147-1-0,14-29-145-1-0,25-41-353-1-2,23-32-207-2-1,18-30-253-2-0,13-21-119-0-1,32-49-290-0-0,19-36-317-1-1,17-30-164-2-2,19-30-186-2-1,21-33-196-0-2,19-35-142-1-0,14-24-120-1-0,17-22-179-0-0,25-42-355-3-0,23-37-341-3-1,5-15-43-0-2
Car,First Downs,23,18,19,20,22,8,17,23,13,20,13,14,24,22,22,22,14
Car,Fourth Down Conv.,1-2,1-1,0-0,0-2,0-0,0-0,1-3,1-2,1-1,0-2,0-1,0-1,1-2,0-0,2-3,1-2,0-0
Car,Fumbles-Lost,1-0,3-2,3-1,2-0,2-1,0-0,1-0,0-0,1-1,0-0,2-1,2-2,1-0,0-0,1-1,6-2,3-0
Car,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Car,Net Pass Yards,138,129,342,206,244,110,276,309,164,153,169,125,105,169,336,326,32
Car,Opp Score,24,19,22,16,15,24,21,37,42,25,13,23,24,16,37,30,7
Car,Opp_Cmp-Att-Yd-TD-INT,16-27-235-1-1,22-34-176-1-0,12-25-170-1-0,22-36-197-1-2,25-42-275-0-1,26-33-253-1-1,16-22-177-2-0,20-28-253-3-2,25-31-228-1-0,10-16-108-0-0,24-33-209-0-1,11-19-164-1-0,21-36-264-3-2,14-23-225-1-0,15-22-250-1-0,34-45-432-3-0,15-25-171-1-0
Car,Opp_First Downs,15,18,12,11,15,22,14,21,30,18,19,19,16,12,30,25,16
Car,Opp_Fourth Down Conv.,0-0,1-1,0-1,1-3,3-5,0-0,0-0,0-0,0-0,0-0,0-0,2-2,1-1,0-0,1-1,2-2,0-1
Car,Opp_Fumbles-Lost,5-0,0-0,0-0,2-1,2-0,0-0,0-0,1-0,1-0,0-0,0-0,2-1,0-0,1-0,1-0,1-1,1-1
Car,Opp_Net Pass Yards,207,162,148,180,244,249,170,239,223,101,193,164,241,188,250,411,161
Car,Opp_Penalties-Yards,8-96,8-62,4-40,6-76,5-33,7-49,3-15,7-64,5-35,10-89,10-93,4-34,3-35,5-40,10-74,8-51,2-15
Car,Opp_Rush-Yds-TDs,19-54-2,33-103-0,31-145-0,13-40-0,17-64-1,29-111-2,27-173-1,37-167-0,39-241-5,47-232-2,30-115-1,46-185-1,14-46-0,16-21-0,43-320-3,25-67-1,32-143-0
Car,Opp_Sacked-Yards,4-28,3-14,3-22,2-17,6-31,1-4,1-7,2-14,2-5,1-7,3-16,0-0,3-23,4-37,0-0,3-21,1-10
Car,Opp_Third Down Conv.,4-11,6-18,4-14,2-10,3-15,6-12,4-12,6-12,6-10,6-15,6-15,2-12,6-13,4-11,3-9,4-15,4-13
Car,Opp_Time of Possession,21:34,36:05,30:10,21:25,29:42,37:05,29:24,36:34,39:21,34:12,33:14,37:03,20:44,23:49,35:13,33:10,29:05
Car,Opp_Total Yards,261,265,293,220,308,360,343,406,464,333,308,349,287,209,570,478,304
Car,Opp_Turnovers,1,0,0,3,1,1,0,2,0,0,1,1,2,0,0,1,1
Car,Penalties-Yards,9-71,5-38,7-58,7-61,9-50,3-30,4-30,9-74,7-50,4-37,9-66,4-44,6-29,7-81,4-30,8-58,2-20
Car,Rush-Yds-TDs,39-217-1,23-146-0,22-84-1,37-132-1,29-153-2,21-93-0,16-46-0,36-169-3,18-64-1,25-138-0,17-36-0,19-121-0,46-223-2,45-156-3,17-45-0,22-74-0,41-171-0
Car,Sacked-Yards,1-9,2-16,1-11,1-1,2-9,2-9,1-14,1-8,0-0,5-33,4-27,3-17,2-15,1-10,2-19,2-15,2-11
Car,Third Down Conv.,8-18,2-12,5-13,6-15,7-12,2-10,2-12,5-13,2-8,3-11,3-12,4-14,6-13,12-16,4-12,4-11,8-14
Car,Time of Possession,38:26,23:55,29:50,38:35,30:18,22:55,30:36,31:31,20:39,25:48,26:46,22:57,39:16,36:11,24:47,26:50,30:55
Car,Total Yards,355,275,426,338,397,203,322,478,228,291,205,246,328,325,381,400,203
Car,Turnovers,0,2,3,1,1,1,0,1,3,1,3,2,0,0,1,3,2
