,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Car,Car Score,10,20,27,21,24,21,13,27,13,33,10,18,6,7,33,0,9
Car,Cmp-Att-Yd-TD-INT,20-38-146-1-2,22-37-236-0-1,34-58-361-2-0,12-19-139-2-2,25-41-247-3-2,24-39-224-1-0,16-24-140-0-0,17-26-127-1-0,21-38-185-0-0,27-41-204-2-0,18-31-194-0-0,15-31-178-0-1,13-36-137-0-0,12-20-152-1-1,17-28-219-2-0,19-32-112-0-1,20-32-137-0-0
Car,First Downs,20,23,23,14,26,21,16,17,12,23,19,15,16,12,25,7,14
Car,Fourth Down Conv.,0-2,0-0,0-1,1-2,1-1,0-4,1-1,0-0,3-3,0-0,2-3,1-3,1-7,0-1,0-0,3-6,0-0
Car,Fumbles-Lost,2-1,0-0,0-0,1-0,2-1,1-0,1-1,1-1,1-0,0-0,1-1,2-0,3-2,3-1,1-0,0-0,1-0
Car,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Car,Net Pass Yards,127,207,334,130,243,188,119,120,170,204,162,149,99,152,207,67,115
Car,Opp Score,24,17,37,13,42,42,15,13,16,10,17,21,28,9,30,26,0
Car,Opp_Cmp-Att-Yd-TD-INT,15-18-115-1-0,22-33-153-1-0,23-36-296-1-1,25-32-204-0-0,20-28-236-3-0,21-32-262-3-1,22-31-235-1-0,24-39-173-1-3,20-33-162-0-0,16-29-123-1-1,18-28-185-0-0,14-29-202-1-1,18-26-119-2-1,18-24-167-0-0,23-36-312-2-0,17-24-178-0-0,11-18-94-0-0
Car,Opp_First Downs,13,14,27,20,23,23,20,17,21,13,15,15,14,17,26,16,11
Car,Opp_Fourth Down Conv.,0-0,1-1,1-1,2-3,1-2,0-0,1-2,2-3,1-1,3-3,1-1,0-0,0-0,0-2,1-2,1-1,2-2
Car,Opp_Fumbles-Lost,1-0,1-1,0-0,2-1,0-0,1-0,0-0,1-0,0-0,2-1,0-0,0-0,0-0,2-0,2-0,0-0,2-2
Car,Opp_Net Pass Yards,91,139,279,149,218,262,180,137,162,77,184,194,110,154,298,162,68
Car,Opp_Penalties-Yards,6-43,6-35,8-82,6-80,5-35,3-25,3-20,10-81,7-44,8-90,8-53,5-36,3-30,4-35,8-87,1-15,3-20
Car,Opp_Rush-Yds-TDs,26-130-2,19-100-0,33-146-2,31-83-0,30-159-3,33-162-3,24-44-0,28-138-0,37-133-1,23-110-0,24-80-2,28-128-2,25-97-1,36-129-0,25-96-2,35-155-2,29-131-0
Car,Opp_Sacked-Yards,4-24,4-14,2-17,5-55,2-18,0-0,6-55,4-36,0-0,7-46,1-1,1-8,1-9,3-13,2-14,3-16,3-26
Car,Opp_Third Down Conv.,2-10,4-14,3-13,5-14,4-10,7-13,5-14,7-16,6-15,5-15,2-11,6-15,3-10,5-15,6-13,7-16,2-12
Car,Opp_Time of Possession,25:19,27:11,30:28,38:29,31:15,29:16,30:29,31:09,33:31,28:39,26:11,26:18,25:10,33:56,31:21,33:29,28:36
Car,Opp_Total Yards,221,239,425,232,377,424,224,275,295,187,264,322,207,283,394,317,199
Car,Opp_Turnovers,0,1,1,1,0,1,0,3,0,2,0,1,1,0,0,0,2
Car,Penalties-Yards,9-66,3-32,13-82,7-37,7-45,3-11,10-70,5-25,5-45,5-45,4-35,7-62,4-27,4-25,6-67,3-24,3-15
Car,Rush-Yds-TDs,32-154-0,33-134-2,14-44-1,23-135-0,23-99-0,25-108-1,30-110-2,30-78-0,16-43-0,27-107-1,32-96-1,34-133-2,39-204-0,31-52-0,34-162-2,15-57-0,29-113-0
Car,Sacked-Yards,2-19,4-29,3-27,2-9,1-4,4-36,2-21,1-7,3-15,0-0,4-32,4-29,4-38,0-0,1-12,6-45,3-22
Car,Third Down Conv.,5-14,7-16,10-19,1-8,5-10,5-14,5-12,4-13,3-15,7-16,6-16,3-15,8-20,6-13,8-14,1-13,6-16
Car,Time of Possession,34:41,32:49,29:32,21:31,28:45,30:44,29:31,28:51,26:29,31:21,33:49,33:42,34:50,26:04,28:39,26:31,31:24
Car,Total Yards,281,341,378,265,342,296,229,198,213,311,258,282,303,204,369,124,228
Car,Turnovers,3,1,0,2,3,0,1,1,0,0,1,1,2,2,0,1,0
