,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
car,Cmp-Att-Yd-TD-INT,13-31-161-0-2,14-20-130-2-1,26-37-319-3-0,22-31-232-2-1,22-35-194-0-1,19-30-225-1-0,13-18-89-0-2,24-38-224-2-2,18-32-236-1-0,22-37-190-0-2,27-37-269-3-0,22-34-240-1-2,19-34-191-1-1,18-29-214-3-0,20-32-202-1-1,15-28-203-2-0,26-35-270-3-0
car,First Downs,11,21,24,24,14,25,10,16,25,24,27,27,20,24,23,13,25
car,Fourth Down Conv.,1-3,0-0,0-0,0-0,1-3,0-0,0-1,1-4,2-3,0-0,1-1,1-1,3-5,0-0,1-1,0-1,1-1
car,Fumbles-Lost,1-1,1-1,0-0,0-0,4-2,1-1,1-0,0-0,0-0,2-1,1-0,2-0,0-0,2-1,1-1,2-0,1-0
car,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
car,Net Pass Yards,135,130,306,232,172,225,85,215,230,175,226,209,184,199,176,165,270
car,Opp Score,47,3,22,24,36,20,40,28,23,20,27,23,22,14,36,48,38
car,Opp_Cmp-Att-Yd-TD-INT,19-24-200-3-0,18-26-84-0-1,27-40-296-2-1,25-41-220-2-1,20-29-304-2-0,26-38-221-2-2,20-25-211-2-0,30-39-315-3-0,16-26-171-1-1,15-25-126-1-0,21-35-263-1-0,26-46-298-1-0,14-21-108-2-0,19-28-219-1-2,17-26-158-2-0,27-32-359-5-0,21-38-312-2-1
car,Opp_First Downs,22,7,20,24,24,21,26,23,15,15,21,19,18,16,22,33,31
car,Opp_Fourth Down Conv.,0-0,1-3,1-3,1-3,0-1,0-1,0-0,1-2,0-0,0-0,2-2,0-0,0-0,1-1,2-2,0-0,2-3
car,Opp_Fumbles-Lost,1-1,0-0,0-0,0-0,0-0,2-0,1-0,2-2,0-0,2-1,1-0,1-1,1-0,2-2,0-0,0-0,0-0
car,Opp_Net Pass Yards,199,69,276,220,296,221,207,298,166,118,249,289,83,175,149,349,310
car,Opp_Penalties-Yards,10-95,9-90,6-54,6-37,5-46,10-74,8-55,4-43,6-55,10-87,9-53,7-62,7-40,8-65,9-64,5-40,7-55
car,Opp_Rush-Yds-TDs,37-180-2,18-90-0,16-55-1,29-155-1,39-128-3,24-114-0,37-214-1,32-102-1,23-80-2,32-188-1,21-85-1,21-78-1,31-209-1,16-60-1,36-243-3,40-202-0,38-227-3
car,Opp_Sacked-Yards,1-1,2-15,3-20,0-0,1-8,0-0,1-4,2-17,1-5,1-8,2-14,1-9,4-25,6-44,3-9,2-10,1-2
car,Opp_Third Down Conv.,7-13,1-12,3-11,7-14,4-11,5-11,5-10,11-17,4-10,6-15,5-13,6-16,7-12,3-11,6-14,10-14,9-14
car,Opp_Time of Possession,36:39,23:42,23:58,31:02,33:48,29:20,35:05,33:10,25:41,27:38,27:44,27:39,26:27,26:14,33:18,41:11,32:41
car,Opp_Total Yards,379,159,331,375,424,335,421,400,246,306,334,367,292,235,392,551,537
car,Opp_Turnovers,1,1,1,1,0,2,0,2,1,1,0,1,0,4,0,0,1
car,Penalties-Yards,6-80,3-15,7-51,5-39,4-18,5-45,6-59,8-49,10-109,3-15,10-91,7-54,7-43,14-99,11-82,4-30,2-30
car,Rush-Yds-TDs,20-58-1,44-219-1,31-131-1,31-141-2,19-120-1,38-198-3,23-95-1,20-69-0,41-197-1,34-167-2,26-165-0,39-236-1,34-118-1,40-211-0,29-206-2,13-39-0,30-155-3
car,Sacked-Yards,4-26,1-0,2-13,0-0,4-22,0-0,2-4,2-9,1-6,2-15,5-43,4-31,1-7,1-15,3-26,5-38,0-0
car,Third Down Conv.,1-10,9-16,5-12,7-13,3-12,6-12,3-10,5-14,5-15,7-15,8-13,2-12,7-16,6-12,6-13,2-9,7-12
car,Time of Possession,23:21,36:18,36:02,28:58,26:12,30:40,24:55,26:50,34:19,34:29,32:16,39:31,33:33,33:46,33:24,18:49,34:05
car,Total Yards,193,349,437,373,292,423,180,284,427,342,391,445,302,410,382,204,425
car,Turnovers,3,2,0,1,3,1,2,2,0,3,0,2,1,1,2,0,0
car,car Score,10,26,36,34,10,38,7,14,22,17,30,26,16,30,30,14,44
