,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
Car,Car Score,34,17,21,21,23,23,24,25,31,46,0,27,32,16,20,33
Car,Cmp-Att-Yd-TD-INT,22-30-239-1-0,33-42-367-0-2,22-28-235-1-0,24-31-133-3-0,27-36-313-2-0,23-39-198-1-1,23-28-254-2-0,21-30-281-0-1,37-50-338-2-0,28-39-341-3-0,18-33-178-0-0,19-36-267-1-1,21-27-280-4-0,21-35-258-0-0,19-28-197-1-1,22-32-201-3-0
Car,First Downs,23,24,14,21,24,22,18,28,30,30,10,21,23,20,19,20
Car,Fourth Down Conv.,0-0,1-2,0-0,0-0,0-0,0-0,0-0,0-0,3-3,1-1,1-3,1-1,0-0,1-2,2-3,1-1
Car,Fumbles-Lost,1-0,3-2,0-0,1-1,0-0,1-0,0-0,0-0,1-0,1-1,1-1,0-0,2-1,2-1,2-1,2-0
Car,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Car,Net Pass Yards,239,340,221,133,313,198,246,270,331,334,145,267,269,249,167,191
Car,Opp Score,30,31,16,31,16,16,27,17,33,23,20,28,27,24,13,7
Car,Opp_Cmp-Att-Yd-TD-INT,22-34-269-1-0,23-35-217-1-1,35-49-330-1-1,26-37-276-2-1,21-37-226-0-1,16-29-216-0-2,30-37-287-2-0,16-27-179-1-1,30-45-372-4-0,20-28-148-2-1,24-35-258-1-2,34-45-307-3-0,30-40-283-0-0,20-29-143-1-0,26-47-291-1-2,18-37-271-0-5
Car,Opp_First Downs,22,20,26,30,21,23,26,18,24,13,20,26,22,20,20,17
Car,Opp_Fourth Down Conv.,1-2,0-0,0-0,1-1,1-1,1-2,0-0,1-3,0-0,1-3,0-0,1-1,0-1,0-0,1-3,2-4
Car,Opp_Fumbles-Lost,0-0,1-1,4-3,0-0,1-0,1-1,1-1,0-0,1-1,0-0,2-0,3-3,0-0,0-0,2-2,2-0
Car,Opp_Net Pass Yards,259,217,319,276,207,191,277,157,361,122,258,291,245,96,278,246
Car,Opp_Penalties-Yards,5-65,5-37,8-60,10-72,3-40,8-69,6-50,6-30,8-75,5-40,7-45,8-52,7-48,5-50,5-26,1-5
Car,Opp_Rush-Yds-TDs,30-129-2,22-122-3,23-117-1,35-168-2,24-166-1,29-112-1,29-138-1,22-147-1,11-36-0,16-65-1,34-116-1,24-96-0,21-125-3,27-195-2,19-108-0,20-74-1
Car,Opp_Sacked-Yards,1-10,0-0,2-11,0-0,2-19,4-25,1-10,3-22,2-11,3-26,1-0,2-16,4-38,5-47,3-13,3-25
Car,Opp_Third Down Conv.,7-13,5-11,10-15,7-11,6-13,3-13,12-14,2-10,6-11,1-9,5-15,6-13,6-14,5-12,7-15,1-9
Car,Opp_Time of Possession,28:48,25:28,31:11,37:08,26:55,31:06,34:41,23:30,21:59,23:55,36:48,31:13,30:28,29:09,24:24,29:06
Car,Opp_Total Yards,388,339,436,444,373,303,415,304,397,187,374,387,370,291,386,320
Car,Opp_Turnovers,0,2,4,1,1,3,1,1,1,1,2,3,0,0,4,5
Car,Penalties-Yards,3-40,9-77,3-30,5-29,4-25,10-92,1-5,6-63,12-82,3-30,4-20,7-58,2-18,7-66,3-35,4-31
Car,Rush-Yds-TDs,31-133-3,24-87-2,21-81-0,23-129-0,27-124-0,25-63-1,14-37-1,36-131-2,24-104-2,37-210-2,17-40-0,28-107-0,30-96-0,27-115-1,35-113-1,30-156-1
Car,Sacked-Yards,0-0,5-27,2-14,1-0,0-0,0-0,1-8,2-11,2-7,1-7,5-33,0-0,1-11,3-9,4-30,2-10
Car,Third Down Conv.,6-11,6-11,3-12,3-9,6-12,7-14,6-9,3-9,7-16,10-16,3-14,6-14,3-8,4-12,6-15,6-14
Car,Time of Possession,31:12,34:32,28:49,22:52,33:05,28:54,25:19,36:30,38:01,36:05,23:12,28:47,29:32,30:51,35:36,30:54
Car,Total Yards,372,427,302,262,437,261,283,401,435,544,185,374,365,364,280,347
Car,Turnovers,0,4,0,1,0,1,0,1,0,1,1,1,1,1,2,0
