,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
Car,Car Score,30,20,38,16,27,37,13,20,16,29,31,29,20,30,6,42
Car,Cmp-Att-Yd-TD-INT,23-39-186-1-1,16-25-208-1-0,19-26-261-4-0,24-34-232-0-0,26-44-374-2-0,20-32-227-2-0,19-37-158-0-3,27-39-331-1-2,28-43-307-1-1,22-32-314-1-0,23-36-256-3-0,13-25-147-0-0,28-41-293-1-2,20-27-286-2-1,28-45-236-0-3,20-31-267-3-0
Car,First Downs,22,16,21,19,28,17,12,24,26,20,26,20,27,21,19,25
Car,Fourth Down Conv.,0-0,0-0,0-0,0-0,0-0,1-1,0-2,1-1,1-1,1-1,1-1,0-0,0-0,1-1,2-4,0-0
Car,Fumbles-Lost,1-0,1-0,2-1,3-3,3-3,1-1,1-0,1-1,2-1,3-0,2-1,2-0,3-2,0-0,0-0,0-0
Car,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Car,Net Pass Yards,183,189,240,203,358,209,100,310,281,295,230,114,245,274,199,264
Car,Opp Score,27,14,20,10,34,26,51,30,24,3,34,21,40,24,38,10
Car,Opp_Cmp-Att-Yd-TD-INT,25-38-239-0-1,25-51-333-0-0,30-43-173-2-2,21-34-160-0-1,17-31-181-1-0,30-54-400-1-5,18-22-175-2-1,17-32-232-2-1,17-29-233-0-0,31-50-325-0-4,30-39-311-3-1,27-46-278-2-1,20-34-313-2-0,25-42-277-1-3,14-27-119-0-0,26-49-299-0-2
Car,Opp_First Downs,21,20,21,18,22,23,24,22,23,17,23,22,22,28,25,16
Car,Opp_Fourth Down Conv.,0-0,0-3,1-1,0-0,0-1,1-2,0-0,2-2,0-0,3-5,0-1,1-2,0-0,0-0,1-2,1-2
Car,Opp_Fumbles-Lost,2-2,3-1,0-0,1-1,1-0,4-2,0-0,0-0,0-0,0-0,0-0,2-1,0-0,2-0,0-0,1-1
Car,Opp_Net Pass Yards,216,313,127,128,160,365,156,214,225,270,300,213,302,269,106,288
Car,Opp_Penalties-Yards,6-46,5-50,7-52,7-81,8-70,9-70,4-31,6-77,10-64,8-68,12-123,5-43,6-58,2-15,0-0,5-54
Car,Opp_Rush-Yds-TDs,23-127-3,19-39-0,22-121-0,22-136-1,27-285-3,14-42-2,38-232-5,33-156-2,27-163-3,15-77-0,18-118-1,20-65-1,32-159-2,29-145-2,32-218-3,18-41-1
Car,Opp_Sacked-Yards,3-23,3-20,8-46,6-32,3-21,7-35,3-19,3-18,2-8,5-55,2-11,7-65,1-11,1-8,3-13,2-11
Car,Opp_Third Down Conv.,5-11,3-14,9-17,4-11,4-12,5-15,5-10,5-14,4-9,2-14,4-10,5-16,5-12,5-11,4-11,5-16
Car,Opp_Time of Possession,26:44,26:07,31:44,29:22,27:36,28:50,33:01,33:17,31:22,28:34,28:27,29:23,31:44,28:42,27:39,24:20
Car,Opp_Total Yards,343,352,248,264,445,407,388,370,388,347,418,278,461,414,324,329
Car,Opp_Turnovers,3,1,2,2,0,7,1,1,0,4,1,2,0,3,0,3
Car,Penalties-Yards,5-43,12-66,3-35,6-35,9-84,3-30,9-70,11-99,5-46,3-20,3-25,6-65,7-44,5-40,6-46,3-44
Car,Rush-Yds-TDs,32-166-2,31-100-1,31-173-1,28-94-1,31-149-1,29-59-2,19-130-1,21-121-2,23-120-1,26-54-1,29-121-1,30-248-3,22-100-1,34-154-2,21-87-0,35-115-2
Car,Sacked-Yards,1-3,3-19,2-21,3-29,2-16,2-18,7-58,4-21,3-26,3-19,4-26,5-33,5-48,2-12,5-37,1-3
Car,Third Down Conv.,9-17,2-12,4-10,7-14,6-13,3-15,2-13,3-10,4-10,6-14,5-13,3-11,3-10,4-10,4-14,4-11
Car,Time of Possession,33:16,33:53,28:16,30:38,32:24,31:10,26:59,26:43,28:38,31:26,31:33,30:37,28:16,31:18,32:21,35:40
Car,Total Yards,349,289,413,297,507,268,230,431,401,349,351,362,345,428,286,379
Car,Turnovers,1,0,1,3,3,1,3,3,2,0,1,0,4,1,3,0
