,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
ATL,ATL Score,25,39,26,16,16,40,22,25,34,9,43,16,17,27,14,27
ATL,Cmp-Att-Yd-TD-INT,37-54-450-2-1,24-37-273-4-0,19-38-238-1-1,28-39-285-0-0,21-37-226-0-1,30-40-371-4-0,31-42-338-1-0,21-30-281-0-1,25-35-284-3-1,19-37-232-0-2,22-39-185-2-1,19-39-273-1-0,22-33-263-2-3,34-49-356-3-0,27-35-300-2-0,29-44-265-2-0
ATL,First Downs,28,22,22,24,21,24,26,28,23,14,23,21,19,23,23,25
ATL,Fourth Down Conv.,0-4,2-2,0-0,2-4,1-1,3-3,1-2,0-0,0-0,2-3,1-1,0-1,0-0,1-2,0-0,2-3
ATL,Fumbles-Lost,1-1,0-0,1-0,0-0,1-0,2-1,2-1,0-0,0-0,0-0,0-0,1-1,0-0,0-0,4-1,4-2
ATL,HomeTeam,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
ATL,Net Pass Yards,434,267,227,249,207,363,322,270,271,196,179,262,249,332,277,258
ATL,Opp Score,38,40,30,30,23,23,23,17,27,24,6,21,20,31,17,44
ATL,Opp_Cmp-Att-Yd-TD-INT,31-35-322-4-0,34-49-450-1-0,29-51-316-4-2,27-33-327-4-0,27-36-313-2-0,24-36-343-3-3,25-36-340-1-0,16-27-179-1-1,25-48-313-2-1,18-23-233-0-0,25-39-240-0-1,27-37-232-2-0,36-44-243-2-1,31-45-390-2-0,24-45-278-2-2,26-41-399-4-1
ATL,Opp_First Downs,22,33,24,22,24,19,21,18,23,24,13,23,23,27,23,28
ATL,Opp_Fourth Down Conv.,1-1,0-2,1-2,1-2,0-0,1-2,0-1,1-3,0-2,1-1,1-2,2-3,0-0,0-0,1-2,0-0
ATL,Opp_Fumbles-Lost,1-0,4-3,2-0,0-0,0-0,0-0,0-0,0-0,2-0,1-1,5-4,3-1,2-0,1-0,0-0,0-0
ATL,Opp_Net Pass Yards,299,445,307,315,313,333,322,157,302,210,203,217,240,365,278,391
ATL,Opp_Penalties-Yards,6-46,7-75,10-80,3-30,4-25,3-30,5-50,6-30,5-65,5-35,11-141,10-79,6-40,1-10,6-41,3-23
ATL,Opp_Rush-Yds-TDs,20-84-1,31-125-4,25-130-0,26-88-0,27-124-0,13-32-0,21-64-1,22-147-1,22-103-1,36-166-3,14-40-0,36-207-1,26-105-0,18-51-2,21-117-0,22-94-1
ATL,Opp_Sacked-Yards,3-23,1-5,2-9,1-12,0-0,1-10,2-18,3-22,1-11,3-23,5-37,2-15,1-3,3-25,0-0,1-8
ATL,Opp_Third Down Conv.,3-9,7-13,4-15,6-11,6-12,3-10,3-10,2-10,7-16,4-11,3-12,8-17,9-15,4-10,5-13,6-11
ATL,Opp_Time of Possession,30:36,26:12,34:50,29:38,33:05,19:53,29:15,23:30,26:33,33:41,25:02,36:54,34:15,31:49,26:48,26:48
ATL,Opp_Total Yards,383,570,437,403,437,365,386,304,405,376,243,424,345,416,395,485
ATL,Opp_Turnovers,0,3,2,0,0,3,0,1,1,1,5,1,1,0,2,1
ATL,Penalties-Yards,6-72,8-51,7-75,3-23,3-40,5-25,8-53,6-63,5-61,7-53,6-49,1-15,4-35,3-28,7-45,4-48
ATL,Rush-Yds-TDs,21-72-1,34-113-0,25-144-2,25-78-2,24-166-1,37-99-0,26-66-2,36-131-2,32-92-1,14-52-0,32-125-1,21-70-0,20-70-0,13-37-0,23-90-0,26-127-1
ATL,Sacked-Yards,2-16,1-6,2-11,4-36,2-19,2-8,2-16,2-11,2-13,8-36,1-6,3-11,2-14,3-24,4-23,1-7
ATL,Third Down Conv.,7-14,8-17,4-13,3-12,6-13,9-17,7-14,3-9,6-13,2-14,9-19,5-13,9-12,6-15,6-12,7-14
ATL,Time of Possession,29:24,33:48,25:10,30:22,26:55,40:07,30:45,36:30,33:27,26:19,34:58,23:06,25:45,28:11,33:12,33:12
ATL,Total Yards,506,380,371,327,373,462,388,401,363,248,304,332,319,369,367,385
ATL,Turnovers,2,0,1,0,1,1,1,1,1,2,1,1,3,0,1,2
