,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
ATL,ATL Score,24,25,6,7,21,16,16,23,28,23,24,13,25,7,29,17,17
ATL,Cmp-Att-Yd-TD-INT,15-18-115-1-0,19-32-237-1-1,21-38-201-0-0,19-31-191-1-2,29-38-351-1-0,28-47-307-2-3,19-25-250-0-0,20-34-246-1-0,21-38-268-1-1,12-21-94-1-0,13-21-168-1-2,12-27-121-1-0,26-40-347-1-1,12-20-152-1-1,23-33-229-1-0,13-33-180-1-4,25-34-318-2-2
ATL,First Downs,13,27,16,17,26,25,20,17,18,20,25,15,23,12,23,15,14
ATL,Fourth Down Conv.,0-0,3-4,0-1,0-1,0-0,1-3,0-0,1-2,0-0,1-2,0-1,0-0,1-1,0-1,1-1,0-1,0-1
ATL,Fumbles-Lost,1-0,0-0,1-1,1-1,3-2,0-0,3-3,1-1,1-1,0-0,0-0,3-0,4-0,3-1,1-0,1-0,1-1
ATL,HomeTeam,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False
ATL,Net Pass Yards,91,235,139,160,351,296,245,202,260,70,168,104,338,152,229,173,311
ATL,Opp Score,10,24,20,23,19,24,13,28,31,25,15,8,29,9,10,37,48
ATL,Opp_Cmp-Att-Yd-TD-INT,20-38-146-1-2,14-25-151-3-0,22-33-243-1-1,23-30-207-1-0,20-35-249-1-0,14-23-151-3-0,27-42-275-1-1,19-29-238-4-0,25-36-236-2-0,19-32-249-0-1,24-38-304-0-1,19-38-214-0-1,14-29-144-2-0,18-24-167-0-0,20-37-201-0-1,20-32-268-1-0,22-28-264-4-0
ATL,Opp_First Downs,20,17,18,16,17,13,21,17,23,20,22,14,16,17,20,22,27
ATL,Opp_Fourth Down Conv.,0-2,0-1,0-0,1-2,0-0,1-1,0-1,1-1,1-1,1-1,0-0,2-3,1-2,0-2,1-3,1-2,1-1
ATL,Opp_Fumbles-Lost,2-1,0-0,0-0,2-0,0-0,0-0,2-1,1-1,3-2,0-0,2-1,4-2,2-0,2-0,1-0,1-0,2-0
ATL,Opp_Net Pass Yards,127,140,243,195,249,121,256,226,217,230,296,197,142,154,170,240,246
ATL,Opp_Penalties-Yards,9-66,7-40,10-119,3-25,5-25,6-40,9-66,6-53,1-4,11-112,6-50,11-71,4-26,4-35,4-29,5-55,3-15
ATL,Opp_Rush-Yds-TDs,32-154-0,21-84-0,31-115-1,32-105-0,23-64-0,22-72-0,20-73-0,36-149-0,33-146-1,26-122-2,28-148-0,25-62-0,37-148-1,36-129-0,25-92-1,37-192-3,35-154-2
ATL,Opp_Sacked-Yards,2-19,1-11,0-0,2-12,0-0,5-30,3-19,2-12,4-19,2-19,1-8,4-17,1-2,3-13,6-31,3-28,3-18
ATL,Opp_Third Down Conv.,5-14,3-9,4-14,5-14,4-13,2-10,6-12,5-15,7-16,3-11,6-14,2-15,6-16,5-15,5-14,6-16,3-10
ATL,Opp_Time of Possession,34:41,23:45,32:57,32:51,24:28,23:37,30:01,32:59,31:32,28:18,31:34,30:26,31:40,33:56,30:36,37:14,33:50
ATL,Opp_Total Yards,281,224,358,300,313,193,329,375,363,352,444,259,290,283,262,432,400
ATL,Opp_Turnovers,3,0,1,0,0,0,2,1,2,1,2,3,0,0,1,0,0
ATL,Penalties-Yards,6-43,6-110,4-24,3-50,7-55,4-31,9-60,3-15,8-62,4-43,5-35,6-55,2-10,4-25,4-35,1-15,8-75
ATL,Rush-Yds-TDs,26-130-2,45-211-1,20-44-0,22-127-0,36-96-1,29-106-0,38-156-1,26-140-1,28-110-1,41-184-2,41-228-1,34-90-0,26-96-2,31-52-0,30-177-1,24-134-1,25-78-0
ATL,Sacked-Yards,4-24,1-2,7-62,4-31,0-0,3-11,1-5,6-44,1-8,3-24,0-0,3-17,3-9,0-0,1-0,2-7,1-7
ATL,Third Down Conv.,2-10,6-15,4-14,6-12,7-14,5-15,7-13,4-15,10-18,7-14,4-8,4-14,5-13,6-13,5-13,4-13,4-11
ATL,Time of Possession,25:19,36:15,27:03,27:09,35:32,36:23,29:59,27:01,28:28,31:42,28:26,29:34,28:20,26:04,29:24,22:46,26:10
ATL,Total Yards,221,446,183,287,447,402,401,342,370,254,396,194,434,204,406,307,389
ATL,Turnovers,0,1,1,3,2,3,3,1,2,0,2,0,1,2,0,4,3
