,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
ATL,ATL Score,12,24,24,10,32,33,10,20,26,29,22,18,40,29,24,28
ATL,Cmp-Att-Yd-TD-INT,33-46-304-2-2,27-43-320-3-3,29-34-304-3-1,35-53-397-0-0,32-46-330-3-1,30-36-356-4-0,22-33-224-1-1,39-52-460-1-1,20-35-182-2-1,22-32-314-1-0,28-55-326-1-1,35-50-312-2-2,20-34-313-2-0,25-39-210-2-0,32-45-384-1-2,30-51-313-1-0
ATL,First Downs,27,19,25,24,22,31,14,30,24,20,22,27,22,20,28,28
ATL,Fourth Down Conv.,2-2,1-1,0-0,1-4,1-1,0-0,0-0,1-1,1-1,1-1,2-3,2-4,0-0,0-0,0-0,1-3
ATL,Fumbles-Lost,1-1,1-0,0-0,1-1,1-0,1-0,4-2,2-2,0-0,3-0,2-1,2-1,0-0,1-1,1-0,1-1
ATL,HomeTeam,False,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False
ATL,Net Pass Yards,272,310,304,364,316,341,186,441,174,295,280,259,302,201,383,286
ATL,Opp Score,28,20,27,24,53,34,37,27,9,3,35,26,20,22,12,22
ATL,Opp_Cmp-Att-Yd-TD-INT,8-10-98-1-0,28-48-255-1-2,28-37-310-2-0,18-27-227-3-0,28-33-426-5-0,27-37-340-3-0,23-38-291-2-0,14-20-182-2-0,33-46-304-0-0,31-50-325-0-4,18-28-313-3-2,18-31-184-1-0,28-41-293-1-2,22-34-200-1-0,14-32-188-1-0,13-24-201-2-2
ATL,Opp_First Downs,18,18,29,22,31,24,23,18,18,17,20,14,27,20,17,14
ATL,Opp_Fourth Down Conv.,0-0,2-3,0-0,0-1,0-0,1-1,1-1,0-0,0-3,3-5,0-0,0-0,0-0,1-1,3-4,1-1
ATL,Opp_Fumbles-Lost,2-0,1-1,0-0,3-0,5-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,3-2,4-2,1-1,3-1
ATL,Opp_Net Pass Yards,97,237,300,227,426,340,291,171,258,270,313,184,245,193,173,193
ATL,Opp_Penalties-Yards,11-100,7-60,4-39,5-77,9-89,8-57,5-24,9-60,12-90,8-68,8-51,9-121,7-44,7-67,6-36,12-97
ATL,Opp_Rush-Yds-TDs,38-172-3,21-49-1,24-79-1,34-138-0,34-166-1,29-102-1,36-90-1,33-151-1,11-52-0,15-77-0,34-133-1,18-95-1,22-100-1,27-120-1,24-115-0,21-136-0
ATL,Opp_Sacked-Yards,1-1,3-18,1-10,0-0,0-0,0-0,0-0,2-11,6-46,5-55,0-0,0-0,5-48,1-7,3-15,1-8
ATL,Opp_Third Down Conv.,5-10,9-18,5-8,6-13,10-13,7-13,8-16,3-9,3-12,2-14,6-13,2-10,3-10,4-12,3-14,1-8
ATL,Opp_Time of Possession,29:47,32:54,31:23,29:19,31:00,27:13,37:09,29:13,26:14,28:34,28:22,24:23,28:16,30:48,26:53,23:45
ATL,Opp_Total Yards,269,286,379,365,592,442,381,322,310,347,446,279,345,313,288,329
ATL,Opp_Turnovers,0,3,0,0,1,0,0,0,0,4,2,0,4,2,1,3
ATL,Penalties-Yards,9-78,10-58,16-128,7-50,7-63,8-72,5-48,5-40,7-48,3-20,7-60,4-18,6-58,11-98,9-64,5-53
ATL,Rush-Yds-TDs,17-73-0,17-57-0,20-93-0,17-58-1,20-57-1,25-103-0,15-38-0,17-69-1,34-143-0,26-54-1,19-57-1,26-89-0,32-159-2,20-89-1,27-135-2,30-87-0
ATL,Sacked-Yards,4-32,1-10,0-0,5-33,2-14,2-15,5-38,2-19,1-8,3-19,6-46,9-53,1-11,2-9,1-1,6-27
ATL,Third Down Conv.,2-8,3-10,8-10,5-14,9-16,6-11,3-12,3-9,6-15,6-14,4-16,6-16,5-12,7-13,7-13,7-18
ATL,Time of Possession,30:13,27:06,28:37,30:41,29:00,32:47,22:51,30:47,33:46,31:26,31:38,35:37,31:44,29:12,33:07,36:22
ATL,Total Yards,345,367,397,422,373,444,224,510,317,349,337,348,461,290,518,373
ATL,Turnovers,3,3,1,1,1,0,3,3,1,0,2,3,0,1,2,1
