,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
ATL,ATL Score,6,25,17,30,27,30,13,27,3,0,21,17,29,13,20,15,20
ATL,Cmp-Att-Yd-TD-INT,21-35-164-0-0,35-48-300-2-3,27-36-243-2-0,25-42-283-4-0,33-46-342-2-0,25-40-336-2-1,20-27-146-1-2,23-30-343-2-0,10-27-131-0-3,20-32-158-0-4,19-29-190-1-1,30-41-297-0-0,19-28-190-1-0,19-32-236-1-0,18-24-215-1-0,13-23-197-0-0,20-33-216-1-1
ATL,First Downs,19,19,18,24,28,21,17,18,11,11,21,21,20,13,14,18,13
ATL,Fourth Down Conv.,1-3,1-4,0-0,0-0,1-1,0-0,1-1,0-1,0-2,1-2,0-0,0-0,2-2,0-3,1-1,0-1,2-3
ATL,Fumbles-Lost,1-0,1-0,1-1,1-0,3-2,1-1,1-0,2-0,1-0,0-0,0-0,5-1,1-1,1-1,1-1,1-1,3-2
ATL,HomeTeam,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True
ATL,Net Pass Yards,136,293,227,275,342,325,131,332,111,125,183,259,190,213,207,169,195
ATL,Opp Score,32,48,14,34,20,28,19,25,43,25,14,30,21,31,16,29,30
ATL,Opp_Cmp-Att-Yd-TD-INT,27-35-264-3-0,24-36-276-5-0,24-35-266-0-0,23-33-290-3-0,19-32-192-0-1,32-40-291-4-2,13-25-129-0-0,27-43-282-2-0,28-35-317-2-0,22-26-207-1-1,23-42-228-1-1,38-51-368-4-1,21-35-253-1-2,18-24-235-1-0,25-35-208-1-1,11-26-120-0-3,16-24-178-3-0
ATL,Opp_First Downs,24,21,21,26,17,27,21,26,22,20,20,25,21,23,19,28,22
ATL,Opp_Fourth Down Conv.,0-2,1-2,0-0,1-2,0-0,0-0,0-0,0-1,3-3,0-0,0-2,1-1,1-3,0-0,3-4,1-1,0-1
ATL,Opp_Fumbles-Lost,2-0,2-1,3-1,0-0,1-0,0-0,1-1,1-1,1-1,0-0,3-1,0-0,3-1,2-1,0-0,1-0,2-0
ATL,Opp_Net Pass Yards,261,259,246,290,166,281,129,267,317,174,216,368,243,235,208,118,174
ATL,Opp_Penalties-Yards,14-89,9-83,8-53,6-85,7-58,6-44,8-76,10-74,8-80,5-59,6-43,3-15,6-45,5-35,6-30,7-47,4-40
ATL,Opp_Rush-Yds-TDs,31-173-1,21-82-0,27-100-1,28-122-1,18-64-2,29-132-0,47-203-1,25-109-1,37-114-3,30-134-0,28-141-0,17-57-0,26-91-2,32-162-3,33-130-0,44-233-4,46-195-0
ATL,Opp_Sacked-Yards,1-3,3-17,2-20,1-0,2-26,1-10,0-0,1-15,0-0,3-33,1-12,0-0,1-10,0-0,0-0,1-2,1-4
ATL,Opp_Third Down Conv.,6-13,4-12,7-14,4-9,5-10,7-11,10-17,3-10,6-14,4-12,9-16,8-13,4-11,6-11,7-16,7-12,8-16
ATL,Opp_Time of Possession,31:02,26:29,31:51,29:17,24:06,34:38,35:23,32:21,37:41,32:43,29:08,27:14,25:23,30:27,38:05,36:07,39:17
ATL,Opp_Total Yards,434,341,346,412,230,413,332,376,431,308,357,425,334,397,338,351,369
ATL,Opp_Turnovers,0,1,1,0,1,2,1,1,1,1,2,1,3,1,1,3,0
ATL,Penalties-Yards,12-99,6-49,4-28,7-36,4-66,3-29,3-15,6-76,6-41,9-72,5-26,6-39,6-60,4-29,2-15,4-27,5-46
ATL,Rush-Yds-TDs,26-124-0,20-55-1,20-69-0,28-99-0,29-108-1,22-72-1,20-82-0,25-34-1,24-103-0,16-40-0,29-149-2,23-121-1,36-128-1,23-62-0,18-47-1,22-96-1,12-62-1
ATL,Sacked-Yards,3-28,1-7,3-16,1-8,0-0,1-11,3-15,2-11,2-20,4-33,1-7,5-38,0-0,3-23,3-8,5-28,3-21
ATL,Third Down Conv.,3-14,6-15,5-13,10-16,9-14,6-13,3-10,5-13,1-11,2-11,5-12,9-17,7-14,5-13,2-8,1-7,3-10
ATL,Time of Possession,28:58,33:31,28:09,30:43,35:54,25:22,24:37,27:39,22:19,27:17,30:52,32:46,34:37,29:33,21:55,23:53,20:43
ATL,Total Yards,260,348,296,374,450,397,213,366,214,165,332,380,318,275,254,265,257
ATL,Turnovers,0,3,1,0,2,2,2,0,3,4,1,1,1,1,1,1,3
