,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
nor,Cmp-Att-Yd-TD-INT,16-34-198-0-3,22-37-236-0-1,23-34-204-1-0,25-33-246-3-1,18-26-183-2-0,33-51-357-1-1,21-30-217-1-0,20-29-354-2-0,18-30-220-2-3,26-43-232-2-2,24-38-304-0-1,16-25-213-2-0,13-36-137-0-0,22-38-190-0-0,27-40-319-3-1,25-34-208-2-0,25-34-318-2-2
nor,First Downs,16,23,15,21,17,24,18,24,20,16,22,18,16,12,18,20,14
nor,Fourth Down Conv.,0-0,0-0,1-1,0-0,0-0,0-2,1-2,0-0,1-1,2-2,0-0,0-0,1-7,3-5,0-3,0-0,0-1
nor,Fumbles-Lost,0-0,0-0,0-0,0-0,0-0,1-1,2-2,1-1,3-2,1-0,2-1,1-0,3-2,0-0,0-0,0-0,1-1
nor,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nor,Net Pass Yards,181,207,175,239,168,341,217,350,212,215,296,205,99,133,304,202,311
nor,Opp Score,16,17,18,9,0,20,24,27,24,27,24,28,28,24,30,13,48
nor,Opp_Cmp-Att-Yd-TD-INT,23-33-305-1-1,22-33-153-1-0,22-44-259-1-1,24-39-140-0-1,15-31-132-0-2,13-27-199-2-1,33-55-301-1-1,23-41-213-2-1,26-35-214-3-0,23-34-268-1-0,13-21-168-1-2,19-29-267-1-1,18-26-119-2-1,23-29-218-3-0,24-34-328-2-0,22-33-309-2-2,22-28-264-4-0
nor,Opp_First Downs,15,14,21,16,8,19,25,19,18,23,25,23,14,20,23,13,27
nor,Opp_Fourth Down Conv.,0-0,1-1,1-3,1-2,0-2,0-0,4-6,1-1,0-1,0-0,0-1,0-1,0-0,0-0,1-1,1-1,1-1
nor,Opp_Fumbles-Lost,2-1,1-1,1-0,2-2,2-1,0-0,1-0,0-0,0-0,0-0,0-0,1-1,0-0,0-0,0-0,2-2,2-0
nor,Opp_Net Pass Yards,282,139,245,127,111,177,295,207,214,263,168,249,110,209,325,292,246
nor,Opp_Penalties-Yards,7-45,6-35,11-90,7-58,5-30,3-29,3-34,6-30,1-5,5-35,5-35,6-50,3-30,6-58,3-25,5-38,3-15
nor,Opp_Rush-Yds-TDs,27-69-0,19-100-0,26-95-1,19-70-0,18-45-0,31-120-0,31-112-1,24-164-1,27-87-0,33-125-2,41-228-1,36-113-3,25-97-1,28-87-0,32-133-1,15-57-0,35-154-2
nor,Opp_Sacked-Yards,4-23,4-14,1-14,3-13,2-21,2-22,1-6,2-6,0-0,1-5,0-0,2-18,1-9,1-9,1-3,2-17,3-18
nor,Opp_Third Down Conv.,7-16,4-14,8-18,5-14,1-14,4-11,3-18,7-16,7-14,6-15,4-8,6-12,3-10,6-12,4-12,2-8,3-10
nor,Opp_Time of Possession,28:40,27:11,32:35,28:49,20:26,28:27,36:10,29:51,29:20,33:06,28:26,32:10,25:10,33:27,34:18,23:22,33:50
nor,Opp_Total Yards,351,239,340,197,156,297,407,371,301,388,396,362,207,296,458,349,400
nor,Opp_Turnovers,2,1,1,3,3,1,1,1,0,0,2,2,1,0,0,4,0
nor,Penalties-Yards,6-45,3-32,7-102,11-91,12-86,7-83,5-42,8-73,8-71,9-74,6-50,6-45,4-27,5-32,3-20,5-31,8-75
nor,Rush-Yds-TDs,22-104-0,33-134-2,22-77-0,33-114-0,42-136-1,25-89-0,26-113-2,36-161-3,32-156-0,15-65-0,28-148-0,30-142-2,39-204-0,16-60-0,16-35-0,35-108-0,25-78-0
nor,Sacked-Yards,3-17,4-29,4-29,1-7,2-15,2-16,0-0,1-4,2-8,3-17,1-8,1-8,4-38,7-57,2-15,1-6,1-7
nor,Third Down Conv.,2-12,7-16,4-14,8-15,5-15,6-15,2-11,6-12,6-12,4-14,6-14,6-13,8-20,2-16,5-11,8-18,4-11
nor,Time of Possession,31:20,32:49,27:25,31:11,39:34,31:33,23:50,30:09,30:40,26:54,31:34,27:50,34:50,26:33,25:42,36:38,26:10
nor,Total Yards,285,341,252,353,304,430,330,511,368,280,444,347,303,193,339,310,389
nor,Turnovers,3,1,0,1,0,2,2,1,5,2,2,0,2,0,1,0,3
nor,nor Score,15,20,17,26,34,13,31,38,17,19,15,33,6,6,22,23,17
