,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
nor,Cmp-Att-Yd-TD-INT,20-35-201-0-2,11-22-111-0-2,13-21-128-2-0,28-40-402-2-1,15-30-279-4-1,19-35-222-1-0,28-41-375-4-2,23-30-343-2-0,21-36-309-2-0,22-40-214-3-2,23-28-260-4-2,26-40-238-1-1,15-21-175-0-0,13-27-154-0-0,19-26-198-1-1,17-26-132-0-1,16-24-178-3-0
nor,First Downs,14,6,19,21,18,21,16,18,22,18,21,17,21,11,16,16,22
nor,Fourth Down Conv.,2-3,0-2,0-0,0-0,1-1,2-2,0-1,0-1,0-0,0-0,1-1,0-1,1-1,0-0,0-0,0-0,0-1
nor,Fumbles-Lost,1-1,0-0,0-0,2-0,1-1,2-1,1-1,2-0,1-1,2-1,1-0,0-0,2-0,1-0,1-0,1-1,2-0
nor,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nor,Net Pass Yards,186,80,110,402,271,210,350,332,287,214,248,231,141,151,173,90,174
nor,Opp Score,38,26,13,21,22,10,36,25,23,40,6,17,9,0,3,18,20
nor,Opp_Cmp-Att-Yd-TD-INT,15-21-151-5-0,26-38-305-2-1,30-51-270-1-3,19-26-235-1-1,20-41-248-0-2,12-22-167-1-0,22-39-215-2-0,27-43-282-2-0,19-27-213-1-0,13-24-147-0-0,17-30-163-1-1,19-41-264-2-4,19-42-202-0-0,26-48-214-0-1,12-20-135-0-2,17-28-222-1-0,20-33-216-1-1
nor,Opp_First Downs,22,28,16,21,26,14,26,26,17,21,12,17,13,17,10,15,13
nor,Opp_Fourth Down Conv.,2-2,0-0,2-3,0-1,1-3,0-1,2-3,0-1,0-0,0-0,1-3,1-1,1-3,0-1,1-3,0-0,2-3
nor,Opp_Fumbles-Lost,0-0,1-0,0-0,0-0,0-0,0-0,1-0,1-1,1-0,1-1,0-0,1-0,0-0,1-1,0-0,0-0,3-2
nor,Opp_Net Pass Yards,151,294,251,235,242,129,209,267,198,138,146,252,178,184,81,207,195
nor,Opp_Penalties-Yards,6-36,5-49,4-30,5-35,5-37,6-53,2-10,10-74,8-49,6-49,4-24,7-59,5-45,3-30,7-62,5-33,5-46
nor,Opp_Rush-Yds-TDs,39-171-0,33-89-1,17-49-0,39-170-2,33-131-2,28-90-0,32-152-1,25-109-1,29-66-1,50-242-3,25-44-0,26-153-0,17-78-0,21-118-0,23-83-0,28-73-0,12-62-1
nor,Opp_Sacked-Yards,0-0,2-11,2-19,0-0,2-6,5-38,1-6,1-15,2-15,3-9,2-17,2-12,3-24,4-30,8-54,2-15,3-21
nor,Opp_Third Down Conv.,5-10,8-15,7-19,8-13,5-16,3-12,5-14,3-10,3-12,12-21,5-14,5-14,3-14,6-19,0-12,5-13,3-10
nor,Opp_Time of Possession,34:36,38:32,27:12,37:31,36:26,27:11,33:16,32:21,31:34,37:01,25:22,31:54,21:08,30:15,26:04,29:29,20:43
nor,Opp_Total Yards,322,383,300,405,373,219,361,376,264,380,190,405,256,302,164,280,257
nor,Opp_Turnovers,0,1,3,1,2,0,0,1,0,1,1,4,0,2,2,0,3
nor,Penalties-Yards,5-33,11-115,2-15,3-25,6-45,7-90,11-99,6-76,9-65,3-25,4-35,5-35,4-42,6-41,7-65,1-5,4-40
nor,Rush-Yds-TDs,15-43-0,17-48-1,38-142-1,20-83-1,23-98-1,31-94-0,14-71-0,25-34-1,21-86-1,22-109-1,32-113-0,24-146-1,44-203-3,31-61-0,30-86-0,26-88-1,46-195-0
nor,Sacked-Yards,2-15,4-31,3-18,0-0,2-8,2-12,3-25,2-11,4-22,0-0,2-12,1-7,3-34,2-3,3-25,7-42,1-4
nor,Third Down Conv.,1-10,2-11,6-13,4-11,4-11,2-13,8-13,5-13,5-12,6-13,8-13,2-13,6-15,3-16,5-15,6-14,8-16
nor,Time of Possession,25:24,21:28,32:48,27:35,23:34,32:49,26:44,27:39,28:26,22:59,34:38,28:06,38:52,29:45,33:56,30:31,39:17
nor,Total Yards,229,128,252,485,369,304,421,366,373,323,361,377,344,212,259,178,369
nor,Turnovers,3,2,0,1,2,1,3,0,1,3,2,1,0,0,1,2,0
nor,nor Score,3,7,28,27,33,13,27,27,21,29,31,27,30,9,20,10,30
