,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
nor,Cmp-Att-Yd-TD-INT,21-28-417-4-0,22-30-246-1-1,39-49-396-3-0,19-34-227-0-0,23-39-275-0-1,22-30-212-2-0,19-24-164-1-1,28-40-391-3-1,22-27-265-3-0,19-33-156-0-3,35-47-377-2-1,18-28-127-1-1,24-31-201-1-1,23-35-203-0-1,33-50-380-3-0,18-30-268-2-0,18-31-201-1-2,26-41-309-1-1
nor,First Downs,26,16,32,25,18,26,17,23,33,13,21,14,19,21,26,25,15,19
nor,Fourth Down Conv.,0-0,1-2,1-1,1-1,2-4,4-5,0-0,0-2,1-1,0-2,4-6,0-1,1-1,1-1,1-2,1-2,0-0,1-1
nor,Fumbles-Lost,1-0,3-0,1-0,1-0,1-1,2-1,0-0,0-0,0-0,0-0,5-3,3-0,1-1,1-1,3-2,0-0,0-0,1-0
nor,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nor,Net Pass Yards,417,234,391,219,244,205,164,391,265,138,340,111,198,191,364,263,201,301
nor,Opp Score,40,21,37,18,43,23,20,45,14,48,31,13,14,9,31,14,20,23
nor,Opp_Cmp-Att-Yd-TD-INT,37-45-439-3-0,28-35-243-2-0,26-35-374-5-0,31-41-255-1-0,26-29-363-3-0,24-40-284-2-0,31-41-359-2-1,25-36-346-4-0,14-23-198-1-2,23-32-373-4-0,15-22-171-4-1,24-28-249-1-0,18-38-213-2-1,17-30-181-1-1,27-40-326-1-1,14-22-118-1-1,28-38-301-2-1,26-41-249-2-1
nor,Opp_First Downs,26,18,24,22,27,25,27,31,13,28,19,21,20,13,24,17,25,19
nor,Opp_Fourth Down Conv.,1-1,0-0,0-0,0-0,0-0,1-2,2-3,2-2,1-2,1-1,0-0,0-0,0-0,1-2,0-0,0-1,2-2,0-0
nor,Opp_Fumbles-Lost,2-2,2-2,0-0,2-2,2-1,0-0,2-1,1-1,0-0,0-0,1-0,3-2,1-0,1-1,1-0,0-0,2-0,2-0
nor,Opp_Net Pass Yards,432,213,359,234,349,274,338,346,174,373,162,209,174,149,313,110,283,242
nor,Opp_Penalties-Yards,8-77,4-53,5-54,6-67,4-45,5-54,6-54,2-20,4-26,8-69,3-19,8-80,10-84,4-48,9-91,6-94,11-84,3-20
nor,Opp_Rush-Yds-TDs,13-43-2,23-62-0,22-48-0,15-65-1,32-98-3,23-77-1,22-85-1,34-141-2,16-110-1,37-173-2,31-150-0,31-99-0,23-105-0,23-98-0,19-57-3,27-184-1,31-137-0,21-48-0
nor,Opp_Sacked-Yards,1-7,3-30,3-15,3-21,2-14,1-10,4-21,0-0,4-24,0-0,2-9,7-40,4-39,4-32,2-13,2-8,2-18,2-7
nor,Opp_Third Down Conv.,4-9,3-12,4-11,5-10,5-9,5-12,5-10,7-12,0-6,6-11,5-11,7-14,6-14,7-15,6-12,4-10,8-15,6-14
nor,Opp_Time of Possession,27:51,32:41,29:20,29:00,33:17,26:29,31:23,33:41,20:14,37:34,29:01,36:53,28:07,24:51,28:40,26:34,37:50,30:41
nor,Opp_Total Yards,475,275,407,299,447,351,423,487,284,546,312,308,279,247,370,294,420,290
nor,Opp_Turnovers,2,2,0,2,1,0,2,1,2,0,1,2,1,2,1,1,1,1
nor,Penalties-Yards,7-70,4-43,11-120,5-51,6-38,6-52,7-64,4-32,1-5,6-49,2-26,5-48,6-51,9-80,6-79,2-10,4-30,7-64
nor,Rush-Yds-TDs,34-112-1,27-93-1,27-143-2,32-170-3,18-39-2,39-134-1,29-106-1,19-92-1,47-244-3,12-58-1,16-26-0,19-65-0,30-100-2,32-155-1,18-65-0,37-111-2,16-49-1,26-77-1
nor,Sacked-Yards,0-0,3-12,1-5,1-8,3-31,1-7,0-0,0-0,0-0,3-18,6-37,2-16,1-3,2-12,3-16,1-5,0-0,1-8
nor,Third Down Conv.,8-13,4-12,7-14,5-13,4-13,6-14,4-9,3-8,7-12,3-10,5-15,3-11,6-12,4-13,6-13,6-13,2-7,6-16
nor,Time of Possession,32:09,27:19,37:45,31:00,26:43,33:31,28:37,26:19,39:46,22:26,30:59,23:07,31:53,35:09,31:20,33:26,22:10,32:36
nor,Total Yards,529,327,534,389,283,339,270,483,509,196,366,176,298,346,429,374,250,378
nor,Turnovers,0,1,0,0,2,1,1,1,0,3,4,1,2,2,2,0,2,1
nor,nor Score,48,18,43,33,19,24,30,35,51,7,17,10,28,12,28,33,14,26
