,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
nor,Cmp-Att-Yd-TD-INT,23-36-239-2-2,26-38-312-1-1,21-32-283-3-0,19-25-246-2-1,20-34-264-4-0,23-28-254-2-0,31-41-280-2-0,29-35-282-4-0,24-39-247-1-2,19-37-232-0-2,9-16-78-0-1,27-37-232-2-0,28-38-291-2-1,26-47-254-3-0,27-41-291-3-0,22-32-201-3-0,19-29-199-1-0,18-33-199-2-0
nor,First Downs,23,26,24,29,19,18,23,27,21,14,19,23,20,34,25,20,11,20
nor,Fourth Down Conv.,1-1,0-0,1-2,1-1,0-1,0-0,2-3,1-2,0-1,2-3,0-0,2-3,0-1,0-0,1-2,1-1,0-1,1-1
nor,Fumbles-Lost,2-1,0-0,0-0,2-0,1-0,0-0,3-0,3-2,2-2,0-0,2-0,3-1,1-1,3-1,2-0,2-0,0-0,1-0
nor,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nor,Net Pass Yards,224,312,271,228,239,246,272,282,232,196,63,217,262,232,274,191,191,189
nor,Opp Score,34,34,30,29,30,27,23,3,27,24,3,16,24,29,52,7,21,20
nor,Opp_Cmp-Att-Yd-TD-INT,19-31-198-2-0,28-38-284-3-0,29-36-288-3-0,17-31-206-3-1,33-48-325-1-1,30-37-287-2-0,28-41-272-2-1,22-38-209-0-3,14-23-139-1-0,18-23-233-0-0,1-9-13-0-2,19-39-273-1-0,17-30-167-1-0,15-34-234-3-1,21-28-319-0-2,18-37-271-0-5,28-39-265-2-0,20-35-190-2-3
nor,Opp_First Downs,18,28,21,18,23,26,18,13,17,24,6,21,21,15,36,17,27,20
nor,Opp_Fourth Down Conv.,0-1,2-2,1-1,3-3,0-0,0-0,2-3,0-3,0-0,1-1,0-0,0-1,2-4,1-1,1-1,2-4,0-1,0-0
nor,Opp_Fumbles-Lost,0-0,2-1,3-1,0-0,1-0,1-1,0-0,0-0,5-2,1-1,1-1,1-1,1-1,0-0,0-0,2-0,2-1,1-1
nor,Opp_Net Pass Yards,189,261,275,191,313,277,233,186,123,210,12,262,167,225,319,246,262,190
nor,Opp_Penalties-Yards,6-119,3-13,8-83,5-49,5-60,6-50,7-53,5-39,5-61,5-35,2-10,1-15,6-27,10-93,4-38,1-5,4-20,5-34
nor,Opp_Rush-Yds-TDs,34-82-1,35-116-1,20-122-0,22-90-1,25-95-2,29-138-1,23-96-0,5-8-0,30-114-2,36-166-3,33-100-0,21-70-0,36-246-2,17-60-1,45-264-7,20-74-1,35-123-1,25-104-0
nor,Opp_Sacked-Yards,1-9,3-23,2-13,3-15,2-12,1-10,5-39,3-23,3-16,3-23,1-1,3-11,0-0,1-9,0-0,3-25,1-3,0-0
nor,Opp_Third Down Conv.,5-15,10-17,5-11,7-14,5-15,12-14,5-15,1-9,2-12,4-11,1-10,5-13,4-13,1-11,5-9,1-9,11-17,6-11
nor,Opp_Time of Possession,31:23,36:18,28:20,23:14,35:01,34:41,33:09,19:56,27:06,33:41,24:14,23:06,30:16,18:46,36:47,29:06,38:58,28:29
nor,Opp_Total Yards,271,377,397,281,408,415,329,194,237,376,112,332,413,285,583,320,385,294
nor,Opp_Turnovers,0,1,1,1,1,1,1,3,2,1,3,1,1,1,2,5,1,4
nor,Penalties-Yards,9-103,10-129,2-10,4-67,1-10,1-5,5-45,3-28,6-51,7-53,5-35,10-79,8-52,5-54,3-20,4-31,9-50,7-62
nor,Rush-Yds-TDs,26-86-1,19-112-2,26-98-1,42-164-3,32-111-0,14-37-1,30-122-0,37-138-1,25-49-0,14-52-0,44-229-4,36-207-1,20-96-1,41-179-1,17-90-2,30-156-1,19-48-0,35-127-1
nor,Sacked-Yards,3-15,0-0,1-12,2-18,3-25,1-8,1-8,1-0,2-15,8-36,3-15,2-15,5-29,4-22,2-17,2-10,1-8,1-10
nor,Third Down Conv.,5-13,7-11,5-11,10-14,8-17,6-9,2-13,9-14,7-16,2-14,7-15,8-17,5-12,9-18,3-9,6-14,1-10,8-17
nor,Time of Possession,28:37,23:42,31:40,36:46,30:42,25:19,35:15,40:04,32:54,26:19,35:46,36:54,29:44,41:14,23:13,30:54,21:02,31:31
nor,Total Yards,310,424,369,392,350,283,394,420,281,248,292,424,358,411,364,347,239,316
nor,Turnovers,3,1,0,1,0,0,0,2,4,2,1,1,2,1,0,0,0,0
nor,nor Score,23,24,37,35,27,24,26,38,13,9,31,21,21,32,33,33,9,30
