,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
DET,Cmp-Att-Yd-TD-INT,29-52-300-1-5,34-53-347-3-0,27-36-262-2-1,24-30-307-2-0,14-26-183-2-0,18-22-217-2-0,27-40-310-2-1,25-36-199-0-0,25-42-274-2-2,23-37-220-1-0,28-38-236-0-2,20-34-245-1-1,15-23-101-0-0,22-29-208-1-0,23-43-161-0-0,21-33-274-3-0
DET,DET Score,17,27,26,24,31,32,14,9,22,20,16,16,17,13,9,31
DET,First Downs,20,25,25,18,18,24,21,18,24,20,17,23,16,14,17,25
DET,Fourth Down Conv.,0-2,0-1,0-0,0-0,0-0,1-1,0-0,3-3,4-5,0-0,1-2,0-0,0-0,0-0,1-3,1-1
DET,Fumbles-Lost,0-0,1-1,1-0,0-0,0-0,2-0,2-2,1-1,3-1,0-0,0-0,1-1,2-1,0-0,1-0,0-0
DET,HomeTeam,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False
DET,Net Pass Yards,300,329,255,286,170,209,297,143,229,215,222,208,96,208,137,272
DET,Opp Score,48,30,10,26,23,21,28,24,34,19,23,30,3,14,27,0
DET,Opp_Cmp-Att-Yd-TD-INT,16-21-198-2-1,18-26-206-2-0,14-26-133-1-1,17-27-255-2-0,32-52-442-3-0,22-31-239-2-0,14-17-248-3-0,18-22-164-1-1,23-30-355-3-0,25-38-357-3-1,28-38-238-2-0,17-33-207-1-1,26-41-240-0-1,13-26-204-1-0,21-28-253-3-0,19-40-158-0-1
DET,Opp_First Downs,18,23,12,26,30,19,20,17,20,20,19,24,22,20,16,9
DET,Opp_Fourth Down Conv.,2-3,0-0,0-1,1-1,2-2,0-0,1-2,1-1,0-0,0-0,0-0,0-0,0-1,1-2,0-1,1-3
DET,Opp_Fumbles-Lost,1-1,1-0,0-0,2-0,3-3,0-0,0-0,1-1,0-0,0-0,1-1,1-1,2-0,1-0,0-0,0-0
DET,Opp_Net Pass Yards,180,156,120,231,423,215,237,155,348,331,226,195,218,195,240,129
DET,Opp_Penalties-Yards,7-49,9-86,5-38,2-20,12-112,4-50,7-111,3-15,6-46,2-15,3-20,7-105,8-83,3-20,11-78,5-38
DET,Opp_Rush-Yds-TDs,36-169-2,28-190-1,19-89-0,35-183-0,20-98-0,19-107-1,42-176-1,23-128-1,22-54-2,16-56-0,15-38-0,29-149-2,21-61-0,37-117-1,28-100-0,13-46-0
DET,Opp_Sacked-Yards,2-18,6-50,2-13,3-24,4-19,4-24,2-11,1-9,1-7,3-26,4-12,2-12,3-22,1-9,2-13,3-29
DET,Opp_Third Down Conv.,6-14,3-11,2-9,5-12,3-10,6-11,6-12,3-8,4-10,5-11,3-10,5-11,6-16,3-12,4-13,5-16
DET,Opp_Time of Possession,33:07,29:34,20:45,30:05,33:20,26:21,34:55,23:15,28:00,28:20,27:14,28:16,31:44,31:06,28:32,23:06
DET,Opp_Total Yards,349,346,209,414,521,322,413,283,402,387,264,344,279,312,340,175
DET,Opp_Turnovers,2,0,1,0,3,0,0,2,0,1,1,2,1,0,0,1
DET,Penalties-Yards,3-15,10-105,6-70,8-58,8-71,6-43,4-32,8-66,6-41,1-5,5-54,8-54,7-68,4-81,7-55,3-34
DET,Rush-Yds-TDs,15-39-0,18-98-0,33-159-0,20-96-1,28-94-2,35-248-1,13-34-0,24-66-0,24-76-1,26-94-1,24-111-2,26-102-0,31-122-1,26-105-1,23-86-0,38-130-1
DET,Sacked-Yards,0-0,2-18,1-7,3-21,3-13,1-8,3-13,10-56,6-45,1-5,2-14,4-37,1-5,0-0,3-24,1-2
DET,Third Down Conv.,3-13,7-16,7-14,6-11,5-13,2-8,6-10,4-15,4-15,4-12,5-14,2-12,4-12,5-13,4-16,7-14
DET,Time of Possession,26:53,30:26,39:15,29:55,26:40,33:39,25:05,36:45,32:00,31:40,32:46,31:44,28:16,28:54,31:28,36:54
DET,Total Yards,339,427,414,382,264,457,331,209,305,309,333,310,218,313,223,402
DET,Turnovers,5,1,1,0,0,0,3,1,3,0,2,2,1,0,0,0
