,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
DET,Cmp-Att-Yd-TD-INT,21-37-215-2-1,20-34-256-4-0,25-41-277-1-1,27-40-384-4-1,19-35-229-0-1,21-26-228-0-2,27-37-321-1-0,14-26-137-2-1,19-26-236-1-0,17-26-165-0-0,23-37-240-2-0,31-41-340-2-0,27-39-330-3-0,23-38-252-1-0,25-42-355-3-0,21-29-255-3-0,23-34-224-0-0
DET,DET Score,35,36,24,45,0,6,27,15,31,31,25,40,34,20,23,41,20
DET,First Downs,23,17,23,27,17,18,22,19,25,23,22,31,23,17,22,26,21
DET,Fourth Down Conv.,1-1,0-2,4-6,3-3,0-6,0-0,1-2,0-2,1-1,0-0,3-3,0-0,1-2,2-3,2-3,0-1,2-2
DET,Fumbles-Lost,1-0,0-0,0-0,1-1,1-1,5-3,0-0,0-0,1-0,1-0,4-2,0-0,0-0,0-0,1-1,0-0,1-0
DET,HomeTeam,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False
DET,Net Pass Yards,205,234,277,375,211,195,311,137,228,165,230,337,330,252,336,239,219
DET,Opp Score,38,27,28,48,29,24,31,9,30,18,28,14,23,17,37,10,16
DET,Opp_Cmp-Att-Yd-TD-INT,18-32-243-0-0,30-46-337-3-1,24-41-260-2-0,23-30-320-2-0,17-21-188-1-1,19-25-207-1-0,29-36-382-3-0,23-43-291-1-3,12-20-167-2-1,27-44-341-1-2,24-42-253-2-1,19-34-185-1-0,31-41-425-2-0,18-35-317-2-1,15-22-250-1-0,7-21-75-1-1,17-27-205-1-1
DET,Opp_First Downs,27,21,30,27,22,21,27,19,19,25,28,14,23,18,30,9,17
DET,Opp_Fourth Down Conv.,2-3,1-2,1-2,0-0,0-0,0-0,1-1,1-4,0-1,2-3,0-0,3-4,1-2,1-1,1-1,0-1,1-2
DET,Opp_Fumbles-Lost,0-0,1-0,2-1,1-1,1-0,2-1,1-1,2-0,1-0,1-1,1-0,1-1,2-2,0-0,1-0,1-1,1-1
DET,Opp_Net Pass Yards,239,308,250,320,188,191,369,283,150,324,237,171,394,287,250,30,188
DET,Opp_Penalties-Yards,10-61,2-17,3-15,11-76,6-46,7-55,7-55,8-81,9-86,8-63,5-36,5-24,3-25,2-20,10-74,3-49,4-35
DET,Opp_Rush-Yds-TDs,39-216-4,21-88-1,25-123-2,33-235-3,35-176-0,32-139-2,26-107-1,25-106-0,35-258-2,26-89-2,29-164-1,19-95-0,17-22-1,22-50-0,43-320-3,22-200-0,28-103-0
DET,Opp_Sacked-Yards,1-4,5-29,1-10,0-0,0-0,2-16,2-13,1-8,3-17,2-17,3-16,2-14,4-31,4-30,0-0,7-45,2-17
DET,Opp_Third Down Conv.,10-17,7-15,2-9,9-12,3-9,3-9,8-12,8-15,6-11,5-13,7-12,3-12,4-10,7-14,3-9,3-13,4-12
DET,Opp_Time of Possession,31:34,32:03,25:56,33:06,31:29,28:46,34:22,34:42,29:12,28:12,31:26,23:10,28:06,27:28,35:13,24:17,32:15
DET,Opp_Total Yards,455,396,373,555,364,330,476,389,408,413,401,266,416,337,570,230,291
DET,Opp_Turnovers,0,1,1,1,1,1,1,3,1,3,1,1,2,1,0,2,2
DET,Penalties-Yards,7-65,1-5,7-59,8-59,7-82,8-59,6-30,7-62,2-15,5-45,3-32,1-10,7-51,6-52,4-30,6-42,5-75
DET,Rush-Yds-TDs,28-181-3,24-191-0,35-139-2,25-145-2,27-101-0,25-117-0,19-82-2,31-117-0,31-95-2,37-160-4,28-96-1,31-100-2,30-134-1,28-107-0,17-45-0,39-265-2,25-104-2
DET,Sacked-Yards,1-10,3-22,0-0,1-9,2-18,5-33,1-10,0-0,2-8,0-0,2-10,2-3,0-0,0-0,2-19,2-16,1-5
DET,Third Down Conv.,9-14,4-13,3-16,4-10,4-12,3-9,4-9,6-11,5-11,6-13,6-15,8-12,7-15,5-15,4-12,4-12,4-12
DET,Time of Possession,28:26,27:57,34:04,26:54,28:31,31:14,25:38,25:18,30:48,31:48,28:34,36:50,31:54,32:32,24:47,35:43,27:45
DET,Total Yards,386,425,416,520,312,312,393,254,323,325,326,437,464,359,381,504,323
DET,Turnovers,1,0,1,2,2,5,0,1,0,0,2,0,0,0,1,0,0
