,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
0,Attendance,,,,,"14,513","7,796",,,,"5,546",,,,"13,797",,
0,Duration,3:16,3:07,3:00,3:06,3:00,3:09,3:01,2:59,3:14,2:52,3:14,4:06,3:08,3:00,3:02,3:07
0,Over/Under,42.5 (over),51.0 (over),55.5 (under),51.5 (over),52.5 (under),54.0 (under),49.0 (over),51.5 (over),45.5 (over),47.0 (under),52.5 (over),44.0 (over),55.5 (under),54.5 (over),54.0 (push),53.5 (over)
0,Roof,dome,outdoors,retractable roof (closed),dome,outdoors,retractable roof (closed),dome,dome,dome,outdoors,dome,outdoors,dome,outdoors,dome,dome
0,Surface,fieldturf,grass,grass,fieldturf,grass,fieldturf,fieldturf,sportturf,fieldturf,grass,fieldturf,grass,fieldturf,grass,fieldturf,fieldturf
0,Vegas Line,Detroit Lions -2.5,Green Bay Packers -7.0,Arizona Cardinals -4.5,New Orleans Saints -3.0,Detroit Lions -3.0,Atlanta Falcons -1.0,Indianapolis Colts -3.5,Minnesota Vikings -3.0,Detroit Lions -2.5,Detroit Lions -3.0,Houston Texans -3.0,Chicago Bears -3.0,Green Bay Packers -9.5,Tennessee Titans -9.5,Tampa Bay Buccaneers -9.5,Minnesota Vikings -3.0
0,Weather,,"66 degrees, relative humidity 41%, wind 12 mph",,,"78 degrees, relative humidity 78%, wind 10 mph",,,,,"65 degrees, relative humidity 67%, wind 7 mph",,"35 degrees, relative humidity 80%, wind 5 mph",,"46 degrees, relative humidity 86%, wind 5 mph",,
0,Won Toss,Lions (deferred),Packers (deferred),Cardinals (deferred),Saints (deferred),Lions (deferred),Lions (deferred),Lions (deferred),Vikings (deferred),Lions (deferred),Lions (deferred),Lions (deferred),Lions (deferred),Packers (deferred),Lions (deferred),Buccaneers,Vikings
