,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
DET,Cmp-Att-Yd-TD-INT,27-45-385-3-0,22-30-245-2-2,18-32-201-1-0,21-34-291-3-0,18-32-265-0-0,30-45-364-4-1,25-32-342-3-1,26-41-406-3-1,27-46-269-1-1,15-26-209-2-0,20-33-207-1-3,22-38-280-2-1,24-40-205-1-2,24-43-260-0-2,12-24-117-1-0,13-30-141-1-1
DET,DET Score,27,13,27,30,22,30,31,24,13,27,16,20,7,17,17,20
DET,First Downs,23,19,16,29,13,26,17,26,21,19,21,19,18,16,13,17
DET,Fourth Down Conv.,0-1,1-1,0-0,0-0,1-1,0-1,0-0,1-2,0-2,0-0,0-0,0-1,1-1,0-1,0-1,1-1
DET,Fumbles-Lost,3-2,0-0,0-0,2-2,1-0,0-0,1-1,1-1,0-0,0-0,2-1,0-0,0-0,2-1,0-0,0-0
DET,HomeTeam,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True
DET,Net Pass Yards,361,245,201,261,243,352,316,383,259,191,189,259,161,250,95,134
DET,Opp Score,27,10,24,34,23,42,26,31,20,35,19,24,20,38,27,23
DET,Opp_Cmp-Att-Yd-TD-INT,29-54-308-2-1,21-36-293-0-1,19-36-259-2-0,24-42-315-0-0,24-39-283-2-1,24-34-338-4-0,28-41-322-4-0,20-31-289-2-0,16-23-173-3-0,29-46-444-3-0,13-30-156-0-1,29-38-338-3-1,24-30-242-1-0,28-42-458-4-1,26-34-198-1-0,27-55-323-2-1
DET,Opp_First Downs,21,21,22,29,22,32,24,25,13,26,13,22,22,23,25,25
DET,Opp_Fourth Down Conv.,0-0,0-0,0-2,1-1,0-0,0-0,0-2,1-2,1-1,0-0,0-0,0-1,0-1,1-2,1-1,2-2
DET,Opp_Fumbles-Lost,0-0,1-1,3-2,4-3,2-2,2-0,2-1,3-0,1-0,1-1,1-1,0-0,0-0,1-0,1-0,1-0
DET,Opp_Net Pass Yards,275,287,246,315,277,338,290,279,145,434,144,331,234,446,198,312
DET,Opp_Penalties-Yards,7-35,9-70,4-30,7-51,6-48,6-60,5-44,10-96,7-57,6-45,8-63,10-89,8-55,9-70,6-50,9-97
DET,Opp_Rush-Yds-TDs,23-112-0,25-137-1,30-127-1,25-123-3,29-170-0,37-166-2,24-80-0,36-171-2,24-81-0,24-75-1,24-86-0,23-88-0,39-120-1,29-49-0,33-150-2,30-120-0
DET,Opp_Sacked-Yards,5-33,1-6,3-13,0-0,1-6,0-0,3-32,1-10,5-28,1-10,3-12,1-7,1-8,2-12,0-0,1-11
DET,Opp_Third Down Conv.,9-22,6-13,7-13,4-9,4-12,6-10,7-12,7-13,2-12,8-14,4-14,5-10,5-14,7-14,5-12,8-20
DET,Opp_Time of Possession,30:37,31:19,32:18,26:05,33:04,32:10,30:47,32:50,28:06,30:54,26:30,30:50,33:43,33:19,36:08,34:56
DET,Opp_Total Yards,387,424,373,438,447,504,370,450,226,509,230,419,354,495,348,432
DET,Opp_Turnovers,1,2,2,3,3,0,1,0,0,1,2,1,0,1,0,1
DET,Penalties-Yards,9-59,8-71,9-61,8-48,8-50,8-67,7-75,5-35,8-76,11-89,6-65,9-85,4-28,2-10,7-68,4-50
DET,Rush-Yds-TDs,32-116-0,28-94-0,28-86-1,35-186-0,20-56-1,20-81-0,25-59-0,19-90-0,27-98-0,28-121-2,32-175-0,27-105-0,22-70-0,18-45-2,21-96-0,25-171-1
DET,Sacked-Yards,3-24,0-0,0-0,4-30,3-22,2-12,4-26,2-23,2-10,3-18,6-18,2-21,5-44,2-10,4-22,1-7
DET,Third Down Conv.,6-18,4-10,6-14,5-13,3-13,6-11,8-14,5-11,7-18,6-13,6-15,8-16,7-16,6-15,4-11,3-12
DET,Time of Possession,39:23,28:41,27:42,33:55,26:56,27:50,29:13,27:10,31:54,29:06,33:30,29:10,26:17,26:41,23:52,25:04
DET,Total Yards,477,339,287,447,299,433,375,473,357,312,364,364,231,295,191,305
DET,Turnovers,2,2,0,2,0,1,2,2,1,0,4,1,2,3,0,1
