,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
MIA,Cmp-Att-Yd-TD-INT,15-32-190-1-2,18-39-186-0-4,20-41-229-0-0,17-24-180-1-1,27-43-217-1-2,23-35-282-1-1,21-34-190-2-2,24-36-288-3-0,21-33-169-0-1,32-45-323-0-0,21-39-214-2-2,28-40-366-4-1,21-37-245-0-1,23-41-279-2-0,31-52-419-4-1,29-44-340-1-0
MIA,First Downs,12,11,17,13,21,24,16,22,13,19,22,26,22,22,29,26
MIA,Fourth Down Conv.,0-0,2-4,1-3,0-1,2-2,2-2,0-2,0-0,1-2,1-4,0-1,3-3,0-0,1-3,0-0,0-1
MIA,Fumbles-Lost,1-1,0-0,3-1,3-0,2-0,3-1,3-2,0-0,1-1,1-1,1-0,0-0,3-0,1-1,1-0,2-0
MIA,HomeTeam,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False
MIA,MIA Score,10,0,6,10,16,21,14,26,16,20,24,37,21,20,38,27
MIA,Net Pass Yards,179,142,211,161,187,272,170,266,159,280,192,351,240,262,406,326
MIA,Opp Score,59,43,31,30,17,31,27,18,12,37,41,31,22,36,35,24
MIA,Opp_Cmp-Att-Yd-TD-INT,23-26-379-6-0,20-28-264-2-0,19-32-246-2-1,25-31-317-2-0,13-25-166-2-0,16-26-202-2-0,20-36-251-2-1,27-39-260-1-1,18-39-204-1-3,21-33-256-3-0,24-34-327-3-1,28-46-310-3-1,20-36-270-2-1,21-29-284-2-3,33-56-396-4-0,16-29-221-2-1
MIA,Opp_First Downs,31,27,28,24,13,17,21,17,19,22,30,23,22,24,25,18
MIA,Opp_Fourth Down Conv.,2-2,0-0,0-0,0-1,0-0,0-0,0-1,2-2,0-2,1-1,0-0,0-0,0-1,0-0,3-3,0-0
MIA,Opp_Fumbles-Lost,0-0,1-1,0-0,1-0,1-0,0-0,1-0,1-0,1-0,2-0,2-0,1-0,2-0,0-0,1-1,3-1
MIA,Opp_Net Pass Yards,378,255,241,311,166,188,236,238,191,256,320,294,262,274,371,217
MIA,Opp_Penalties-Yards,4-40,5-54,8-100,10-89,6-56,9-83,9-70,10-105,3-25,5-50,7-70,10-91,5-88,4-32,10-77,6-54
MIA,Opp_Rush-Yds-TDs,46-265-2,35-124-2,34-235-2,33-79-1,33-145-0,23-117-0,29-158-1,21-83-0,29-109-0,34-168-1,32-147-2,19-92-0,32-112-0,33-138-3,25-59-0,27-135-1
MIA,Opp_Sacked-Yards,1-1,2-9,1-5,1-6,0-0,2-14,2-15,3-22,1-13,0-0,1-7,2-16,1-8,1-10,4-25,1-4
MIA,Opp_Third Down Conv.,7-11,6-11,5-10,8-13,2-11,3-10,6-13,5-14,5-13,5-14,4-8,7-14,6-14,5-11,4-18,3-9
MIA,Opp_Time of Possession,40:07,36:30,30:56,37:36,27:21,26:29,35:18,28:46,28:32,30:09,36:06,28:42,29:54,31:07,33:36,26:09
MIA,Opp_Total Yards,643,379,476,390,311,305,394,321,300,424,467,386,374,412,430,352
MIA,Opp_Turnovers,0,1,1,0,0,0,1,1,3,0,1,1,1,3,1,2
MIA,Penalties-Yards,9-64,4-22,5-35,5-53,5-45,6-55,5-45,6-51,4-30,6-44,8-94,7-59,5-48,7-42,6-47,4-35
MIA,Rush-Yds-TDs,12-21-0,15-42-0,24-72-0,18-72-0,21-84-1,30-109-2,19-60-0,24-50-0,26-70-1,13-23-2,20-92-1,20-58-1,26-122-0,25-122-0,34-96-1,22-63-1
MIA,Sacked-Yards,3-11,7-44,3-18,5-19,5-30,1-10,4-20,4-22,3-10,7-43,4-22,3-15,2-5,3-17,2-13,2-14
MIA,Third Down Conv.,3-10,2-15,3-15,5-10,3-14,7-13,3-8,6-12,6-16,4-14,6-14,5-12,4-13,3-13,6-16,5-12
MIA,Time of Possession,19:53,23:30,29:04,22:24,32:39,33:31,24:42,31:14,31:28,29:51,23:54,31:18,30:06,28:53,36:24,33:51
MIA,Total Yards,200,184,283,233,271,381,230,316,229,303,284,409,362,384,502,389
MIA,Turnovers,3,4,1,1,2,2,4,0,2,1,2,1,1,1,1,0
