,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
MIA,Cmp-Att-Yd-TD-INT,20-30-191-0-3,31-47-328-2-0,18-20-160-2-0,29-45-315-0-2,22-28-350-3-0,20-29-200-3-2,12-22-93-1-0,20-28-248-2-0,15-25-169-2-0,23-38-200-1-1,24-39-257-2-0,26-39-296-1-0,28-49-316-2-1,20-26-145-0-1,26-35-276-2-0,36-59-393-1-3
MIA,First Downs,20,28,23,25,22,18,8,24,17,17,22,23,27,26,18,27
MIA,Fourth Down Conv.,0-0,0-1,1-1,0-0,2-2,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,1-1,2-2,1-2
MIA,Fumbles-Lost,1-0,1-0,0-0,1-0,1-0,0-0,2-2,0-0,2-1,0-0,4-2,2-1,1-0,0-0,0-0,2-1
MIA,HomeTeam,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False
MIA,MIA Score,11,28,31,23,43,24,28,34,29,13,20,19,27,22,26,26
MIA,Net Pass Yards,182,311,156,312,342,192,90,221,169,167,241,296,287,133,253,384
MIA,Opp Score,21,31,13,31,17,0,17,31,21,20,3,7,33,12,25,56
MIA,Opp_Cmp-Att-Yd-TD-INT,15-19-155-0-0,24-35-415-4-0,30-42-275-0-1,24-34-360-2-1,16-35-171-1-2,21-44-186-0-1,35-61-355-1-2,21-26-283-3-0,20-32-187-2-1,18-30-270-0-1,16-27-197-0-2,17-27-193-1-2,24-34-393-2-3,17-27-209-0-0,21-34-336-1-0,24-38-388-4-2
MIA,Opp_First Downs,29,23,22,26,19,13,31,26,19,19,10,12,22,18,23,24
MIA,Opp_Fourth Down Conv.,1-1,0-0,0-3,0-1,0-2,2-3,0-1,2-3,2-3,1-2,0-1,2-2,1-1,0-1,1-2,0-0
MIA,Opp_Fumbles-Lost,2-1,1-1,1-1,1-0,2-1,1-0,3-2,2-1,0-0,1-1,0-0,0-0,2-1,3-1,1-1,0-0
MIA,Opp_Net Pass Yards,140,411,246,343,128,148,340,264,174,270,173,156,354,186,314,377
MIA,Opp_Penalties-Yards,3-47,6-55,8-63,0-0,7-75,7-80,5-45,7-71,5-31,8-70,6-74,6-62,8-56,2-20,4-40,3-16
MIA,Opp_Rush-Yds-TDs,42-217-3,23-112-0,17-72-2,26-98-2,19-131-1,22-115-0,29-131-1,37-178-1,29-99-1,33-189-2,23-87-0,17-40-0,24-94-1,22-117-0,24-104-1,25-78-2
MIA,Opp_Sacked-Yards,2-15,1-4,4-29,2-17,5-43,3-38,2-15,1-19,2-13,0-0,3-24,6-37,3-39,3-23,3-22,1-11
MIA,Opp_Third Down Conv.,5-10,5-10,3-10,4-10,2-10,2-17,7-17,5-12,4-13,4-12,3-13,3-12,5-11,2-9,0-10,4-10
MIA,Opp_Time of Possession,34:49,28:55,25:38,26:51,23:07,31:55,36:30,31:03,29:54,30:19,27:23,27:44,28:30,22:34,26:59,27:22
MIA,Opp_Total Yards,357,523,318,441,259,263,471,442,273,459,260,196,448,303,418,455
MIA,Opp_Turnovers,1,1,2,1,3,1,4,1,1,2,2,2,4,1,1,2
MIA,Penalties-Yards,4-35,3-20,6-51,3-20,7-69,5-25,3-30,7-75,3-15,5-50,3-20,8-54,3-35,7-40,5-76,2-20
MIA,Rush-Yds-TDs,27-87-1,22-99-1,36-138-2,22-103-1,33-94-1,25-110-0,25-55-1,25-91-1,32-111-1,17-56-0,25-104-0,28-110-0,24-80-1,42-250-3,25-130-0,20-70-2
MIA,Sacked-Yards,1-9,3-17,1-4,1-3,2-8,2-8,1-3,3-27,0-0,6-33,4-16,0-0,4-29,2-12,3-23,1-9
MIA,Third Down Conv.,4-11,5-12,7-13,7-13,4-12,1-9,3-12,4-8,5-14,7-16,8-16,1-10,7-15,7-12,5-15,3-14
MIA,Time of Possession,25:11,31:05,34:22,33:09,36:53,28:05,23:30,28:57,30:06,29:41,32:37,32:16,31:30,37:26,33:01,32:38
MIA,Total Yards,269,410,294,415,436,302,145,312,280,223,345,406,367,383,383,454
MIA,Turnovers,3,0,0,2,0,2,2,0,1,1,2,1,1,1,0,4
