,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
MIA,Cmp-Att-Yd-TD-INT,28-45-466-3-1,21-30-249-1-1,25-28-376-5-0,25-35-282-1-1,22-30-308-2-2,21-32-262-3-1,23-32-216-1-1,30-45-324-3-1,21-34-193-1-0,28-39-325-2-1,21-30-243-1-2,19-25-283-2-0,23-33-240-0-0,23-26-228-1-0,24-37-293-1-0,22-38-237-2-2,17-27-173-1-2,20-39-199-1-1
MIA,First Downs,30,22,30,20,22,23,12,24,20,21,22,20,20,16,22,20,16,13
MIA,Fourth Down Conv.,1-1,0-0,1-3,0-3,0-0,0-0,0-2,3-3,0-1,0-1,0-1,2-2,0-1,2-2,0-1,2-4,0-0,3-6
MIA,Fumbles-Lost,2-1,2-0,0-0,4-1,2-1,1-0,1-0,1-1,3-1,2-2,2-1,0-0,2-1,0-0,1-0,1-1,0-0,0-0
MIA,HomeTeam,False,False,True,False,True,True,False,True,False,True,False,False,True,True,True,False,True,False
MIA,MIA Score,36,24,70,20,31,42,17,31,14,20,34,45,27,30,22,19,14,7
MIA,Net Pass Yards,466,244,376,251,302,262,199,312,175,323,228,283,208,213,284,221,167,188
MIA,Opp Score,34,17,20,48,16,21,31,17,21,13,13,15,28,0,20,56,21,26
MIA,Opp_Cmp-Att-Yd-TD-INT,23-33-229-1-0,31-42-231-1-1,23-38-306-1-1,21-25-320-4-0,23-32-205-0-0,24-39-224-1-0,23-31-279-2-1,19-29-161-2-1,20-30-185-2-0,24-41-271-1-3,27-38-179-1-2,12-23-127-0-1,23-38-327-1-1,18-37-136-0-2,20-32-253-2-0,19-22-340-6-0,30-38-359-2-2,23-41-262-1-0
MIA,Opp_First Downs,30,23,16,24,15,21,26,13,16,12,12,11,22,11,19,24,26,25
MIA,Opp_Fourth Down Conv.,0-1,1-2,0-1,0-0,1-2,0-4,4-4,1-2,0-0,0-2,2-3,1-1,0-0,0-2,2-2,1-1,1-3,1-1
MIA,Opp_Fumbles-Lost,0-0,1-1,3-2,0-0,1-0,1-0,1-1,0-0,1-1,0-0,2-0,1-0,3-2,2-2,1-1,1-1,1-1,3-1
MIA,Opp_Net Pass Yards,200,200,294,310,183,188,256,141,174,260,130,107,320,80,242,331,345,262
MIA,Opp_Penalties-Yards,6-70,5-45,7-46,4-20,6-43,3-11,0-0,7-45,9-69,5-41,6-60,3-31,9-59,7-55,6-38,7-45,6-41,5-45
MIA,Opp_Rush-Yds-TDs,40-233-3,25-88-1,20-69-0,29-104-2,29-85-0,25-108-1,34-99-2,19-77-0,24-93-0,16-36-0,10-29-0,28-138-2,29-83-2,12-23-0,25-97-0,32-160-2,36-128-0,34-147-1
MIA,Opp_Sacked-Yards,3-29,4-31,1-12,2-10,7-22,4-36,3-23,3-20,2-11,2-11,7-49,3-20,1-7,6-56,4-11,1-9,3-14,0-0
MIA,Opp_Third Down Conv.,9-15,7-15,3-12,5-10,5-17,5-14,4-12,1-9,3-10,4-14,5-14,6-14,5-13,5-13,4-12,4-7,9-15,6-15
MIA,Opp_Time of Possession,32:41,29:41,26:39,30:22,35:59,30:44,36:43,24:05,29:36,27:45,24:19,27:44,27:36,23:39,31:02,30:23,38:07,34:05
MIA,Opp_Total Yards,433,288,363,414,268,296,355,218,267,296,159,245,403,103,339,491,473,409
MIA,Opp_Turnovers,0,2,3,0,0,0,2,1,1,3,2,1,3,4,1,1,3,1
MIA,Penalties-Yards,6-38,6-46,6-55,8-98,6-43,3-25,10-70,3-25,6-45,5-44,6-38,2-15,7-61,9-65,5-33,5-37,4-29,8-62
MIA,Rush-Yds-TDs,20-70-1,30-145-2,43-350-5,19-142-2,23-222-2,33-162-3,12-45-0,26-78-1,21-117-1,28-99-0,37-167-2,34-123-3,31-158-2,28-77-2,26-91-0,25-154-0,20-108-1,18-76-0
MIA,Sacked-Yards,0-0,1-5,0-0,4-31,1-6,0-0,4-17,2-12,3-18,1-2,2-15,0-0,5-32,3-15,1-9,3-16,1-6,2-11
MIA,Third Down Conv.,4-9,4-10,5-9,3-10,3-8,7-13,4-11,5-14,3-12,3-11,11-16,7-13,4-13,6-15,6-13,6-15,4-10,1-12
MIA,Time of Possession,27:19,30:19,33:21,29:38,24:01,29:16,23:17,35:55,30:24,32:15,35:41,32:16,32:24,36:21,28:58,29:37,21:53,25:55
MIA,Total Yards,536,389,726,393,524,424,244,390,292,422,395,406,366,290,375,375,275,264
MIA,Turnovers,2,1,0,2,3,1,1,2,1,3,3,0,1,0,0,3,2,1
