,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
dal,Cmp-Att-Yd-TD-INT,19-29-170-0-0,33-44-279-1-0,19-34-168-1-2,24-30-307-2-0,18-29-208-1-2,15-26-149-1-1,22-35-273-1-0,21-29-240-2-0,26-36-270-1-0,22-32-208-0-0,24-38-268-2-3,18-28-127-1-1,22-32-228-3-0,24-39-206-0-1,34-48-336-1-0,27-44-387-4-0,18-27-233-1-0,20-32-266-1-0
dal,First Downs,17,17,17,18,14,10,17,24,23,20,18,14,16,19,27,23,11,19
dal,Fourth Down Conv.,0-1,2-2,1-2,0-0,1-1,0-1,1-2,0-0,1-1,0-0,0-0,0-1,1-1,1-5,1-2,2-2,2-2,3-4
dal,Fumbles-Lost,1-1,1-1,1-1,0-0,0-0,1-1,3-2,2-2,2-0,1-0,2-0,3-0,1-1,1-0,2-2,1-1,0-0,1-0
dal,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dal,Net Pass Yards,138,220,137,286,194,139,250,215,239,191,251,111,222,180,320,368,226,258
dal,Opp Score,16,20,24,26,19,40,20,14,20,19,31,13,29,23,27,35,24,30
dal,Opp_Cmp-Att-Yd-TD-INT,17-26-161-0-0,16-25-160-1-0,16-26-192-2-0,17-27-255-2-0,33-44-375-1-1,17-27-183-2-0,14-25-178-1-0,21-32-243-2-1,32-44-360-2-1,24-34-291-1-1,22-31-289-2-0,24-28-249-1-0,42-54-455-3-2,16-27-192-0-0,20-25-161-1-0,24-41-301-2-1,22-33-226-1-1,15-28-186-0-0
dal,Opp_First Downs,20,16,18,26,25,23,15,18,23,19,20,21,32,25,16,20,23,30
dal,Opp_Fourth Down Conv.,0-0,1-1,0-0,1-1,0-1,2-2,0-1,0-1,0-2,0-0,0-1,0-0,1-1,0-0,0-0,2-3,0-0,2-2
dal,Opp_Fumbles-Lost,2-1,1-0,1-0,2-0,2-1,2-0,1-0,1-1,0-0,0-0,1-0,3-2,2-1,2-1,1-0,1-1,0-0,1-0
dal,Opp_Net Pass Yards,146,160,182,231,374,172,175,225,350,274,258,209,434,192,152,298,216,186
dal,Opp_Penalties-Yards,9-80,6-47,10-67,2-20,5-25,3-25,5-35,6-52,0-0,2-15,4-30,8-80,11-110,6-55,10-67,11-78,6-36,4-41
dal,Opp_Rush-Yds-TDs,32-147-2,25-138-1,39-113-1,35-183-0,31-88-0,42-206-2,32-130-0,19-72-0,16-71-0,18-80-0,34-146-2,31-99-0,36-142-0,39-178-2,24-80-1,25-143-2,34-164-2,48-273-3
dal,Opp_Sacked-Yards,3-15,0-0,2-10,3-24,1-1,3-11,1-3,5-18,2-10,3-17,4-31,7-40,3-21,0-0,1-9,1-3,1-10,0-0
dal,Opp_Third Down Conv.,4-12,3-10,7-16,5-12,5-15,7-17,3-12,5-11,4-10,6-12,6-14,7-14,9-18,8-12,3-9,7-15,4-11,5-11
dal,Opp_Time of Possession,30:36,27:48,32:44,30:05,36:38,38:50,30:55,25:34,26:38,28:03,33:23,36:53,45:33,31:48,24:41,29:08,34:50,36:13
dal,Opp_Total Yards,293,298,295,414,462,378,305,297,421,354,404,308,576,370,232,441,380,459
dal,Opp_Turnovers,1,0,0,0,2,0,0,2,1,1,0,2,3,1,0,2,1,0
dal,Penalties-Yards,10-85,3-24,7-55,8-58,7-72,4-30,8-65,3-20,5-37,2-20,4-25,5-48,5-49,9-74,9-72,6-46,5-36,4-26
dal,Rush-Yds-TDs,22-94-1,17-35-0,19-166-0,20-96-1,29-98-0,18-65-0,22-73-1,36-125-2,28-171-2,29-132-2,20-80-1,19-65-0,14-34-0,22-112-0,24-63-1,22-51-1,24-73-1,22-50-2
dal,Sacked-Yards,6-32,6-59,5-31,3-21,2-14,3-10,4-23,4-25,4-31,2-17,3-17,2-16,2-6,3-26,3-16,4-19,1-7,1-8
dal,Third Down Conv.,2-11,8-17,3-13,6-11,4-14,4-11,5-14,11-14,8-16,7-13,4-11,3-11,1-9,4-12,4-13,11-17,2-13,1-10
dal,Time of Possession,29:24,32:12,27:16,29:55,31:32,21:10,29:05,34:26,33:22,31:57,26:37,23:07,22:32,28:12,35:19,30:52,25:10,23:47
dal,Total Yards,232,255,303,382,292,204,323,340,410,323,331,176,256,292,383,419,299,308
dal,Turnovers,1,1,3,0,2,2,2,2,0,0,3,1,1,1,2,1,0,0
dal,dal Score,8,13,13,24,16,7,17,28,27,22,23,10,23,0,20,36,22,22
