,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
dal,Cmp-Att-Yd-TD-INT,29-38-220-0-1,30-50-238-2-2,13-18-183-2-0,21-36-255-2-0,19-29-221-3-0,17-27-236-3-0,14-22-143-0-0,25-34-263-2-1,20-30-176-0-0,14-27-168-2-0,27-33-434-3-0,26-37-251-2-2,20-30-332-3-0,18-27-212-0-2,14-21-93-2-0,17-30-179-1-0
dal,First Downs,13,16,15,24,25,27,18,17,18,17,25,15,19,21,15,16
dal,Fourth Down Conv.,1-1,2-5,0-0,0-0,1-1,0-1,1-1,0-1,0-1,1-1,0-1,0-1,0-0,2-2,0-0,0-1
dal,Fumbles-Lost,1-0,0-0,0-0,1-0,1-1,0-0,1-1,0-0,2-2,0-0,1-0,3-2,0-0,0-0,1-0,1-1
dal,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dal,Net Pass Yards,198,228,174,244,182,236,138,255,126,168,434,224,332,204,60,172
dal,Opp Score,19,42,17,30,31,10,19,28,27,9,6,38,10,17,12,0
dal,Opp_Cmp-Att-Yd-TD-INT,24-39-268-1-0,22-32-231-4-1,29-48-325-2-0,20-36-252-3-1,25-36-251-3-1,22-38-235-0-0,26-39-263-1-1,21-33-249-2-0,22-29-215-2-1,18-32-145-0-3,20-27-179-0-2,11-22-102-2-0,31-46-228-1-2,21-38-171-2-0,21-34-181-0-2,23-34-173-0-1
dal,Opp_First Downs,22,26,22,22,26,23,16,24,22,14,14,21,21,19,21,12
dal,Opp_Fourth Down Conv.,0-0,0-0,0-1,1-2,3-3,0-2,1-1,0-0,0-1,0-1,0-0,0-1,0-0,0-0,1-1,0-2
dal,Opp_Fumbles-Lost,0-0,2-1,0-0,1-1,3-2,4-3,4-2,0-0,0-0,1-1,1-0,0-0,1-0,4-1,1-1,3-1
dal,Opp_Net Pass Yards,263,202,283,251,245,187,236,244,204,113,168,93,228,171,154,149
dal,Opp_Penalties-Yards,5-50,8-61,6-50,4-45,7-70,2-22,5-32,5-65,5-35,2-10,7-60,3-25,7-69,14-105,7-75,7-49
dal,Opp_Rush-Yds-TDs,31-129-0,39-178-1,21-49-0,27-189-1,35-163-1,22-103-1,15-49-1,31-131-2,34-132-1,27-112-0,20-79-1,42-182-2,29-102-0,23-122-0,30-128-0,18-70-0
dal,Opp_Sacked-Yards,1-5,2-29,6-42,2-1,1-6,5-48,4-27,1-5,1-11,4-32,2-11,1-9,0-0,0-0,4-27,3-24
dal,Opp_Third Down Conv.,8-15,9-15,8-18,7-14,7-12,6-13,4-13,7-12,7-13,3-14,6-11,7-14,6-16,8-15,6-13,2-11
dal,Opp_Time of Possession,34:14,33:50,36:15,29:28,35:06,27:10,26:41,31:17,32:06,30:31,23:55,32:28,32:53,27:40,32:50,29:55
dal,Opp_Total Yards,392,380,332,440,408,290,285,375,336,225,247,275,330,293,282,219
dal,Opp_Turnovers,0,2,0,2,3,3,3,0,1,4,2,0,2,1,3,2
dal,Penalties-Yards,6-55,8-69,9-76,7-41,6-38,5-36,8-89,8-52,5-54,3-30,5-56,7-43,8-51,7-100,11-142,7-64
dal,Rush-Yds-TDs,12-35-0,14-40-0,26-99-2,31-168-0,25-160-1,43-265-3,39-169-2,19-68-0,21-107-1,33-215-2,33-81-0,19-56-0,31-122-1,31-126-2,30-76-0,32-129-0
dal,Sacked-Yards,3-22,2-10,1-9,1-11,4-39,0-0,2-5,2-8,8-50,0-0,0-0,4-27,0-0,2-8,3-33,1-7
dal,Third Down Conv.,4-12,3-14,2-9,5-13,3-7,7-11,5-14,4-11,5-11,5-14,9-14,6-14,7-14,2-10,4-11,5-15
dal,Time of Possession,25:46,26:10,23:45,30:32,24:54,32:50,33:19,28:43,27:54,29:29,36:05,27:32,27:07,32:20,27:10,30:05
dal,Total Yards,233,268,273,412,342,501,307,323,233,383,515,280,454,330,136,301
dal,Turnovers,1,2,0,0,1,0,1,1,2,0,0,4,0,2,0,1
dal,dal Score,3,17,28,35,35,40,33,17,7,37,28,14,30,20,21,6
