,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
dal,Cmp-Att-Yd-TD-INT,42-58-403-3-1,23-27-237-0-1,25-39-326-2-2,26-39-301-2-2,21-39-294-1-2,36-51-445-3-1,25-41-360-2-1,19-28-249-1-0,10-27-131-0-3,28-43-216-0-2,24-39-373-1-0,26-40-238-1-1,22-39-211-1-2,28-37-217-1-0,15-32-188-2-2,27-39-286-2-0,22-28-305-5-0,16-25-172-0-1
dal,First Downs,30,25,12,24,20,32,23,23,11,16,28,17,19,23,14,23,22,21
dal,Fourth Down Conv.,0-0,0-1,0-2,3-3,2-3,2-4,0-0,0-0,0-2,0-0,0-0,0-1,0-0,0-0,1-2,2-2,2-2,0-0
dal,Fumbles-Lost,1-0,1-0,0-0,0-0,1-0,2-1,2-1,0-0,1-0,2-1,1-0,0-0,2-0,3-1,1-0,0-0,0-0,0-0
dal,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dal,Net Pass Yards,391,221,303,266,294,445,341,217,111,194,366,231,201,203,172,272,304,172
dal,Opp Score,31,17,41,36,44,29,16,16,43,19,33,17,20,6,56,22,26,17
dal,Opp_Cmp-Att-Yd-TD-INT,32-50-379-4-2,31-41-338-1-2,21-26-238-3-0,14-22-188-4-0,23-33-324-3-1,15-21-229-2-1,23-36-184-1-0,19-39-232-2-1,28-35-317-2-0,23-37-260-0-1,32-47-375-2-0,19-41-264-2-4,15-34-175-1-1,19-36-181-0-3,30-42-400-5-0,25-39-257-3-0,20-34-188-2-1,24-44-270-1-1
dal,Opp_First Downs,24,24,27,24,26,17,17,14,22,22,23,17,14,15,28,19,22,20
dal,Opp_Fourth Down Conv.,0-0,1-1,1-2,1-1,1-2,0-0,1-2,0-4,3-3,0-0,0-0,1-1,1-2,1-3,1-1,3-3,3-3,1-2
dal,Opp_Fumbles-Lost,2-2,0-0,2-1,1-0,2-1,1-1,1-0,2-1,1-1,1-1,0-0,1-0,3-3,1-1,2-0,3-1,0-0,2-0
dal,Opp_Net Pass Yards,379,313,220,188,314,215,177,212,317,244,373,252,124,178,389,256,166,230
dal,Opp_Penalties-Yards,11-106,12-99,4-37,7-50,8-58,5-47,7-57,5-38,8-80,6-64,14-166,7-59,7-65,6-34,3-15,10-88,3-30,14-89
dal,Opp_Rush-Yds-TDs,14-52-0,19-95-0,41-160-2,34-245-1,39-201-1,27-120-2,24-101-0,16-78-0,37-114-3,26-126-2,20-64-1,26-153-0,23-100-1,24-124-0,28-108-1,17-45-0,33-149-1,21-77-1
dal,Opp_Sacked-Yards,0-0,2-25,4-18,0-0,2-10,2-14,1-7,2-20,0-0,3-16,1-2,2-12,5-51,1-3,3-11,1-1,3-22,5-40
dal,Opp_Third Down Conv.,5-11,5-12,6-12,3-9,8-14,3-9,1-13,5-13,6-14,4-12,3-13,5-14,3-14,6-14,10-15,3-11,10-18,5-14
dal,Opp_Time of Possession,25:33,30:57,34:58,26:24,32:12,26:51,27:28,18:48,37:41,30:47,26:30,31:54,25:31,26:37,31:31,25:18,32:23,26:01
dal,Opp_Total Yards,431,408,380,433,515,335,278,290,431,370,437,405,224,302,497,301,315,307
dal,Opp_Turnovers,4,2,1,0,2,2,0,2,1,2,0,4,4,4,0,1,1,1
dal,Penalties-Yards,8-55,8-76,13-86,6-32,5-48,12-115,11-96,5-37,6-41,6-45,14-110,5-35,7-60,6-45,1-13,7-45,5-44,9-58
dal,Rush-Yds-TDs,18-60-0,31-198-2,12-64-0,24-113-2,25-73-1,31-122-0,24-78-0,41-190-2,24-103-0,16-82-0,35-143-2,24-146-1,35-122-0,30-125-1,20-85-0,32-127-0,32-171-2,38-169-2
dal,Sacked-Yards,1-12,2-16,2-23,5-35,0-0,0-0,3-19,4-32,2-20,5-22,3-7,1-7,4-10,3-14,5-16,1-14,1-1,0-0
dal,Third Down Conv.,9-17,6-10,4-12,4-13,4-13,3-13,7-14,8-15,1-11,5-15,3-13,2-13,7-18,8-14,3-13,7-16,8-13,6-13
dal,Time of Possession,34:27,29:03,25:02,33:36,27:48,39:17,32:32,41:12,22:19,29:13,39:02,28:06,34:29,33:23,28:29,34:42,27:37,33:59
dal,Total Yards,451,419,367,379,367,567,419,407,214,276,509,377,323,328,257,399,475,341
dal,Turnovers,1,1,2,2,2,2,2,0,3,3,0,1,2,1,2,0,0,1
dal,dal Score,29,20,21,28,20,35,20,30,3,9,36,27,27,21,14,25,51,23
