,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
dal,Cmp-Att-Yd-TD-INT,25-39-266-1-0,24-37-273-4-0,37-57-472-3-2,20-31-202-3-0,20-33-222-0-0,9-24-188-2-0,11-22-114-0-1,21-40-180-0-0,31-45-309-3-0,22-32-203-3-1,20-27-177-1-1,31-48-285-2-1,16-23-185-2-0,26-43-319-3-2,21-39-342-1-2,29-47-244-0-1
dal,First Downs,24,22,27,33,20,22,12,21,20,24,22,29,16,28,24,26
dal,Fourth Down Conv.,1-3,2-2,2-2,0-0,0-0,1-1,0-1,2-4,0-2,2-3,1-1,3-4,1-1,1-1,1-2,1-1
dal,Fumbles-Lost,0-0,0-0,1-1,0-0,1-1,0-0,3-0,3-2,0-0,0-0,0-0,0-0,0-0,2-2,4-1,0-0
dal,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dal,Net Pass Yards,244,267,461,201,211,177,59,132,309,196,156,277,171,308,326,199
dal,Opp Score,20,40,38,38,37,10,25,23,19,28,16,34,7,41,37,23
dal,Opp_Cmp-Att-Yd-TD-INT,20-31-275-0-1,34-49-450-1-0,27-40-315-5-0,41-58-502-4-1,24-33-288-1-1,34-54-266-1-2,15-25-194-2-0,16-28-132-2-2,21-38-243-1-1,22-30-314-3-0,25-35-215-1-1,12-17-107-2-1,28-38-222-1-0,20-34-221-2-0,22-30-377-3-1,17-25-229-2-1
dal,Opp_First Downs,23,33,23,35,28,27,21,18,19,24,13,19,18,15,22,22
dal,Opp_Fourth Down Conv.,1-1,0-2,1-1,1-2,0-0,3-3,0-1,0-3,0-1,0-1,1-4,1-1,1-4,0-0,0-0,0-0
dal,Opp_Fumbles-Lost,0-0,4-3,2-1,2-2,1-1,3-2,0-0,3-2,1-1,3-2,1-1,1-0,3-3,0-0,0-0,2-1
dal,Opp_Net Pass Yards,269,445,295,481,276,247,189,103,220,305,187,107,208,204,362,211
dal,Opp_Penalties-Yards,5-34,7-75,5-30,6-65,3-25,6-36,4-30,4-28,7-70,8-80,5-45,4-23,3-25,5-58,5-73,6-45
dal,Opp_Rush-Yds-TDs,40-153-2,31-125-4,26-117-0,18-85-1,29-126-2,27-97-0,39-208-1,26-119-0,31-144-0,29-125-1,18-60-0,37-294-2,30-101-0,22-87-2,34-151-1,28-125-1
dal,Opp_Sacked-Yards,1-6,1-5,4-20,3-21,2-12,3-19,2-5,4-29,2-23,2-9,4-28,0-0,2-14,2-17,2-15,2-18
dal,Opp_Third Down Conv.,9-17,7-13,5-13,6-11,5-9,6-15,9-15,3-8,8-17,6-10,4-13,5-11,9-16,6-15,6-13,0-7
dal,Opp_Time of Possession,35:38,26:12,32:34,26:28,27:38,33:37,36:24,27:10,33:24,31:49,24:04,27:34,34:41,25:04,30:38,27:27
dal,Opp_Total Yards,422,570,412,566,402,344,397,222,364,430,247,401,309,291,513,336
dal,Opp_Turnovers,1,3,1,3,2,4,0,4,2,2,2,1,3,0,1,2
dal,Penalties-Yards,7-50,8-51,10-59,5-40,8-81,7-43,6-49,7-68,3-16,4-30,5-53,7-58,5-30,4-39,12-115,6-58
dal,Rush-Yds-TDs,27-136-1,34-113-0,21-61-1,40-307-3,27-89-2,35-261-3,26-83-0,35-133-0,18-46-0,31-180-1,36-182-3,28-111-0,25-101-0,36-150-1,29-151-1,27-108-1
dal,Sacked-Yards,3-22,1-6,2-11,2-1,2-11,1-11,6-55,4-48,0-0,1-7,3-21,1-8,2-14,2-11,3-16,6-45
dal,Third Down Conv.,3-12,8-17,7-15,5-11,7-13,7-13,3-12,4-16,5-13,5-11,7-13,6-15,5-11,6-15,7-17,6-17
dal,Time of Possession,24:22,33:48,27:26,33:32,32:22,26:23,23:36,32:50,26:36,28:11,35:56,32:26,25:19,34:56,29:22,32:33
dal,Total Yards,380,380,522,508,300,438,142,265,355,376,338,388,272,458,477,307
dal,Turnovers,0,0,3,0,1,0,1,2,0,1,1,1,0,4,3,1
dal,dal Score,17,39,31,49,34,38,3,9,24,31,41,17,30,33,17,19
