,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
0,Attendance,"25,351","63,956","76,023","76,656","75,289","65,878","75,676","77,103","67,431","76,712","77,002","54,255","74,336","75,091","69,067","77,550","76,765","77,034"
0,Duration,3:08,3:23,3:16,3:04,3:24,3:07,3:04,3:10,3:06,2:54,3:42,3:17,3:28,3:09,3:21,2:37,3:08,3:32
0,Over/Under,48.0 (over),52.0 (over),53.0 (over),53.5 (under),48.0 (under),59.5 (over),56.0 (under),53.0 (push),51.5 (over),49.5 (under),63.5 (over),53.5 (over),48.5 (over),54.0 (over),54.5 (over),52.5 (under),54.0 (under),56.0 (over)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,grass,grass,grass,grass,grass,fieldturf,grass,grass,grass,grass,grass,grass,grass,grass,fieldturf,grass,grass,grass
0,Vegas Line,Los Angeles Chargers -3.5,Pittsburgh Steelers -4.5,Kansas City Chiefs -5.5,Kansas City Chiefs -3.5,Kansas City Chiefs -3.0,New England Patriots -3.5,Kansas City Chiefs -6.5,Kansas City Chiefs -8.5,Kansas City Chiefs -7.5,Kansas City Chiefs -16.5,Los Angeles Rams -3.0,Kansas City Chiefs -14.0,Kansas City Chiefs -6.5,Kansas City Chiefs -3.5,Kansas City Chiefs -1.0,Kansas City Chiefs -14.5,Kansas City Chiefs -4.0,Kansas City Chiefs -3.0
0,Weather,"84 degrees, wind 8 mph","80 degrees, wind 10 mph","70 degrees, wind 4 mph","65 degrees, wind 5 mph","58 degrees, wind 5 mph","45 degrees, no wind","59 degrees, wind 10 mph","56 degrees, wind 12 mph","53 degrees, wind 16 mph","43 degrees, wind 5 mph","65 degrees, no wind","57 degrees, wind 6 mph","27 degrees, no wind","39 degrees, wind 5 mph","43 degrees, wind 8 mph","45 degrees, wind 15 mph","32 degrees, wind 13 mph","19 degrees, wind 14 mph"
0,Won OT Toss,,,,,,,,,,,,,Chiefs,,,,,Patriots
0,Won Toss,Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Chiefs (deferred),Cardinals (deferred),Chiefs (deferred),Raiders (deferred),Ravens (deferred),Chiefs (deferred),Seahawks (deferred),Raiders (deferred),Chiefs (deferred),Chiefs (deferred)
