,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17,Game18
Kan,Cmp-Att-Yd-TD-INT,25-34-378-3-0,30-44-443-4-0,22-43-267-0-0,24-42-315-0-0,18-29-151-0-1,30-42-280-1-2,20-30-193-2-0,23-33-305-3-0,19-38-220-3-0,36-51-446-3-0,19-32-182-1-1,20-30-222-1-2,26-40-283-1-1,18-40-208-0-1,23-33-251-2-0,31-46-281-2-2,31-52-388-2-0,22-32-237-2-0,20-31-219-1-2
Kan,First Downs,24,24,29,29,25,35,14,21,17,28,18,19,20,15,25,25,23,20,21
Kan,Fourth Down Conv.,0-0,0-0,3-4,1-1,2-2,2-3,1-1,0-0,1-1,1-2,0-0,1-2,1-1,1-3,0-0,2-4,1-5,2-3,0-1
Kan,Fumbles-Lost,0-0,1-1,0-0,4-3,0-0,1-1,1-0,0-0,1-0,2-1,1-0,2-1,2-1,2-0,0-0,0-0,2-1,0-0,1-0
Kan,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kan,Kan Score,40,28,28,34,19,31,30,31,23,32,24,9,23,3,26,21,31,24,20
Kan,Net Pass Yards,378,436,249,315,151,280,191,256,212,433,180,210,271,199,244,258,348,210,210
Kan,Opp Score,26,10,33,30,13,24,6,24,26,35,17,40,16,23,3,31,51,35,31
Kan,Opp_Cmp-Att-Yd-TD-INT,27-33-350-3-1,23-38-198-1-2,27-37-374-3-0,21-34-291-3-0,22-39-321-1-0,19-35-273-3-1,21-34-213-0-0,24-36-267-2-0,25-35-275-1-0,13-19-181-2-0,28-52-353-1-4,15-29-175-1-0,20-37-204-1-1,27-34-340-2-1,18-34-157-0-0,16-25-174-1-1,23-35-321-5-0,23-35-294-3-0,26-42-286-2-2
Kan,Opp_First Downs,18,19,27,29,18,20,15,21,17,19,23,22,17,27,18,16,29,27,26
Kan,Opp_Fourth Down Conv.,0-0,1-1,0-1,0-0,1-2,0-0,1-3,0-0,1-1,0-1,1-1,0-1,1-3,0-0,0-3,0-0,0-0,1-1,2-3
Kan,Opp_Fumbles-Lost,1-1,3-0,3-0,2-2,1-1,1-1,3-1,1-1,3-1,1-1,3-0,0-0,0-0,0-0,1-0,0-0,2-1,1-0,3-0
Kan,Opp_Net Pass Yards,347,178,363,261,288,256,134,249,230,146,345,163,184,327,133,174,316,292,268
Kan,Opp_Penalties-Yards,10-71,7-52,4-31,8-48,11-125,11-79,4-33,3-30,4-25,8-64,9-60,0-0,5-25,5-45,7-50,5-39,4-37,9-61,4-24
Kan,Opp_Rush-Yds-TDs,16-81-0,19-129-0,25-140-1,35-186-0,14-36-0,11-53-0,21-71-1,20-88-1,18-147-1,26-225-2,19-93-0,29-96-3,22-94-1,25-92-0,22-101-0,23-162-2,21-118-2,27-112-2,29-129-2
Kan,Opp_Sacked-Yards,1-3,3-20,1-11,4-30,4-33,1-17,9-79,2-18,5-45,4-35,2-8,1-12,3-20,3-13,3-24,0-0,1-5,2-2,4-18
Kan,Opp_Third Down Conv.,5-10,6-14,5-9,5-13,4-12,4-8,1-13,6-11,4-13,2-8,5-15,7-11,2-12,6-11,5-12,7-10,2-8,6-10,6-14
Kan,Opp_Time of Possession,28:45,27:25,27:16,33:55,22:45,20:12,27:47,26:47,31:48,22:08,31:02,28:19,25:39,33:33,26:36,23:56,25:25,29:50,33:13
Kan,Opp_Total Yards,428,307,503,447,324,309,205,337,377,371,438,259,278,419,234,336,434,404,397
Kan,Opp_Turnovers,2,2,0,2,1,2,1,1,1,1,4,0,1,1,0,1,1,0,2
Kan,Penalties-Yards,5-55,10-114,7-60,7-51,7-50,10-70,6-46,4-25,3-25,9-80,8-102,12-99,10-136,7-72,9-71,8-40,7-87,8-85,5-45
Kan,Rush-Yds-TDs,26-113-1,22-31-0,32-203-4,25-123-3,45-180-1,41-192-3,27-80-0,26-118-1,27-96-0,25-97-0,27-130-2,25-122-0,29-75-1,15-52-0,29-106-1,25-108-1,21-94-1,23-85-1,22-141-1
Kan,Sacked-Yards,0-0,2-7,3-18,0-0,0-0,0-0,1-2,5-49,1-8,2-13,1-2,2-12,1-12,2-9,1-7,3-23,5-40,3-27,1-9
Kan,Third Down Conv.,5-10,8-14,5-13,4-9,5-14,5-12,5-15,8-13,5-15,7-14,6-13,3-9,5-16,5-14,6-11,8-15,5-15,3-10,3-8
Kan,Time of Possession,31:15,32:35,32:44,26:05,37:15,39:48,32:13,33:13,28:12,37:52,28:58,31:41,34:21,26:27,33:24,36:04,34:35,30:10,26:47
Kan,Total Yards,491,467,452,438,331,472,271,374,308,530,310,332,346,251,350,366,442,295,351
Kan,Turnovers,0,1,0,3,1,3,0,0,0,1,1,3,2,1,0,2,1,0,2
