,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
CLE,CLE Score,6,35,34,49,32,7,37,6,10,22,27,41,42,20,16,24,48,17
CLE,Cmp-Att-Yd-TD-INT,21-39-189-1-1,16-23-219-2-1,16-23-156-2-0,20-31-202-3-0,22-38-265-2-2,15-28-165-1-2,23-29-316-5-1,12-25-122-0-0,12-20-132-0-0,12-22-204-0-0,19-29-258-2-0,26-34-340-4-0,29-48-355-2-1,27-32-297-2-0,28-53-285-0-0,17-27-196-1-0,21-34-263-3-0,23-37-204-1-1
CLE,First Downs,20,23,19,33,22,12,23,14,20,17,25,26,33,24,23,21,20,21
CLE,Fourth Down Conv.,0-3,1-2,1-1,0-0,1-1,0-3,0-0,2-2,0-1,0-2,1-2,0-1,2-2,0-1,0-1,0-2,0-0,3-3
CLE,Fumbles-Lost,3-2,0-0,1-0,0-0,1-0,1-0,0-0,1-1,1-0,2-1,1-1,1-1,7-0,1-0,3-2,0-0,0-0,1-1
CLE,HomeTeam,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False
CLE,Net Pass Yards,168,219,142,201,261,145,316,122,125,187,252,340,355,286,254,166,263,196
CLE,Opp Score,38,30,20,38,23,38,34,16,7,17,25,35,47,6,23,22,37,22
CLE,Opp_Cmp-Att-Yd-TD-INT,21-26-284-3-0,37-61-316-3-0,21-37-224-2-3,41-58-502-4-1,21-33-243-0-2,15-23-168-1-0,36-48-422-3-1,15-24-111-1-0,20-30-163-1-0,21-35-235-2-2,20-35-235-2-0,29-45-389-3-1,12-21-176-1-0,19-32-221-0-0,17-33-218-3-0,26-44-317-2-1,47-68-501-4-4,27-38-321-1-1
CLE,Opp_First Downs,23,30,19,35,15,18,31,24,16,19,22,25,25,14,18,18,34,24
CLE,Opp_Fourth Down Conv.,0-0,5-5,1-1,1-2,1-1,2-2,1-1,2-2,0-1,2-2,1-1,3-4,1-1,0-2,0-0,2-2,3-3,2-2
CLE,Opp_Fumbles-Lost,2-1,2-1,4-2,2-2,0-0,0-0,3-1,1-0,0-0,2-1,1-0,4-2,1-0,1-0,0-0,0-0,1-1,0-0
CLE,Opp_Net Pass Yards,270,285,206,481,240,148,387,100,153,209,235,369,154,214,202,309,501,315
CLE,Opp_Penalties-Yards,7-66,4-45,4-40,6-65,5-34,6-45,7-45,5-25,6-49,5-33,5-24,5-52,8-69,2-25,7-58,2-15,4-25,7-55
CLE,Opp_Rush-Yds-TDs,30-111-2,24-68-0,22-103-1,18-85-1,18-68-1,37-129-3,21-81-1,45-209-0,22-90-0,25-106-0,25-140-1,18-62-1,32-231-5,21-74-0,34-131-0,20-85-0,16-52-1,24-123-1
CLE,Opp_Sacked-Yards,2-14,3-31,3-18,3-21,1-3,2-20,4-35,2-11,2-10,5-26,0-0,3-20,4-22,1-7,2-16,1-8,0-0,1-6
CLE,Opp_Third Down Conv.,6-11,8-18,5-11,6-11,4-11,5-14,6-9,8-14,7-14,2-12,5-13,2-10,6-11,5-11,7-18,8-17,8-15,5-10
CLE,Opp_Time of Possession,29:58,33:39,26:23,26:28,25:15,34:06,32:57,37:43,26:40,28:16,27:19,23:14,28:03,25:57,31:48,27:50,32:46,30:37
CLE,Opp_Total Yards,381,353,309,566,308,277,468,309,243,315,375,431,385,288,333,394,553,438
CLE,Opp_Turnovers,1,1,5,3,2,0,2,0,0,3,0,3,0,0,0,1,5,1
CLE,Penalties-Yards,8-80,8-76,6-50,5-40,2-10,7-55,5-40,7-59,6-63,3-53,6-47,13-92,8-75,6-60,6-51,4-19,3-20,3-25
CLE,Rush-Yds-TDs,27-138-0,35-215-3,37-158-2,40-307-3,33-124-0,22-75-0,22-82-0,22-101-0,41-231-1,40-137-1,33-207-1,36-118-1,28-138-4,30-106-1,18-45-2,31-192-2,31-127-2,22-112-1
CLE,Sacked-Yards,2-21,0-0,2-14,2-1,1-4,4-20,0-0,0-0,1-7,3-17,2-6,0-0,0-0,1-11,4-31,4-30,0-0,1-8
CLE,Third Down Conv.,3-12,5-8,5-14,5-11,10-17,1-12,5-7,3-10,6-12,4-14,5-11,10-16,5-12,9-13,6-15,6-12,6-14,6-13
CLE,Time of Possession,30:02,26:21,33:37,33:32,34:45,25:54,27:03,22:17,33:20,31:44,32:41,36:46,31:57,34:03,28:12,32:10,27:14,29:23
CLE,Total Yards,306,434,300,508,385,220,398,223,356,324,459,458,493,392,299,358,390,308
CLE,Turnovers,3,1,0,0,2,2,1,1,0,1,1,1,1,0,2,0,0,2
