,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
CLE,CLE Score,26,30,29,20,28,15,20,32,17,23,23,27,10,13,10,24,14
CLE,Cmp-Att-Yd-TD-INT,18-34-147-1-0,22-27-229-1-1,21-31-220-2-0,21-35-234-0-1,21-34-230-1-1,21-45-266-1-2,22-27-258-0-0,17-23-278-1-1,22-35-212-1-0,28-41-324-3-0,23-37-210-1-1,12-22-131-0-1,26-43-276-1-1,18-28-161-1-0,15-31-135-0-1,9-18-169-3-0,19-29-230-2-2
CLE,First Downs,23,29,22,22,27,16,18,24,20,27,22,14,18,19,15,16,18
CLE,Fourth Down Conv.,1-2,0-0,3-4,2-3,0-1,3-5,1-1,0-0,2-5,1-2,2-4,0-0,3-6,2-2,1-3,1-2,1-2
CLE,Fumbles-Lost,1-0,0-0,0-0,1-1,0-0,3-2,3-2,1-1,2-1,1-1,0-0,2-1,0-0,0-0,0-0,0-0,1-0
CLE,HomeTeam,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False
CLE,Net Pass Yards,138,221,205,226,230,258,223,268,185,316,178,130,273,140,125,155,173
CLE,Opp Score,24,31,17,23,30,38,23,13,39,31,17,14,23,3,17,10,28
CLE,Opp_Cmp-Att-Yd-TD-INT,16-27-235-1-1,27-45-324-4-0,20-32-207-0-0,7-19-139-0-1,22-34-228-1-0,24-34-309-2-0,9-16-120-0-0,25-35-232-2-1,26-33-302-3-0,18-27-197-1-0,29-43-246-2-0,20-39-201-1-2,18-33-239-2-1,17-30-138-0-1,8-15-92-0-1,16-28-143-0-3,13-29-195-1-0
CLE,Opp_First Downs,15,20,20,19,26,20,17,15,29,22,16,16,23,17,14,17,23
CLE,Opp_Fourth Down Conv.,0-0,1-1,0-0,0-0,0-2,0-0,2-2,0-1,1-2,0-0,1-1,1-2,0-0,0-3,0-0,2-4,0-0
CLE,Opp_Fumbles-Lost,5-0,2-1,2-1,1-0,0-0,1-1,1-1,1-1,1-0,0-0,0-0,3-2,0-0,4-1,2-0,0-0,3-1
CLE,Opp_Net Pass Yards,207,309,204,131,227,301,94,193,296,186,229,201,227,126,92,124,189
CLE,Opp_Penalties-Yards,8-96,8-57,5-25,1-15,4-17,12-92,3-53,2-6,5-43,8-89,9-70,5-31,4-36,3-25,2-15,5-24,4-20
CLE,Opp_Rush-Yds-TDs,19-54-2,20-93-0,22-104-2,35-202-2,34-238-2,29-98-3,44-160-2,10-36-0,33-195-2,33-171-1,20-96-0,22-82-0,26-136-1,28-198-0,39-152-2,37-136-1,37-144-2
CLE,Opp_Sacked-Yards,4-28,2-15,1-3,1-8,1-1,2-8,3-26,5-39,1-6,2-11,3-17,0-0,2-12,3-12,0-0,3-19,1-6
CLE,Opp_Third Down Conv.,4-11,8-15,1-9,3-9,3-10,7-14,7-15,4-10,6-11,3-11,4-15,1-12,6-15,5-12,7-15,7-16,9-15
CLE,Opp_Time of Possession,21:34,27:46,23:51,24:16,29:58,35:05,34:04,23:15,33:14,28:38,30:37,27:44,28:08,26:52,29:14,33:32,30:56
CLE,Opp_Total Yards,261,402,308,333,465,399,254,229,491,357,325,283,363,324,244,260,333
CLE,Opp_Turnovers,1,1,1,1,0,1,1,2,0,0,0,4,1,2,1,3,1
CLE,Penalties-Yards,9-71,5-38,5-24,7-51,6-65,7-63,6-45,6-56,6-52,6-42,5-42,6-56,9-98,3-32,4-45,3-20,9-65
CLE,Rush-Yds-TDs,39-217-1,37-184-3,38-171-1,35-177-2,31-213-3,18-70-0,24-113-2,44-172-3,24-112-1,26-80-0,34-189-2,38-174-0,25-71-0,33-143-0,34-124-1,30-146-0,22-134-0
CLE,Sacked-Yards,1-9,1-8,2-15,1-8,0-0,4-8,5-35,2-10,3-27,1-8,4-32,1-1,2-3,3-21,2-10,5-14,7-57
CLE,Third Down Conv.,8-18,8-12,6-16,5-14,4-10,4-15,2-11,8-13,5-12,4-11,5-17,4-13,4-15,5-15,7-16,4-11,5-12
CLE,Time of Possession,38:26,32:14,36:09,35:44,30:02,24:55,25:56,36:45,26:46,31:22,39:04,32:16,31:52,33:08,30:46,26:28,29:04
CLE,Total Yards,355,405,376,403,443,328,336,440,297,396,367,304,344,283,249,301,307
CLE,Turnovers,0,1,0,2,1,4,2,2,1,1,1,2,1,0,1,0,2
