,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
CLE,CLE Score,13,23,13,40,3,28,13,19,19,21,41,13,27,24,15,23
CLE,Cmp-Att-Yd-TD-INT,25-38-285-1-3,19-35-325-1-1,18-36-195-1-1,20-31-342-1-1,9-24-120-0-2,22-37-249-1-3,20-31-194-1-1,27-42-273-1-0,26-38-238-2-0,17-32-193-2-0,24-34-327-3-1,18-34-196-1-1,11-24-192-0-2,30-43-247-2-1,20-33-192-2-1,12-27-279-3-3
CLE,First Downs,19,16,18,22,9,21,15,21,24,17,30,19,17,25,17,15
CLE,Fourth Down Conv.,0-2,0-0,0-2,1-1,0-0,2-3,0-1,0-2,1-2,0-0,0-0,1-2,0-0,1-1,0-0,1-1
CLE,Fumbles-Lost,0-0,0-0,1-0,0-0,3-2,1-1,3-2,0-0,1-0,0-0,2-0,1-1,0-0,1-1,0-0,1-0
CLE,HomeTeam,True,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False
CLE,Net Pass Yards,244,305,175,337,78,249,151,261,221,189,320,173,187,241,184,239
CLE,Opp Score,43,3,20,25,31,32,27,24,16,7,24,20,19,38,31,33
CLE,Opp_Cmp-Att-Yd-TD-INT,14-24-248-3-0,23-31-201-0-0,24-38-268-2-2,24-34-247-3-2,20-29-181-2-0,23-33-295-2-0,20-36-259-2-0,12-20-193-2-0,22-41-266-0-0,23-44-221-1-4,21-39-214-2-2,14-21-212-1-1,23-39-288-0-1,19-25-219-1-1,20-31-238-3-0,16-28-190-1-1
CLE,Opp_First Downs,21,13,20,24,22,29,19,13,20,18,22,18,27,26,31,22
CLE,Opp_Fourth Down Conv.,0-0,0-2,0-0,1-2,1-1,0-0,2-2,0-0,0-2,0-3,0-1,0-0,1-2,1-1,0-1,0-0
CLE,Opp_Fumbles-Lost,0-0,1-1,1-1,2-1,1-0,2-1,0-0,1-1,1-0,1-0,1-0,1-0,1-0,0-0,3-1,1-0
CLE,Opp_Net Pass Yards,216,169,254,222,171,284,239,175,260,178,192,199,272,219,238,182
CLE,Opp_Penalties-Yards,6-54,12-89,7-49,3-15,4-34,10-65,4-32,7-55,7-40,6-41,8-94,10-65,8-99,5-34,7-50,3-20
CLE,Opp_Rush-Yds-TDs,28-123-1,24-93-0,24-90-0,29-173-0,40-275-2,38-170-2,27-79-0,20-127-1,20-84-2,16-58-0,20-92-1,32-124-1,31-179-1,35-226-4,40-243-1,39-179-3
CLE,Opp_Sacked-Yards,4-32,4-32,2-14,4-25,2-10,3-11,3-20,3-18,1-6,4-43,4-22,1-13,2-16,0-0,0-0,1-8
CLE,Opp_Third Down Conv.,2-10,2-14,6-14,4-10,6-16,6-13,5-16,3-9,5-13,2-11,6-14,4-10,3-12,4-8,7-11,9-14
CLE,Opp_Time of Possession,29:18,30:19,28:23,29:43,37:43,33:41,32:15,24:30,28:14,26:02,23:54,27:54,34:31,29:11,34:19,34:41
CLE,Opp_Total Yards,339,262,344,395,446,454,318,302,344,236,284,323,451,445,481,361
CLE,Opp_Turnovers,0,1,3,3,0,1,0,1,0,4,2,1,1,1,1,1
CLE,Penalties-Yards,18-182,9-85,8-60,6-41,7-55,9-83,13-85,5-40,4-70,8-121,7-70,5-34,6-30,6-55,7-62,4-33
CLE,Rush-Yds-TDs,20-102-1,21-70-1,24-95-0,29-193-4,18-102-0,24-157-3,22-159-0,29-90-0,26-147-0,35-104-1,32-147-2,24-106-0,27-146-2,23-152-1,19-57-0,20-74-0
CLE,Sacked-Yards,5-41,3-20,3-20,1-5,4-42,0-0,5-43,2-12,2-17,1-4,1-7,5-23,1-5,1-6,1-8,6-40
CLE,Third Down Conv.,1-10,4-13,6-16,6-13,1-11,3-8,3-12,6-15,4-11,6-16,4-8,4-12,7-12,9-14,3-12,4-13
CLE,Time of Possession,30:42,29:41,31:37,30:17,22:17,26:19,27:45,35:30,31:46,33:58,36:06,32:06,25:29,30:49,25:41,25:19
CLE,Total Yards,346,375,270,530,180,406,310,351,368,293,467,279,333,393,241,313
CLE,Turnovers,3,1,1,1,4,4,3,0,0,0,1,2,2,2,1,3
