,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
jax,Cmp-Att-Yd-TD-INT,36-46-363-1-2,30-45-339-3-2,18-20-160-2-0,27-40-351-2-1,31-49-301-2-0,19-31-223-1-1,14-27-173-2-0,19-32-281-2-0,18-35-169-1-1,32-46-267-2-1,19-29-258-2-0,28-42-280-1-2,19-24-212-2-0,22-29-226-2-0,24-36-265-2-1,26-42-261-2-0
jax,First Downs,27,30,23,25,22,25,15,19,16,23,25,20,25,17,28,18
jax,Fourth Down Conv.,1-3,1-1,1-1,1-1,1-3,2-2,1-4,0-0,0-1,1-1,1-2,0-0,1-2,1-3,2-2,0-2
jax,Fumbles-Lost,0-0,2-0,0-0,0-0,2-2,0-0,1-1,2-1,0-0,0-0,1-1,2-2,1-1,2-1,3-0,1-1
jax,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jax,Net Pass Yards,357,315,156,340,289,223,154,267,151,267,252,266,205,205,263,230
jax,Opp Score,27,33,13,33,30,16,39,25,24,3,25,27,10,40,17,28
jax,Opp_Cmp-Att-Yd-TD-INT,19-20-173-3-0,18-24-239-4-0,30-42-275-0-1,25-36-300-1-1,25-35-359-3-2,25-44-243-1-1,28-44-351-3-0,26-38-304-1-1,24-34-325-2-1,16-37-151-0-4,20-35-235-2-0,28-43-305-3-1,31-54-263-1-1,19-26-250-3-1,24-37-211-2-2,17-27-164-1-1
jax,Opp_First Downs,17,23,22,28,24,16,29,22,16,14,22,30,20,26,14,23
jax,Opp_Fourth Down Conv.,0-0,0-0,0-3,1-1,1-1,0-2,0-0,0-1,0-1,0-1,1-1,0-0,1-3,1-2,0-0,0-0
jax,Opp_Fumbles-Lost,0-0,0-0,1-1,0-0,1-0,2-1,0-0,1-0,2-1,1-0,1-0,2-1,0-0,4-0,0-0,1-0
jax,Opp_Net Pass Yards,150,231,246,300,357,231,349,288,315,133,235,275,263,250,203,164
jax,Opp_Penalties-Yards,6-61,4-30,8-63,7-73,5-25,5-56,3-35,4-78,4-35,8-105,5-24,6-41,10-80,4-40,10-115,1-15
jax,Opp_Rush-Yds-TDs,23-91-0,34-123-0,17-72-2,34-205-2,22-129-0,16-44-1,32-135-2,27-115-2,25-80-1,17-73-0,25-140-1,38-145-0,15-91-0,37-159-2,16-76-0,37-273-2
jax,Opp_Sacked-Yards,4-23,1-8,4-29,1-0,1-2,1-12,1-2,2-16,1-10,2-18,0-0,4-30,0-0,1-0,1-8,0-0
jax,Opp_Third Down Conv.,5-10,7-11,3-10,4-11,5-10,7-13,6-14,6-14,5-13,4-13,5-13,7-16,5-14,8-12,5-12,3-10
jax,Opp_Time of Possession,26:37,26:38,25:38,33:11,28:01,24:03,34:31,32:07,31:41,23:31,27:19,37:33,28:17,31:48,27:00,33:38
jax,Opp_Total Yards,241,354,318,505,486,275,484,403,395,206,375,420,354,409,279,437
jax,Opp_Turnovers,0,0,2,1,2,2,0,1,2,4,0,2,1,1,2,1
jax,Penalties-Yards,5-80,8-60,6-51,6-49,4-35,7-60,6-55,3-18,7-86,6-42,6-47,10-83,7-78,7-67,4-40,3-54
jax,Rush-Yds-TDs,22-88-1,27-165-1,36-138-2,20-89-0,20-75-0,39-180-3,27-140-1,28-107-1,23-109-0,27-106-1,33-207-1,25-124-1,40-249-2,22-62-0,33-128-3,17-53-0
jax,Sacked-Yards,1-6,2-24,1-4,3-11,4-12,0-0,5-19,2-14,3-18,0-0,2-6,2-14,1-7,5-21,1-2,6-31
jax,Third Down Conv.,4-12,10-14,7-13,2-10,8-16,3-12,6-15,6-15,4-13,7-17,5-11,4-13,3-9,5-12,6-12,5-15
jax,Time of Possession,33:23,33:22,34:22,26:49,31:59,35:57,25:29,27:53,28:19,36:29,32:41,30:38,31:43,28:12,33:00,26:22
jax,Total Yards,445,480,294,429,364,403,294,374,260,373,459,390,454,267,391,283
jax,Turnovers,2,2,0,1,2,1,1,1,1,1,1,4,1,1,1,1
jax,jax Score,20,30,31,25,14,34,29,27,20,27,27,24,31,14,41,14
