,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"65,582","60,105","70,316","71,115","60,214","61,182","86,651","65,618","69,879","65,695","64,273","62,588","61,644","63,251","61,323","61,995","63,041"
0,Duration,3:03,3:13,3:04,3:12,3:05,2:56,2:48,3:09,3:15,3:00,2:56,3:18,2:42,3:14,3:05,2:46,3:13
0,Over/Under,49.5 (under),41.0 (under),45.5 (over),44.5 (under),45.0 (over),45.0 (over),42.5 (over),49.5 (over),45.5 (over),43.5 (under),47.0 (over),44.0 (under),40.0 (under),40.5 (over),41.0 (under),39.0 (under),45.0 (over)
0,Roof,outdoors,outdoors,outdoors,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,dome,outdoors,outdoors,outdoors,dome,outdoors,retractable roof (closed)
0,Surface,grass,grass,a_turf,astroturf,grass,grass,grass,grass,grass,grass,fieldturf,grass,grass,grass,grass,grass,fieldturf
0,Vegas Line,Miami Dolphins -3.5,Jacksonville Jaguars -3.0,Buffalo Bills -5.5,Houston Texans -5.5,Jacksonville Jaguars -3.0,Jacksonville Jaguars -1.0,Jacksonville Jaguars -6.5,Green Bay Packers -4.0,Philadelphia Eagles -7.5,Minnesota Vikings -7.0,Detroit Lions -14.0,Houston Texans -3.5,Tennessee Titans -3.5,New York Jets -3.5,Las Vegas Raiders -2.5,Pick,Indianapolis Colts -3.5
0,Weather,"91 degrees, relative humidity 57%, wind 10 mph","80 degrees, relative humidity 78%, wind 12 mph","68 degrees, relative humidity 87%, wind 5 mph",,"74 degrees, relative humidity 90%, wind 4 mph","54 degrees, relative humidity 55%, wind 3 mph","63 degrees, relative humidity 92%, wind 12 mph","84 degrees, relative humidity 46%, wind 4 mph","57 degrees, relative humidity 31%, wind 6 mph","79 degrees, relative humidity 77%, wind 7 mph",,,"53 degrees, relative humidity 44%, wind 9 mph",,,"72 degrees, relative humidity 83%, wind 16 mph",
0,Won OT Toss,,,,,,,,,,,,,,,,,Colts
0,Won Toss,Jaguars (deferred),Browns (deferred),Jaguars (deferred),Texans (deferred),Jaguars (deferred),Jaguars (deferred),Jaguars (deferred),Packers,Jaguars (deferred),Vikings (deferred),Lions (deferred),Texans (deferred),Jaguars (deferred),Jets (deferred),Raiders (deferred),Titans (deferred),Colts
