,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
jax,Cmp-Att-Yd-TD-INT,25-34-378-3-0,23-33-213-1-0,23-40-304-0-0,19-33-213-2-0,26-44-374-2-0,24-36-240-1-0,15-32-255-1-0,21-30-218-2-3,22-28-201-2-0,33-47-296-2-1,32-48-272-0-0,21-33-268-0-0,19-27-340-4-0,17-29-201-2-0,14-32-188-1-0,12-25-162-0-0
jax,First Downs,24,16,21,25,28,18,22,15,21,15,23,19,27,17,17,17
jax,Fourth Down Conv.,0-0,2-2,0-1,1-1,0-0,0-0,1-2,1-2,1-1,0-1,1-2,1-2,0-0,1-1,3-4,0-1
jax,Fumbles-Lost,0-0,3-1,3-1,1-0,3-3,1-0,1-0,1-0,1-1,0-0,1-1,1-1,2-0,0-0,1-1,2-2
jax,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jax,Net Pass Yards,378,178,249,186,358,222,244,167,194,279,252,241,330,185,173,143
jax,Opp Score,26,13,20,24,34,6,17,29,3,33,42,11,10,16,24,38
jax,Opp_Cmp-Att-Yd-TD-INT,27-33-350-3-1,16-29-159-0-0,20-30-204-2-0,22-38-303-3-1,17-31-181-1-0,14-29-163-0-1,22-43-276-1-3,22-34-279-3-0,27-47-309-0-2,15-24-148-1-1,14-18-259-2-0,23-41-240-1-2,25-38-171-1-0,22-36-267-1-0,32-45-384-1-2,27-39-295-3-1
jax,Opp_First Downs,18,17,12,19,22,11,21,21,21,23,21,14,15,27,28,23
jax,Opp_Fourth Down Conv.,0-0,1-1,0-1,0-0,0-1,0-1,0-0,0-1,0-2,1-2,0-0,1-3,2-4,0-0,0-0,0-0
jax,Opp_Fumbles-Lost,1-1,2-0,0-0,1-0,1-0,0-0,1-1,3-1,3-2,2-1,2-2,3-2,0-0,0-0,1-0,1-0
jax,Opp_Net Pass Yards,347,137,204,303,160,151,258,278,282,125,252,193,164,236,383,286
jax,Opp_Penalties-Yards,10-71,7-47,4-30,5-48,8-70,2-15,6-50,9-70,4-34,3-20,6-54,16-121,10-101,6-51,9-64,3-27
jax,Opp_Rush-Yds-TDs,16-81-0,30-126-1,20-88-0,16-68-0,27-285-3,24-75-0,20-33-1,34-111-0,15-74-0,36-264-3,33-219-4,17-49-0,23-88-0,32-128-0,27-135-2,24-67-0
jax,Opp_Sacked-Yards,1-3,4-22,0-0,0-0,3-21,2-12,2-18,2-1,4-27,3-23,1-7,5-47,2-7,4-31,1-1,3-9
jax,Opp_Third Down Conv.,5-10,6-15,2-11,4-11,4-12,4-14,5-12,8-17,4-11,4-11,4-8,4-14,4-15,4-11,7-13,9-14
jax,Opp_Time of Possession,28:45,29:59,24:44,20:48,27:36,26:51,21:43,33:21,27:27,33:52,23:04,26:28,30:37,34:12,33:07,33:53
jax,Opp_Total Yards,428,263,292,371,445,226,291,389,356,389,471,242,252,364,518,353
jax,Opp_Turnovers,2,0,0,1,0,1,4,1,4,2,2,4,0,0,2,1
jax,Penalties-Yards,5-55,9-70,9-101,12-104,9-84,3-35,11-130,10-83,7-60,8-81,11-104,8-44,6-65,8-87,6-36,4-36
jax,Rush-Yds-TDs,26-113-1,21-103-0,26-91-1,38-269-0,31-149-1,26-104-0,44-216-0,14-46-0,34-216-1,9-29-0,27-117-2,31-74-2,30-195-2,22-77-0,24-115-0,27-132-2
jax,Sacked-Yards,0-0,4-35,9-55,5-27,2-16,3-18,2-11,8-51,1-7,2-17,3-20,4-27,1-10,2-16,3-15,3-19
jax,Third Down Conv.,5-10,3-13,8-17,4-14,6-13,5-13,4-16,2-9,4-11,6-14,7-18,7-17,6-8,3-12,3-14,4-12
jax,Time of Possession,31:15,30:01,35:16,39:12,32:24,33:09,38:17,26:39,32:33,26:08,36:56,33:32,29:23,25:48,26:53,26:07
jax,Total Yards,491,281,340,455,507,326,460,213,410,308,369,315,525,262,288,275
jax,Turnovers,0,1,1,0,3,0,0,3,1,1,1,1,0,0,1,2
jax,jax Score,40,12,7,26,27,13,27,15,26,13,20,28,45,20,12,20
