,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
0,Attendance,"77,992","68,527","64,015","65,353","75,289","90,767","66,534","85,870","57,473","67,683","57,799","67,030","60,344","67,577","65,798","71,848"
0,Duration,3:04,3:02,2:56,3:12,3:24,2:52,2:52,2:53,3:05,3:14,3:22,2:51,2:58,2:52,2:50,2:53
0,Over/Under,43.0 (under),44.5 (over),39.0 (under),40.5 (over),48.0 (under),39.0 (over),42.5 (under),44.0 (under),48.0 (over),47.0 (under),36.5 (over),45.5 (under),37.5 (over),36.5 (under),39.5 (under),39.5 (under)
0,Roof,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed),outdoors,outdoors,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,retractable roof (closed)
0,Surface,fieldturf,grass,grass,grass,grass,matrixturf,grass,grass,fieldturf,grass,a_turf,grass,grass,grass,grass,astroturf
0,Vegas Line,Jacksonville Jaguars -2.5,New England Patriots -2.0,Jacksonville Jaguars -10.0,Jacksonville Jaguars -7.5,Kansas City Chiefs -3.0,Jacksonville Jaguars -3.0,Jacksonville Jaguars -3.5,Philadelphia Eagles -3.5,Indianapolis Colts -3.0,Pittsburgh Steelers -4.0,Jacksonville Jaguars -3.0,Indianapolis Colts -4.0,Tennessee Titans -5.5,Jacksonville Jaguars -7.5,Miami Dolphins -3.0,Houston Texans -7.0
0,Weather,"59 degrees, wind 7 mph","97 degrees, wind 15 mph","89 degrees, wind 10 mph","86 degrees, wind 10 mph","58 degrees, wind 5 mph",,"68 degrees, wind 15 mph","48 degrees, wind 12 mph",,"73 degrees, wind 8 mph","44 degrees, wind 12 mph","78 degrees, wind 13 mph","44 degrees, wind 5 mph","64 degrees, wind 12 mph","73 degrees, wind 9 mph",
0,Won Toss,Giants (deferred),Patriots,Titans (deferred),Jaguars (deferred),Chiefs (deferred),Cowboys (deferred),Texans (deferred),Jaguars (deferred),Jaguars (deferred),Steelers (deferred),Jaguars (deferred),Colts (deferred),Jaguars (deferred),Redskins (deferred),Jaguars (deferred),Jaguars (deferred)
