,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
jax,Cmp-Att-Yd-TD-INT,28-51-332-3-3,26-34-328-2-0,28-34-316-0-1,17-24-204-0-0,14-22-197-1-0,34-48-354-2-1,32-54-238-1-1,31-47-264-0-2,16-35-162-0-0,16-22-176-2-0,19-29-190-1-1,16-28-145-0-0,24-40-221-0-4,19-30-209-2-1,26-39-280-0-0,17-27-193-1-3,17-29-185-1-1
jax,First Downs,20,22,23,21,23,23,20,17,15,25,21,14,9,13,27,11,13
jax,Fourth Down Conv.,1-1,2-2,2-2,1-2,1-1,1-2,1-4,0-1,0-0,1-1,0-0,1-2,1-2,0-0,2-3,0-0,2-5
jax,Fumbles-Lost,1-0,0-0,1-0,1-0,0-0,1-0,0-0,2-1,2-1,1-0,0-0,3-2,0-0,0-0,2-1,0-0,3-1
jax,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jax,Net Pass Yards,319,302,316,202,184,354,227,229,152,162,183,136,184,206,252,173,139
jax,Opp Score,37,13,19,24,19,23,31,9,23,10,14,37,20,16,26,50,26
jax,Opp_Cmp-Att-Yd-TD-INT,21-33-291-2-0,14-33-118-1-2,22-34-219-1-2,25-32-348-2-0,23-33-273-1-1,25-41-319-1-0,20-24-195-2-0,17-28-151-0-0,22-34-180-0-0,16-25-158-0-0,23-42-228-1-1,26-38-295-3-0,20-31-191-0-0,22-38-210-0-0,14-22-102-1-0,25-34-290-3-0,23-32-223-2-0
jax,Opp_First Downs,22,12,20,21,24,21,17,16,15,14,20,24,22,21,18,32,19
jax,Opp_Fourth Down Conv.,0-0,1-1,1-1,0-0,1-3,2-3,1-1,2-2,0-0,1-1,0-2,1-1,0-0,2-3,3-5,0-0,1-1
jax,Opp_Fumbles-Lost,1-0,0-0,4-2,0-0,1-1,1-1,0-0,1-1,0-0,2-2,3-1,1-0,1-0,0-0,0-0,1-0,0-0
jax,Opp_Net Pass Yards,289,114,202,342,256,312,160,139,168,146,216,290,161,189,100,290,217
jax,Opp_Penalties-Yards,5-50,7-70,4-40,6-38,4-33,8-54,5-40,8-54,7-47,8-56,6-43,7-47,2-15,4-40,7-81,3-30,6-49
jax,Opp_Rush-Yds-TDs,41-160-2,16-75-0,29-159-1,22-78-1,31-198-2,19-84-1,25-69-1,27-79-0,27-127-1,16-54-1,28-141-0,27-128-1,34-102-2,25-107-1,36-273-1,36-181-4,31-101-0
jax,Opp_Sacked-Yards,1-2,1-4,3-17,1-6,2-17,2-7,3-35,2-12,1-12,3-12,1-12,1-5,4-30,3-21,1-2,0-0,1-6
jax,Opp_Third Down Conv.,12-21,4-11,2-11,5-9,3-10,3-12,3-10,2-13,4-15,5-11,9-16,5-12,6-15,3-14,4-12,8-10,7-15
jax,Opp_Time of Possession,35:04,21:08,27:06,31:15,28:30,27:20,28:31,29:22,32:16,21:38,29:08,33:45,36:57,29:53,27:42,36:46,33:19
jax,Opp_Total Yards,449,189,361,420,454,396,229,218,295,200,357,418,263,296,373,471,318
jax,Opp_Turnovers,0,2,4,0,2,1,0,1,0,2,2,0,0,0,0,0,0
jax,Penalties-Yards,10-82,10-101,7-58,2-10,7-44,7-55,12-93,12-118,8-79,1-12,5-26,3-39,9-79,9-65,2-10,3-25,4-52
jax,Rush-Yds-TDs,16-76-0,30-96-0,30-91-3,30-139-3,36-184-3,20-77-0,19-82-0,14-72-0,24-179-2,42-171-1,29-149-2,25-61-1,8-8-0,26-75-0,31-132-1,17-80-0,18-94-0
jax,Sacked-Yards,1-13,3-26,0-0,1-2,3-13,0-0,1-11,4-35,3-10,2-14,1-7,2-9,3-37,1-3,1-28,2-20,6-46
jax,Third Down Conv.,3-11,2-11,1-9,6-12,5-11,9-17,5-14,6-15,5-15,6-12,5-12,5-12,5-13,10-18,6-13,3-9,4-12
jax,Time of Possession,24:56,38:52,32:54,28:45,31:30,32:40,31:29,30:38,27:44,38:22,30:52,26:15,23:03,30:07,32:18,23:14,26:41
jax,Total Yards,395,398,407,341,368,431,309,301,331,333,332,197,192,281,384,253,233
jax,Turnovers,3,0,1,0,0,1,1,3,1,0,1,2,4,1,1,3,2
jax,jax Score,21,23,31,21,37,20,7,6,17,30,21,7,0,30,21,10,11
