,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
0,Attendance,"69,696","72,443","69,796","77,509","69,796","66,837","91,213","69,435","69,796","69,796","69,796","65,545","69,796","63,246","69,796","75,029","69,796"
0,Duration,3:13,3:16,3:09,3:27,3:01,3:07,3:01,3:01,3:02,3:18,3:12,3:27,3:20,3:09,3:08,3:14,2:57
0,Over/Under,44.0 (over),53.0 (under),45.0 (over),46.0 (over),43.0 (under),44.0 (over),50.0 (under),39.5 (over),41.0 (under),45.0 (under),45.5 (under),45.0 (over),45.5 (under),38.0 (over),47.0 (under),44.0 (over),44.0 (under)
0,Roof,outdoors,retractable roof (open),outdoors,outdoors,outdoors,dome,retractable roof (closed),outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors
0,Surface,grass,fieldturf,grass,grass,grass,sportturf,fieldturf,astroturf,grass,grass,grass,grass,grass,grass,grass,fieldturf,grass
0,Vegas Line,Philadelphia Eagles -10.5,Philadelphia Eagles -1.0,Philadelphia Eagles -4.0,Green Bay Packers -3.5,Philadelphia Eagles -14.0,Minnesota Vikings -3.5,Dallas Cowboys -3.0,Buffalo Bills -1.0,Philadelphia Eagles -5.0,New England Patriots -4.5,Seattle Seahawks -1.0,Philadelphia Eagles -10.5,Philadelphia Eagles -9.5,Philadelphia Eagles -7.0,Dallas Cowboys -2.0,Philadelphia Eagles -4.0,Philadelphia Eagles -1.0
0,Weather,"79 degrees, relative humidity 49%, wind 4 mph",,"84 degrees, relative humidity 53%, wind 7 mph","60 degrees, relative humidity 62%, wind 3 mph","68 degrees, relative humidity 68%, wind 10 mph",,,"54 degrees, relative humidity 87%, wind 23 mph","52 degrees, relative humidity 37%, wind 13 mph","42 degrees, relative humidity 57%, wind 13 mph","40 degrees, relative humidity 78%, wind 17 mph",,"53 degrees, relative humidity 87%, wind 11 mph","52 degrees, relative humidity 44%, wind 13 mph","47 degrees, relative humidity 46%, wind 7 mph","42 degrees, relative humidity 69%, wind 5 mph","41 degrees, relative humidity 40%, wind 17 mph"
0,Won OT Toss,,,,,,,,,,,,,Eagles,,,,
0,Won Toss,Eagles (deferred),Eagles (deferred),Lions (deferred),Packers (deferred),Eagles (deferred),Eagles (deferred),Eagles,Bills,Eagles (deferred),Patriots (deferred),Seahawks (deferred),Eagles (deferred),Giants (deferred),Eagles (deferred),Cowboys (deferred),Giants (deferred),Eagles (deferred)
