,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Sea,Cmp-Att-Yd-TD-INT,31-35-322-4-0,30-44-397-1-1,37-57-472-3-2,24-34-360-2-1,27-39-249-2-1,33-50-388-3-3,29-41-322-2-1,28-41-390-2-2,22-37-248-0-2,29-42-269-2-0,22-31-230-1-0,13-22-105-1-1,14-26-132-0-0,18-27-121-1-1,24-43-234-0-1,20-36-181-2-0,12-25-184-1-0
Sea,First Downs,22,29,27,26,31,33,24,22,20,24,20,13,12,16,20,21,16
Sea,Fourth Down Conv.,1-1,1-1,2-2,0-1,2-3,1-1,2-2,2-3,0-0,0-1,0-2,0-0,0-0,0-0,0-2,1-1,0-2
Sea,Fumbles-Lost,1-0,0-0,1-1,1-0,3-1,0-0,3-1,2-2,1-1,0-0,0-0,0-0,1-1,1-0,1-0,0-0,0-0
Sea,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sea,Net Pass Yards,299,397,461,343,248,372,299,362,220,257,225,100,116,121,216,159,169
Sea,Opp Score,25,35,38,23,27,37,37,44,23,28,17,12,40,15,20,23,20
Sea,Opp_Cmp-Att-Yd-TD-INT,37-54-450-2-1,21-28-288-5-1,27-40-315-5-0,29-45-315-0-2,20-32-217-3-1,34-48-360-3-1,27-37-261-4-0,31-38-415-3-0,27-37-302-0-0,23-28-197-2-0,26-46-221-2-1,27-43-263-1-1,25-32-239-4-1,38-55-295-1-2,20-32-225-1-0,25-37-273-1-0,11-27-174-2-1
Sea,Opp_First Downs,28,22,23,25,18,31,27,27,24,22,18,21,28,26,15,17,11
Sea,Opp_Fourth Down Conv.,0-4,0-0,1-1,0-0,2-2,1-2,0-0,0-0,1-1,0-0,0-3,0-2,0-0,0-1,0-0,1-1,1-2
Sea,Opp_Fumbles-Lost,1-1,0-0,2-1,1-0,0-0,3-1,0-0,0-0,1-1,2-0,1-0,3-1,1-0,1-0,0-0,1-1,1-1
Sea,Opp_Net Pass Yards,434,275,295,312,190,360,249,386,283,182,180,216,236,269,197,242,142
Sea,Opp_Penalties-Yards,6-72,9-68,5-30,3-20,3-25,6-40,6-30,6-70,4-49,8-79,9-79,6-41,4-35,6-41,5-31,2-25,9-60
Sea,Opp_Rush-Yds-TDs,21-72-1,30-154-0,26-117-0,22-103-1,16-124-1,33-159-1,28-101-1,19-34-2,29-106-3,31-165-1,14-70-0,22-111-0,36-174-1,20-84-1,24-95-1,24-86-1,25-136-0
Sea,Opp_Sacked-Yards,2-16,2-13,4-20,1-3,4-27,0-0,2-12,7-29,3-19,3-15,6-41,5-47,1-3,4-26,5-28,3-31,5-32
Sea,Opp_Third Down Conv.,7-14,3-7,5-13,7-13,0-7,5-12,9-15,5-12,9-15,8-14,8-17,4-13,6-11,10-17,8-17,6-15,2-14
Sea,Opp_Time of Possession,29:24,31:19,32:34,33:09,20:32,30:13,30:58,32:01,33:36,35:07,27:03,30:11,34:28,32:16,27:10,32:20,26:21
Sea,Opp_Total Yards,506,429,412,415,314,519,350,420,389,347,250,327,410,353,292,328,278
Sea,Opp_Turnovers,2,1,1,2,1,2,0,0,1,0,1,2,1,2,0,1,2
Sea,Penalties-Yards,6-46,2-12,10-59,0-0,6-55,8-78,6-36,4-13,4-23,10-115,8-83,6-35,7-50,4-45,5-45,4-35,2-15
Sea,Rush-Yds-TDs,20-84-1,25-67-2,21-61-1,26-98-2,41-201-1,30-200-1,22-52-2,17-57-2,22-113-1,18-57-1,30-76-1,31-190-1,23-69-0,26-181-1,29-118-0,27-121-1,43-164-1
Sea,Sacked-Yards,3-23,1-0,2-11,2-17,3-1,2-16,3-23,5-28,6-28,3-12,2-5,2-5,3-16,0-0,3-18,2-22,3-15
Sea,Sea Score,38,30,31,31,26,34,27,34,16,21,23,17,3,20,9,26,30
Sea,Third Down Conv.,3-9,7-12,7-15,4-10,6-14,5-13,6-13,3-12,7-14,6-11,2-10,3-12,4-12,5-12,9-19,4-12,3-15
Sea,Time of Possession,30:36,28:41,27:26,26:51,39:28,39:32,29:02,27:59,26:24,24:53,32:57,29:49,25:32,27:44,32:50,27:40,33:39
Sea,Total Yards,383,464,522,441,449,572,351,419,333,314,301,290,185,302,334,280,333
Sea,Turnovers,0,1,3,1,2,3,2,4,3,0,0,1,1,1,1,0,0
