,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
Sea,Cmp-Att-Yd-TD-INT,29-42-340-1-0,24-31-197-0-2,13-20-229-1-1,23-30-320-2-0,16-25-268-3-0,23-37-222-0-1,20-27-210-2-1,17-31-176-0-0,26-34-275-2-1,23-33-275-2-0,25-36-295-3-2,28-39-367-3-1,14-24-120-1-0,17-26-217-2-0,25-40-215-1-1,23-46-240-0-2,13-26-147-0-1,25-35-253-2-1
Sea,First Downs,20,14,24,27,15,15,24,14,27,19,27,25,24,15,19,20,14,22
Sea,Fourth Down Conv.,0-1,0-0,0-0,0-0,0-1,1-5,0-0,0-1,0-1,2-2,1-2,0-0,1-2,0-0,3-6,0-2,1-1,1-1
Sea,Fumbles-Lost,2-2,1-1,2-1,1-1,2-1,3-1,1-1,3-2,1-0,1-1,1-0,1-1,1-0,0-0,0-0,1-1,0-0,1-1
Sea,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sea,Net Pass Yards,330,180,207,320,245,171,191,147,263,244,293,348,105,211,200,204,123,228
Sea,Opp Score,17,27,23,45,39,19,23,27,21,21,34,23,24,13,24,23,19,41
Sea,Opp_Cmp-Att-Yd-TD-INT,23-28-195-2-0,15-24-184-1-0,32-44-325-2-1,27-40-384-4-1,17-25-209-2-1,20-31-197-0-0,33-51-293-2-1,23-34-212-2-0,25-35-175-2-0,22-30-258-2-2,27-37-328-2-1,14-26-178-0-2,21-36-264-3-2,31-44-238-1-0,16-28-224-2-0,18-29-183-2-0,19-31-213-1-2,18-30-332-3-0
Sea,Opp_First Downs,19,25,23,27,26,19,21,19,15,26,22,20,16,16,14,20,22,24
Sea,Opp_Fourth Down Conv.,0-1,2-3,2-3,3-3,0-0,0-1,1-3,2-2,0-2,0-0,0-0,1-2,1-1,0-0,0-1,1-2,1-1,0-0
Sea,Opp_Fumbles-Lost,3-1,2-0,0-0,1-1,2-1,2-1,2-1,1-1,3-1,0-0,1-1,1-0,0-0,2-1,0-0,2-0,0-0,0-0
Sea,Opp_Net Pass Yards,177,184,308,375,203,160,276,190,140,258,307,148,241,207,220,148,205,324
Sea,Opp_Penalties-Yards,5-77,1-26,6-47,8-59,6-57,6-44,7-70,3-25,12-77,4-40,2-10,4-39,3-35,8-79,5-39,5-25,4-20,3-28
Sea,Opp_Rush-Yds-TDs,19-76-0,45-189-2,23-112-0,25-145-2,48-235-3,30-136-1,15-53-1,25-87-1,21-122-0,44-161-1,23-65-2,33-171-2,14-46-0,14-70-0,22-77-1,38-198-0,36-197-0,33-181-1
Sea,Opp_Sacked-Yards,2-18,1-0,2-17,1-9,1-6,5-37,3-17,3-22,5-35,0-0,3-21,4-30,3-23,3-31,1-4,4-35,3-8,1-8
Sea,Opp_Third Down Conv.,6-11,6-15,9-17,4-10,8-14,4-14,5-15,3-13,6-14,10-15,3-9,4-12,6-13,4-13,3-11,5-15,1-11,6-11
Sea,Opp_Time of Possession,26:21,38:20,31:46,26:54,37:35,29:16,26:03,26:26,25:29,36:55,28:05,29:07,20:44,26:59,24:58,33:38,35:31,32:46
Sea,Opp_Total Yards,253,373,420,520,438,296,329,277,262,419,372,319,287,277,297,346,402,505
Sea,Opp_Turnovers,1,0,1,2,2,1,2,1,1,2,2,2,2,1,0,0,2,0
Sea,Penalties-Yards,12-106,10-106,2-15,11-76,12-85,6-53,7-68,6-53,6-34,6-46,7-50,6-42,6-29,7-60,6-35,2-10,3-35,5-30
Sea,Rush-Yds-TDs,20-103-0,14-36-0,31-179-2,33-235-3,21-151-1,28-144-0,34-213-2,28-78-1,34-158-2,14-39-0,40-283-2,22-90-0,46-223-2,34-170-1,31-133-0,17-75-0,28-146-1,25-104-1
Sea,Sacked-Yards,2-10,2-17,3-22,0-0,3-23,6-51,2-19,5-29,2-12,3-31,1-2,4-19,2-15,1-6,2-15,4-36,5-24,3-25
Sea,Sea Score,16,7,27,48,32,9,37,13,31,16,40,27,30,21,10,6,16,23
Sea,Third Down Conv.,8-15,2-7,4-7,9-12,1-9,4-16,5-9,6-16,10-15,1-9,8-14,5-10,6-13,6-13,2-14,4-13,4-14,6-13
Sea,Time of Possession,33:39,21:40,28:14,33:06,22:25,30:44,33:57,33:34,34:31,23:05,37:35,30:53,39:16,33:01,35:02,26:22,29:55,27:14
Sea,Total Yards,433,216,386,555,396,315,404,225,421,283,576,438,328,381,333,279,269,332
Sea,Turnovers,2,3,2,1,1,2,2,2,1,1,2,2,0,0,1,3,1,2
