,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Sea,Cmp-Att-Yd-TD-INT,18-23-254-4-0,27-40-347-0-0,23-32-298-1-0,16-23-149-2-0,25-37-365-1-1,23-32-209-1-0,19-35-222-1-0,32-54-238-1-1,20-40-161-0-2,35-44-328-2-0,20-31-247-2-0,20-30-299-2-2,17-28-260-2-0,17-31-156-0-1,24-35-250-1-0,22-37-262-2-3,15-26-238-3-1
Sea,First Downs,18,33,21,14,24,18,21,20,15,29,10,17,20,13,26,20,19
Sea,Fourth Down Conv.,0-0,0-1,0-1,0-0,1-1,0-0,2-2,1-4,0-1,1-1,0-0,1-2,0-0,0-1,1-3,1-2,0-0
Sea,Fumbles-Lost,1-1,1-1,0-0,3-0,1-0,3-1,2-1,0-0,0-0,4-0,1-1,1-1,1-0,0-0,1-0,1-0,1-1
Sea,HomeTeam,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sea,Net Pass Yards,241,320,283,129,358,165,210,227,133,318,233,294,260,134,229,262,229
Sea,Opp Score,16,30,30,21,17,23,10,31,17,13,17,30,13,20,24,51,30
Sea,Opp_Cmp-Att-Yd-TD-INT,25-38-251-2-0,22-31-343-2-0,30-38-323-3-0,23-41-322-3-1,21-33-283-2-2,29-40-229-1-0,12-22-167-1-0,20-24-195-2-0,23-37-292-0-1,14-26-207-0-0,27-35-223-1-1,30-37-231-2-1,33-49-331-1-0,21-29-244-2-1,16-27-181-2-0,20-29-236-4-0,28-39-240-1-0
Sea,Opp_First Downs,23,17,28,23,22,22,14,17,22,16,27,21,25,20,18,29,20
Sea,Opp_Fourth Down Conv.,0-3,0-0,0-0,3-4,0-1,0-0,0-1,1-1,0-1,0-1,1-2,2-2,0-2,0-1,0-1,1-1,1-2
Sea,Opp_Fumbles-Lost,1-1,0-0,1-0,1-1,0-0,1-1,0-0,0-0,1-0,2-0,1-0,4-2,0-0,0-0,0-0,1-0,2-1
Sea,Opp_Net Pass Yards,223,320,313,314,262,226,129,160,287,180,219,181,317,209,161,232,187
Sea,Opp_Penalties-Yards,2-16,10-100,4-40,8-78,3-20,5-38,6-53,5-40,3-43,2-17,4-38,6-40,6-52,4-34,7-88,5-31,6-46
Sea,Opp_Rush-Yds-TDs,30-113-0,18-77-2,34-140-0,29-143-0,25-92-0,30-119-1,28-90-0,25-69-1,32-106-2,19-86-1,43-152-1,27-146-2,25-63-0,29-123-0,24-170-1,41-265-2,28-118-1
Sea,Opp_Sacked-Yards,3-28,3-23,1-10,2-8,2-21,1-3,5-38,3-35,1-5,4-27,1-4,4-50,2-14,4-35,2-20,1-4,5-53
Sea,Opp_Third Down Conv.,5-13,4-12,9-14,2-14,4-10,5-14,3-12,3-10,7-14,2-10,5-13,5-15,3-13,6-12,3-10,7-12,9-18
Sea,Opp_Time of Possession,35:47,22:42,35:53,31:40,26:57,37:33,27:11,28:31,39:09,19:38,41:25,33:19,33:19,35:06,21:42,33:33,35:49
Sea,Opp_Total Yards,336,397,453,457,354,345,219,229,393,266,371,327,380,332,331,497,305
Sea,Opp_Turnovers,1,0,0,2,2,1,0,0,1,0,1,3,0,1,0,0,1
Sea,Penalties-Yards,7-53,5-45,4-35,5-27,5-85,6-45,7-90,12-93,5-39,3-32,6-51,10-86,8-69,8-65,8-73,4-30,4-30
Sea,Rush-Yds-TDs,27-140-0,40-212-3,18-106-1,28-105-2,29-118-2,27-144-1,31-94-0,19-82-0,16-75-0,33-95-1,12-34-0,25-71-1,29-193-2,19-80-1,30-88-2,22-95-2,30-202-2
Sea,Sacked-Yards,3-13,3-27,2-15,3-20,1-7,5-44,2-12,1-11,3-28,2-10,2-14,1-5,0-0,3-22,4-21,0-0,1-9
Sea,Sea Score,28,33,17,28,26,20,13,7,0,23,15,23,33,10,25,29,38
Sea,Third Down Conv.,4-9,6-14,3-8,2-10,2-10,3-12,2-13,5-14,7-15,7-14,4-12,3-10,7-13,3-11,7-14,5-10,8-12
Sea,Time of Possession,24:13,42:33,24:07,28:20,33:03,29:37,32:49,31:29,20:51,40:22,18:35,26:41,26:41,24:54,38:25,26:27,24:11
Sea,Total Yards,381,532,389,234,476,309,304,309,208,413,267,365,453,214,317,357,431
Sea,Turnovers,1,1,0,0,1,1,1,1,2,0,1,3,0,1,0,3,2
