,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
Sea,Cmp-Att-Yd-TD-INT,19-33-298-3-2,22-36-226-2-1,16-26-192-2-0,19-26-172-0-0,13-21-198-3-0,17-23-222-3-1,27-40-310-2-1,13-26-228-2-0,28-39-318-2-0,21-30-332-2-0,25-30-256-2-1,30-48-414-2-1,10-20-72-0-1,20-29-275-1-0,23-40-273-3-0,12-21-152-1-1,22-33-226-1-1
Sea,First Downs,13,17,18,19,20,19,21,18,25,14,26,24,19,20,22,16,23
Sea,Fourth Down Conv.,0-0,0-0,0-0,1-2,0-0,0-0,0-0,0-0,0-0,0-0,0-1,1-2,1-1,0-0,1-1,0-0,0-0
Sea,Fumbles-Lost,3-1,3-1,1-0,3-0,0-0,1-0,2-2,0-0,0-0,0-0,5-0,3-2,0-0,1-1,3-2,0-0,0-0
Sea,HomeTeam,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True
Sea,Net Pass Yards,242,202,182,160,183,214,297,215,307,311,256,386,60,257,265,109,216
Sea,Opp Score,27,24,13,17,33,3,28,17,31,27,30,43,7,23,38,24,22
Sea,Opp_Cmp-Att-Yd-TD-INT,25-39-329-3-3,25-34-200-2-2,19-34-168-1-2,15-27-180-1-0,23-32-321-1-2,23-31-142-0-0,14-17-248-3-0,26-39-235-2-1,17-26-176-3-0,21-31-225-2-0,22-31-339-2-0,11-17-185-4-0,20-33-208-1-0,23-31-237-2-0,18-29-271-3-0,18-34-149-1-0,18-27-233-1-0
Sea,Opp_First Downs,25,20,17,18,30,15,20,25,29,23,21,21,16,18,31,12,11
Sea,Opp_Fourth Down Conv.,0-0,1-1,1-2,0-0,1-1,0-1,1-2,3-3,0-1,2-2,2-2,0-0,0-2,1-1,0-0,1-2,2-2
Sea,Opp_Fumbles-Lost,0-0,0-0,1-1,2-1,2-0,3-2,0-0,1-0,1-1,2-1,1-0,0-0,1-1,1-0,1-0,3-2,0-0
Sea,Opp_Net Pass Yards,324,185,137,171,313,106,237,202,141,205,322,163,199,217,254,113,226
Sea,Opp_Penalties-Yards,7-60,7-55,7-55,5-38,7-45,5-38,7-111,10-83,7-56,6-30,4-36,10-100,4-51,14-148,3-20,3-20,5-36
Sea,Opp_Rush-Yds-TDs,32-146-0,27-86-0,19-166-0,28-92-1,30-155-3,19-79-0,42-176-1,32-154-0,34-273-1,35-173-1,28-75-1,29-168-1,21-77-0,35-168-1,43-210-2,24-85-0,24-73-1
Sea,Opp_Sacked-Yards,1-5,2-15,5-31,1-9,1-8,6-36,2-11,4-33,4-35,3-20,2-17,3-22,2-9,3-20,3-17,6-36,1-7
Sea,Opp_Third Down Conv.,4-12,5-12,3-13,5-12,3-9,4-12,6-12,4-15,2-9,6-15,6-14,4-9,2-10,9-19,7-14,4-17,2-13
Sea,Opp_Time of Possession,35:08,34:24,27:16,28:14,29:30,28:34,34:55,35:41,30:37,34:18,30:26,27:30,28:11,37:14,35:02,30:51,25:10
Sea,Opp_Total Yards,470,271,303,263,468,185,413,356,414,378,397,331,276,385,464,198,299
Sea,Opp_Turnovers,3,2,3,1,2,2,0,1,1,1,0,0,1,0,0,2,0
Sea,Penalties-Yards,7-45,5-37,10-67,8-57,7-50,8-64,4-32,12-105,10-102,5-80,3-30,13-128,4-45,8-66,8-76,1-10,6-36
Sea,Rush-Yds-TDs,16-64-0,22-74-0,39-113-1,34-171-2,32-190-1,37-155-0,13-34-0,22-160-1,23-149-2,13-48-1,27-220-1,23-66-0,42-214-1,26-94-0,19-154-0,34-182-2,34-164-2
Sea,Sacked-Yards,6-56,6-24,2-10,2-12,2-15,1-8,3-13,2-13,2-11,5-21,0-0,3-28,2-12,3-18,1-8,6-43,1-10
Sea,Sea Score,24,17,24,20,31,27,14,25,36,24,27,16,21,26,31,27,24
Sea,Third Down Conv.,2-12,5-13,7-16,0-10,7-12,9-13,6-10,2-9,5-10,3-11,3-8,7-16,3-11,3-10,5-12,4-14,4-11
Sea,Time of Possession,24:52,25:36,32:44,31:46,30:30,31:26,25:05,24:19,29:23,25:42,29:34,32:30,31:49,29:40,24:58,29:09,34:50
Sea,Total Yards,306,276,295,331,373,369,331,375,456,359,476,452,274,351,419,291,380
Sea,Turnovers,3,2,0,0,0,1,3,0,0,0,1,3,1,1,2,1,1
