,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
SDG,Cmp-Att-Yd-TD-INT,25-34-333-3-1,21-36-293-0-1,31-46-318-2-0,25-31-317-2-0,32-48-211-0-2,26-44-320-2-2,24-38-329-2-0,19-29-201-1-1,21-28-294-0-0,17-31-207-2-3,28-52-353-1-4,18-28-134-2-1,19-27-340-4-0,19-25-207-1-1,27-39-279-0-0,16-25-174-1-1
SDG,First Downs,25,21,22,24,19,23,24,11,24,26,23,13,27,18,21,16
SDG,Fourth Down Conv.,0-0,0-0,2-3,0-1,0-1,0-0,0-1,0-0,1-1,1-2,1-1,0-0,0-0,0-0,1-1,0-0
SDG,Fumbles-Lost,2-1,1-1,1-1,1-0,1-1,1-1,2-1,0-0,0-0,1-0,3-0,0-0,2-0,2-0,0-0,0-0
SDG,HomeTeam,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True
SDG,Net Pass Yards,310,287,293,311,211,316,326,195,283,169,345,134,330,207,265,174
SDG,Opp Score,24,13,27,10,20,24,23,16,11,26,24,20,10,10,24,21
SDG,Opp_Cmp-Att-Yd-TD-INT,21-27-190-2-0,22-30-245-2-2,25-34-351-3-0,17-24-180-1-1,14-20-182-1-1,15-20-132-1-1,24-30-323-2-1,23-35-253-0-1,23-35-161-1-0,21-31-218-1-0,19-32-182-1-1,20-29-265-2-1,25-38-171-1-0,28-39-307-1-3,26-30-291-1-0,31-46-281-2-2
SDG,Opp_First Downs,22,19,20,13,15,18,22,26,13,18,18,17,15,17,19,25
SDG,Opp_Fourth Down Conv.,1-1,1-1,0-0,0-1,0-0,0-0,1-2,1-1,0-1,1-1,0-0,1-1,2-4,1-2,1-1,2-4
SDG,Opp_Fumbles-Lost,1-0,0-0,2-1,3-0,3-1,1-0,2-0,1-1,0-0,0-0,1-0,1-1,0-0,5-4,0-0,0-0
SDG,Opp_Net Pass Yards,173,245,337,161,159,132,306,226,139,200,180,244,164,283,267,258
SDG,Opp_Penalties-Yards,3-10,8-71,6-65,5-53,12-122,6-45,7-54,5-42,8-45,12-97,8-102,7-82,10-101,5-48,5-47,8-40
SDG,Opp_Rush-Yds-TDs,33-203-1,28-94-0,19-39-1,18-72-0,32-191-1,36-124-1,29-97-1,38-162-1,11-45-0,21-78-1,27-130-2,29-115-0,23-88-0,19-62-0,29-99-2,25-108-1
SDG,Opp_Sacked-Yards,2-17,0-0,2-14,5-19,3-23,0-0,2-17,4-27,3-22,3-18,1-2,3-21,2-7,3-24,3-24,3-23
SDG,Opp_Third Down Conv.,7-13,4-10,6-10,5-10,3-11,8-13,6-11,5-14,2-10,4-12,6-13,5-15,4-15,6-11,7-14,8-15
SDG,Opp_Time of Possession,32:09,28:41,28:12,22:24,29:36,34:05,32:15,38:00,24:09,25:50,28:58,32:09,30:37,27:39,33:24,36:04
SDG,Opp_Total Yards,376,339,376,233,350,256,403,388,184,278,310,359,252,345,366,366
SDG,Opp_Turnovers,0,2,1,1,2,1,1,2,0,0,1,2,0,7,0,2
SDG,Penalties-Yards,3-20,9-70,7-69,10-89,4-43,8-74,4-29,8-53,5-45,8-70,9-60,3-25,6-65,5-41,2-15,5-39
SDG,Rush-Yds-TDs,21-125-1,25-137-1,18-73-0,33-79-1,16-35-0,14-32-0,21-39-0,12-36-1,38-159-2,30-146-1,19-93-0,25-84-0,30-195-2,37-137-2,16-19-2,23-162-2
SDG,SDG Score,30,10,20,30,13,17,20,17,26,24,17,23,45,39,17,31
SDG,Sacked-Yards,4-23,1-6,5-25,1-6,0-0,1-4,1-3,1-6,2-11,5-38,2-8,0-0,1-10,0-0,1-14,0-0
SDG,Third Down Conv.,7-11,6-13,5-15,8-13,4-13,7-12,6-11,2-10,5-11,3-10,5-15,7-15,6-8,7-14,3-11,7-10
SDG,Time of Possession,32:50,31:19,31:48,37:36,30:24,25:55,27:45,22:00,35:51,34:10,31:02,27:51,29:23,32:21,26:36,23:56
SDG,Total Yards,435,424,366,390,246,348,365,231,442,315,438,218,525,344,284,336
SDG,Turnovers,2,2,1,0,3,3,1,1,0,3,4,1,0,1,0,1
