,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
SDG,Cmp-Att-Yd-TD-INT,16-30-208-0-0,22-33-311-1-1,35-49-330-1-1,20-25-290-3-1,20-34-264-4-0,28-44-351-3-0,26-41-248-3-1,13-23-165-2-0,15-25-169-2-0,15-30-205-2-1,19-25-177-2-1,14-22-130-2-0,36-44-243-2-1,20-33-279-1-1,24-47-264-0-2,23-32-218-2-0
SDG,First Downs,19,28,26,15,19,29,17,16,17,20,23,22,23,27,23,18
SDG,Fourth Down Conv.,0-2,1-2,0-0,1-1,0-1,0-0,0-0,0-0,0-0,1-2,0-0,1-1,0-0,4-4,2-2,0-1
SDG,Fumbles-Lost,0-0,1-0,4-3,1-1,1-0,0-0,0-0,1-1,2-1,0-0,2-2,2-0,2-0,1-0,0-0,3-1
SDG,HomeTeam,False,True,True,False,False,True,True,False,True,False,True,False,True,True,False,True
SDG,Net Pass Yards,207,296,319,278,239,349,243,160,169,196,160,126,240,276,263,217
SDG,Opp Score,13,23,21,38,30,29,30,26,21,34,17,0,17,30,19,38
SDG,Opp_Cmp-Att-Yd-TD-INT,23-36-193-0-1,27-47-302-2-0,22-28-235-1-0,30-46-369-5-1,33-48-325-1-1,14-27-173-2-0,29-44-278-3-2,28-42-326-2-0,20-32-187-2-1,37-49-366-3-0,31-52-316-1-1,26-53-209-0-2,22-33-263-2-3,22-32-314-2-0,21-33-253-1-0,22-31-302-3-0
SDG,Opp_First Downs,19,23,14,28,23,15,28,26,19,28,24,17,19,27,16,29
SDG,Opp_Fourth Down Conv.,0-0,1-1,0-0,0-0,0-0,1-4,0-1,2-2,2-3,0-1,4-5,1-5,0-0,0-0,1-1,0-1
SDG,Opp_Fumbles-Lost,2-1,0-0,0-0,0-0,1-0,1-1,0-0,2-1,0-0,1-1,2-0,0-0,0-0,1-0,1-0,0-0
SDG,Opp_Net Pass Yards,173,289,221,369,313,154,275,312,174,347,291,188,249,306,227,281
SDG,Opp_Penalties-Yards,7-44,11-90,3-30,8-90,5-60,6-55,6-67,5-45,5-31,9-78,5-91,5-30,4-35,3-20,6-45,4-23
SDG,Opp_Rush-Yds-TDs,28-122-1,22-125-0,21-81-0,27-115-0,25-95-2,27-140-1,38-210-0,31-128-1,29-99-1,26-29-0,24-76-1,15-70-0,20-70-0,29-96-2,20-89-0,35-135-2
SDG,Opp_Sacked-Yards,3-20,1-13,2-14,0-0,2-12,5-19,2-3,2-14,2-13,3-19,3-25,3-21,2-14,1-8,2-26,3-21
SDG,Opp_Third Down Conv.,6-14,7-15,3-12,5-11,5-15,6-15,7-16,7-15,4-13,9-15,3-16,7-18,9-12,7-12,3-12,3-7
SDG,Opp_Time of Possession,29:50,28:38,28:49,34:55,35:01,25:29,35:53,34:44,29:54,36:28,30:04,26:19,25:45,31:00,26:51,34:49
SDG,Opp_Total Yards,295,414,302,484,408,294,485,440,273,376,367,258,319,402,316,416
SDG,Opp_Turnovers,2,0,0,1,1,1,2,1,1,1,1,2,3,0,0,0
SDG,Penalties-Yards,6-35,6-40,8-60,7-60,1-10,3-35,8-70,2-10,3-15,8-88,9-85,3-15,6-40,6-69,6-44,5-69
SDG,Rush-Yds-TDs,39-155-1,44-183-1,23-117-1,23-46-0,32-111-0,32-135-2,16-108-1,26-160-2,32-111-1,24-96-2,30-172-1,43-165-2,26-105-0,41-173-2,28-133-1,17-51-1
SDG,SDG Score,16,20,16,31,27,39,31,31,29,28,27,45,20,27,16,21
SDG,Sacked-Yards,2-1,2-15,2-11,2-12,3-25,1-2,2-5,1-5,0-0,1-9,3-17,1-4,1-3,1-3,2-1,1-1
SDG,Third Down Conv.,6-16,6-13,10-15,4-10,8-17,6-14,5-13,5-10,5-14,5-11,4-9,6-14,9-15,5-13,7-17,6-9
SDG,Time of Possession,30:10,39:27,31:11,25:05,30:42,34:31,24:07,25:16,30:06,23:32,29:56,33:41,34:15,37:31,33:09,25:11
SDG,Total Yards,362,479,436,324,350,484,351,320,280,292,332,291,345,449,396,268
SDG,Turnovers,0,1,4,2,0,0,1,1,1,1,3,0,1,1,2,1
