,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16
SDG,Cmp-Att-Yd-TD-INT,31-47-337-1-1,31-41-338-1-2,26-38-281-4-0,25-39-222-3-0,26-43-398-4-0,22-39-195-1-1,18-35-223-2-2,11-17-162-1-0,25-37-294-2-0,30-41-382-3-1,15-25-155-1-1,26-35-317-3-1,17-37-191-2-1,22-39-236-2-1,21-27-254-2-0,19-28-246-1-0,21-37-190-2-0
SDG,First Downs,27,24,21,25,27,14,17,20,24,33,23,18,20,28,26,18,24
SDG,Fourth Down Conv.,0-0,1-1,1-1,2-3,3-3,1-4,1-1,0-0,2-2,0-1,0-0,1-1,0-2,2-5,0-0,1-4,1-1
SDG,Fumbles-Lost,2-1,0-0,1-0,0-0,2-1,0-0,0-0,1-0,1-1,0-0,1-0,2-2,1-1,1-1,0-0,1-1,2-0
SDG,HomeTeam,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True
SDG,Net Pass Yards,334,313,275,212,381,182,206,155,278,374,155,284,181,236,248,236,172
SDG,Opp Score,16,20,24,14,42,34,27,27,20,37,13,22,37,34,29,34,32
SDG,Opp_Cmp-Att-Yd-TD-INT,14-21-135-1-0,23-27-237-0-1,27-44-260-3-2,21-34-196-2-1,23-32-305-2-0,19-27-167-1-2,18-35-217-0-0,32-38-356-2-0,20-34-195-1-1,28-44-273-3-0,28-44-303-2-2,24-40-300-1-2,23-31-275-3-0,31-47-410-3-1,27-35-336-1-2,22-31-237-2-0,34-64-383-3-1
SDG,Opp_First Downs,15,25,33,13,25,27,21,28,20,22,20,21,26,26,25,21,27
SDG,Opp_Fourth Down Conv.,1-1,0-1,0-0,1-3,1-3,0-0,0-1,2-4,0-0,0-2,1-2,0-1,0-0,0-1,0-0,1-1,6-7
SDG,Opp_Fumbles-Lost,3-1,1-0,2-2,2-0,1-0,2-0,1-1,0-0,0-0,1-0,0-0,2-2,0-0,1-1,1-1,0-0,1-1
SDG,Opp_Net Pass Yards,133,221,251,165,301,140,210,356,171,245,285,260,271,410,328,237,355
SDG,Opp_Penalties-Yards,8-57,8-76,6-56,7-58,7-77,2-15,4-30,4-30,7-52,8-38,9-75,7-63,6-39,4-36,5-49,3-22,10-108
SDG,Opp_Rush-Yds-TDs,27-126-0,31-198-2,30-186-0,18-48-0,35-230-3,38-187-3,39-142-1,27-89-1,19-82-1,18-55-1,17-72-0,25-96-2,37-152-1,20-86-1,21-89-2,35-104-1,21-85-1
SDG,Opp_Sacked-Yards,1-2,2-16,2-9,4-31,1-4,3-27,1-7,0-0,2-24,3-28,3-18,6-40,2-4,1-0,1-8,0-0,3-28
SDG,Opp_Third Down Conv.,3-10,6-10,6-10,4-13,4-12,6-11,9-19,5-10,5-12,8-15,7-14,6-12,7-13,7-12,6-9,9-15,4-18
SDG,Opp_Time of Possession,23:57,29:03,32:31,25:18,36:28,38:07,35:24,33:37,23:50,28:14,30:23,31:14,34:20,28:12,25:08,30:16,31:19
SDG,Opp_Total Yards,259,419,437,213,531,327,352,445,253,300,357,356,423,496,417,341,440
SDG,Opp_Turnovers,1,1,4,1,0,2,1,0,1,0,2,4,0,2,3,0,2
SDG,Penalties-Yards,6-94,12-99,8-50,7-105,6-49,4-35,5-40,3-25,10-118,12-75,5-35,7-51,3-20,5-60,10-70,3-23,4-38
SDG,Rush-Yds-TDs,29-90-1,19-95-0,22-77-0,34-168-1,23-112-3,12-26-0,20-163-1,39-176-2,33-103-1,26-159-2,33-147-2,22-79-1,26-135-1,39-192-2,36-189-2,27-83-0,34-174-1
SDG,SDG Score,20,17,30,28,47,6,24,24,27,41,28,41,21,28,41,13,35
SDG,Sacked-Yards,2-3,2-25,1-6,2-10,2-17,2-13,3-17,1-7,2-16,2-8,1-0,4-33,2-10,0-0,1-6,1-10,3-18
SDG,Third Down Conv.,14-19,5-12,4-11,4-13,6-13,3-12,4-12,8-12,5-14,7-12,8-11,4-13,7-14,6-13,9-13,3-11,8-17
SDG,Time of Possession,36:03,30:57,27:29,34:42,23:32,21:53,24:36,26:23,36:10,31:46,29:37,28:46,25:40,33:03,34:52,29:44,38:41
SDG,Total Yards,424,408,352,380,493,208,369,331,381,533,302,363,316,428,437,319,346
SDG,Turnovers,2,2,0,0,1,1,2,0,1,1,1,3,2,2,0,1,0
