,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15,Game16,Game17
SDG,Cmp-Att-Yd-TD-INT,26-34-279-3-0,33-48-334-3-1,25-45-297-1-1,27-39-340-2-0,22-34-228-1-0,37-57-238-0-1,33-51-293-2-1,12-23-129-0-0,21-37-196-1-1,20-34-329-3-0,18-29-191-2-1,28-47-335-1-0,10-28-145-1-0,28-42-313-0-2,17-29-143-0-3,11-19-132-0-0,13-24-283-3-1,25-43-273-1-0
SDG,First Downs,18,21,16,22,26,24,21,19,12,23,20,22,14,23,10,12,22,18
SDG,Fourth Down Conv.,0-1,4-4,0-2,1-2,0-2,1-3,1-3,0-0,0-1,0-0,0-1,3-5,0-0,2-2,1-4,0-0,1-1,0-0
SDG,Fumbles-Lost,1-0,0-0,1-1,2-1,0-0,0-0,2-1,2-2,1-0,2-1,1-1,3-1,1-0,0-0,0-0,1-1,3-1,1-0
SDG,HomeTeam,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False
SDG,Net Pass Yards,279,326,286,338,227,224,276,114,187,322,185,314,127,291,104,111,266,253
SDG,Opp Score,19,27,38,24,28,16,37,20,22,27,25,27,23,14,20,31,28,31
SDG,Opp_Cmp-Att-Yd-TD-INT,22-37-295-2-3,24-35-235-2-0,28-39-262-3-0,26-35-246-2-2,21-34-230-1-1,15-28-188-1-0,20-27-210-2-1,30-43-245-1-1,19-28-240-0-0,23-30-280-2-1,35-47-274-3-0,16-30-250-2-1,39-51-367-1-0,18-26-185-0-1,24-31-235-0-1,24-31-239-2-0,30-44-298-3-0,28-47-288-4-4
SDG,Opp_First Downs,18,15,25,16,27,13,24,19,22,22,22,21,24,17,17,22,21,24
SDG,Opp_Fourth Down Conv.,1-2,0-0,2-3,0-2,0-1,0-0,0-0,1-1,1-1,0-0,0-0,0-0,1-2,0-0,1-1,0-0,0-0,2-3
SDG,Opp_Fumbles-Lost,3-0,0-0,0-0,1-0,0-0,3-1,1-1,1-1,1-1,1-1,1-0,1-1,1-0,2-0,2-1,0-0,3-2,1-1
SDG,Opp_Net Pass Yards,256,226,262,215,230,160,191,245,230,250,246,250,350,157,213,239,293,273
SDG,Opp_Penalties-Yards,3-11,6-54,2-10,9-67,6-65,10-151,7-68,5-45,5-52,4-25,4-30,3-15,6-40,6-62,6-60,2-19,5-34,3-30
SDG,Opp_Rush-Yds-TDs,13-64-0,18-93-0,36-151-1,14-131-1,31-213-3,23-98-0,34-213-2,24-91-1,41-157-2,30-115-1,13-65-0,29-154-1,23-82-1,27-127-2,32-101-2,31-192-2,22-59-0,21-117-0
SDG,Opp_Sacked-Yards,6-39,1-9,0-0,4-31,0-0,4-28,2-19,0-0,1-10,5-30,4-28,0-0,4-17,4-28,4-22,0-0,1-5,2-15
SDG,Opp_Third Down Conv.,5-11,4-12,8-15,4-12,4-10,4-14,5-9,8-16,9-17,8-14,6-13,3-10,9-18,3-11,8-18,8-13,7-14,2-10
SDG,Opp_Time of Possession,27:28,26:23,38:27,28:21,30:02,28:33,33:57,28:11,36:59,32:19,29:25,29:16,39:38,30:12,33:54,31:52,28:57,27:21
SDG,Opp_Total Yards,320,319,413,346,443,258,404,336,387,365,311,404,432,284,314,431,352,390
SDG,Opp_Turnovers,3,0,0,2,1,1,2,2,1,2,0,2,0,1,2,0,2,5
SDG,Penalties-Yards,5-21,3-25,7-54,6-61,4-17,9-89,7-70,2-15,1-5,4-54,3-19,4-20,6-50,3-20,2-11,3-22,3-36,7-42
SDG,Rush-Yds-TDs,31-76-0,24-75-0,12-26-0,27-81-2,34-238-2,24-73-1,15-53-1,35-201-2,16-51-0,27-163-0,34-181-1,22-72-0,19-92-0,24-74-2,14-69-0,26-166-1,36-205-1,23-67-2
SDG,SDG Score,24,24,10,34,30,19,23,17,16,30,24,20,17,17,3,10,31,30
SDG,Sacked-Yards,0-0,2-8,1-11,1-2,1-1,2-14,3-17,2-15,3-9,1-7,1-6,5-21,2-18,3-22,7-39,3-21,2-17,3-20
SDG,Third Down Conv.,6-14,5-16,5-13,8-16,3-10,11-22,5-15,5-11,6-16,5-10,7-13,5-16,3-11,4-13,0-10,4-11,5-12,8-17
SDG,Time of Possession,32:32,33:37,21:33,31:39,29:58,38:49,26:03,31:49,23:01,27:41,30:35,30:44,20:22,29:48,26:06,28:08,31:03,32:39
SDG,Total Yards,355,401,312,419,465,297,329,315,238,485,366,386,219,365,173,277,471,320
SDG,Turnovers,0,1,2,1,0,1,2,2,1,1,2,1,0,2,3,1,2,0
